signal,cp,thr,rscores
dist_smooth_to_prev_smooth,"[2, 7, 30, 38]",3.8159704607819567,
n_docs,"[7, 17]",2.2024361354743385,
dispersion,"[4, 7, 24, 34]",1.5480791732417167,
curvature,"[2, 22, 25, 35]",2.3435458100671425,
drift_from_baseline,"[1, 9, 24]",1.0078292350114963,
