signal,cp,cp_shifted,thr,response_scores
dist_smooth_to_prev_smooth,"[9, 24, 29]",[ 2 17 22],1.7841043077102952,"[0.0, 0.0, 0.12816663556174868, 1.2383178473901177, 1.4089710369259127, 0.9090521324713706, 0.694148429256491, 0.0, 1.0513370793458103, 2.390461319077446, 0.7076248542858478, 0.7020507366813457, 0.39097101342028434, 0.0, 0.42354040453240965, 1.116840498788431, 1.7781003075078976, 0.10222394945326317, 0.0, 0.0, 0.32335837554771785, 0.213828582790815, 0.33439148544442543, 1.061788309149837, 2.1650237462801862, 1.7682399571553609, 0.0, 0.5764595954675903, 1.0276940619695911, 1.7981136415158891, 2.2218349761395024, 0.3259055775385006, 0.39790006030124525, 0.0, 0.21823417502133355, 1.1426464517719273, 1.1035359109457041, 0.2040382874662512]"
n_docs,"[3, 9, 30]",[-4  2 23],1.4358706150623821,"[0.0, 0.9389324133569276, 1.4128697267656638, 1.6876937537863257, 1.468192220708216, 0.6678283471358503, 0.0, 0.28042399877819346, 1.2974048142876144, 2.305213389222026, 1.2778305255432827, 0.008813561573179774, 0.5080258807212165, 0.4147720051260106, 0.0744337905328715, 0.49197411927878354, 1.4220184983570243, 0.3625552414613139, 0.0, 0.12473402246037431, 0.4033655096395176, 0.5909588115278805, 0.0, 0.7539466148746397, 0.1946161569038697, 0.3124629658763599, 1.0162000461186167, 0.760001315005339, 0.0, 0.9416728947709052, 1.7546259669912438, 0.3306351583279339, 0.18048585472041329, 0.15204351273217084, 0.7161407887123103, 1.2538341223787093, 0.10884595184875083, 0.8327848150200192]"
dispersion,"[11, 24, 36]",[ 4 17 29],1.1996669143283747,"[0.0, 0.5460164751430486, 1.0059043297013612, 0.99065757518529, 1.19612465558982, 1.1573585166627836, 0.837535863879765, 0.8207480546715975, 0.3233660162161307, 0.013486203926090973, 0.14834685871676492, 1.9976288480089999, 1.5068552619773885, 0.0, 0.4539835248569513, 0.7873634416603725, 0.9506253786303834, 0.6840965502101218, 0.4278377995396997, 0.6713414039644368, 0.04586302033652594, 0.23032780739399497, 0.0, 0.26466984414837946, 1.3408358579986102, 0.9225168556587695, 0.0, 0.3790806790971891, 0.6097831761674983, 0.6048640287500281, 0.0, 0.03522273682334736, 0.08310330246995104, 0.027249606812193433, 0.4040133675863914, 0.6321964043678351, 1.2079321847183357, 0.44140539784475946]"
curvature,"[7, 9, 22]",[ 0  2 15],2.5915120618948118,"[0.0, 0.0, 1.3352165583763695, 0.3793716358147278, 0.3320606596986364, 0.0, 0.8700502466942652, 3.472932465524885, 3.8372584884283754, 2.7482175995500477, 0.0, 0.06492340343898545, 0.998414881635259, 1.204025780320253, 2.2986221934538857, 0.6076192869514426, 0.0, 0.04234538542546729, 0.1885074349597797, 0.3923807130485573, 0.6955129006652513, 2.1104819412901885, 2.636577998081337, 2.5695230823711275, 2.2885045078724784, 0.6789810832352182, 0.05952620388419888, 0.18566827718820544, 0.6540903168726091, 0.034587567572930196, 0.07518448327182374, 0.28669208302600924, 0.2714740558162497, 0.9677075781460136, 0.17566325432478433, 2.5721980892434435, 0.7323864978674859, 0.01326987756612235]"
drift_from_baseline,"[12, 14]",[5 7],4.852492627502592,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27278944019884765, 0.3699112664082229, 0.8482447191088751, 3.230481683981577, 5.693168832402239, 6.318916090606367, 6.164473330310646, 5.57395134279057, 4.543296035236309, 3.8525853653115933, 3.414826038012283, 3.3374396490161184, 2.4615843892970206, 0.24207067917009661, 0.12191617813751676, 0.06151972366472712, 0.9441453432830001, 1.424728388790875, 0.5752883065725344, 0.23800490337256394, 0.8535911814918573, 0.8222876979716606, 0.0, 0.0, 0.4247116934274657, 0.3458118148898121, 0.40321953851626435, 1.0730145184470392, 1.4031316146033037, 1.3158909059398416]"
