day,word,count,tfidf
7,abortion,8,0.012281518874528934
7,accord,6,0.008231297265935468
7,accuse,4,0.010890106758168283
7,act,5,0.00440183633963054
7,age,5,0.008609773810321922
7,agency,4,0.007535967467893616
7,ai,5,0.0023428066818508594
7,al,5,0.0031507223714248335
7,allege,5,0.00946057436346769
7,allegedly,3,0.006956952230733705
7,allow,6,0.010821582129695338
7,american,8,0.016166384468088078
7,announce,12,0.021298491756694644
7,annual,6,0.00608460306613784
7,annual meeting,5,0.0038318217659237563
7,authority,4,0.006603849214821584
7,ballot,4,0.008386939021908775
7,ban,4,0.008826938042681238
7,base,5,0.009439955485266233
7,beach,4,0.011656706664307147
7,blue,4,0.00726576727557608
7,board,5,0.012124370496108306
7,bonnie,3,0.004550484376708534
7,burn,6,0.00790835110115443
7,business,6,0.010875609034577925
7,buzbee,3,0.005335002769558622
7,call,4,0.00454586244861676
7,camp,3,0.002105646188779857
7,campaign,5,0.011419428226975581
7,candidate,7,0.01198545805900343
7,capital,4,0.006936777865277643
7,carry,3,0.0029175226740157396
7,case,12,0.017676490841458673
7,center,4,0.011095273535396034
7,ceo,4,0.005538279131015991
7,charge,10,0.018748774018195608
7,child,4,0.014127644865084546
7,citizen,4,0.008524470487033923
7,city,8,0.013288943564058617
7,civil,3,0.005379058384451529
7,claim,9,0.010755659444203588
7,close,6,0.00831229567632215
7,come,8,0.013173846674851733
7,commission,4,0.0074970464046601225
7,company,12,0.01783439832551591
7,continue,5,0.0063214092854373995
7,contract,5,0.007533936833650225
7,control,3,0.0050557014659941245
7,counsel,4,0.005719931153681659
7,counsel jack,4,0.005719931153681659
7,counsel jack smith,4,0.005719931153681659
7,county,8,0.016996279998304362
7,court,16,0.0250771093344545
7,criminal,4,0.005661262712830833
7,day,11,0.016021036928516762
7,debate,4,0.005393103550131352
7,democrat,4,0.005677979600270632
7,department,4,0.009216631976015022
7,dissent,5,0.004533425637446393
7,district,8,0.011430404039997382
7,document,4,0.006701486030742142
7,donald,13,0.017024642269499804
7,donald trump,13,0.017024642269499804
7,early,8,0.008466367429340732
7,election,14,0.017585854715597603
7,employee,4,0.00741696983180059
7,europe,4,0.008052060964825436
7,executive,5,0.004515587705156636
7,experience,5,0.006676364727557246
7,face,6,0.012820714870215404
7,fall,6,0.0076579432057402
7,family,11,0.01063704029913534
7,federal,5,0.01016729055418022
7,festival,4,0.006897011481856105
7,file,6,0.009365034275573152
7,find,4,0.009698890573957923
7,firm,6,0.01241674701489449
7,fla,11,0.025167880404583957
7,florida,48,0.052825549458455426
7,florida blue,4,0.00726576727557608
7,florida state,4,0.007671810037121113
7,follow,5,0.0073714475060814985
7,fort,6,0.012445498856468808
7,fort lauderdale,4,0.007745593691304909
7,fraud,3,0.00763593051885635
7,friday,4,0.006804542254755493
7,ftx,3,0.0033680215792283737
7,fund,7,0.012059220184457887
7,galois,3,0.0033680215792283737
7,gaza,4,0.002807528251706476
7,gic,3,0.0038566810521666623
7,go,4,0.007300933156506305
7,good,5,0.01132279448958997
7,great,3,0.003906954387811966
7,group,3,0.0054321425324105445
7,grow,4,0.009323729860980652
7,guilty,4,0.01318075751719069
7,harris,7,0.008085808446440095
7,health,9,0.012387720806100453
7,healthcare,7,0.007855608074359997
7,hear,3,0.004214801459209482
7,help,3,0.01273803949448951
7,high,6,0.009167900611250699
7,high school,4,0.007541035917977222
7,highlight,4,0.006079937911509562
7,hispanic,5,0.004953747639623158
7,historic,3,0.004686955980772842
7,history,3,0.007246583297765541
7,hold,9,0.014592314078321206
7,home,8,0.021613192750259247
7,hospital,4,0.003165424514940616
7,hour,3,0.005057010813616632
7,house,5,0.009779648912603987
7,ii,4,0.005335444194812654
7,immigration,3,0.006479021494118386
7,inc,3,0.0033414349199767587
7,include,8,0.011003412184822559
7,individual,3,0.0031246516203166422
7,injure,3,0.0015130617221527933
7,interest,4,0.003696767250448076
7,interference,3,0.004456609123634613
7,international,4,0.007421938443551211
7,investment,4,0.005070814973984499
7,israel,8,0.008582765621848405
7,issue,5,0.005469691487179787
7,jack,4,0.005719931153681659
7,jack smith,4,0.005719931153681659
7,job,4,0.006587339662232893
7,join,5,0.007146152854086336
7,judge,6,0.008946525100653798
7,justice,6,0.005059344456320296
7,kamala,5,0.006386670143377914
7,kamala harris,5,0.006386670143377914
7,key,4,0.007179568850850842
7,kill,4,0.007252303944457085
7,know,4,0.005907530010098706
7,lauderdale,4,0.007745593691304909
7,launch,7,0.011998165534088221
7,law,4,0.008218453990500198
7,lawyer,4,0.004781126107051383
7,lead,4,0.004816674987633071
7,leader,5,0.006343721043482955
7,leave,7,0.008232206204732537
7,life,5,0.009246704399338616
7,like,5,0.007937458828209783
7,live,4,0.00833855982168166
7,local,5,0.007240731453384854
7,look,4,0.008351542737246014
7,lose,5,0.007701708114557931
7,love,4,0.010230839103499825
7,man,5,0.00994061706275585
7,medical,4,0.004734274273374202
7,meeting,7,0.008735616183561707
7,member,4,0.007060150775179592
7,miami,6,0.013730250918700494
7,middle,3,0.009519777755371916
7,migrant,3,0.003205470095340433
7,migration,3,0.003205470095340433
7,million,5,0.014051447118635652
7,monday,4,0.006440158244054976
7,month,5,0.01039870657650528
7,mother,5,0.01047551448197363
7,move,4,0.004003201446931615
7,national,5,0.007994874394207858
7,nbc,4,0.004434885678374386
7,nearly,5,0.012660105840934955
7,need,6,0.00973429529624932
7,network,4,0.00860799516510953
7,new,22,0.03371220050415877
7,news,8,0.019521784924166456
7,november,6,0.010047993395642324
7,october,7,0.010831096560908353
7,ohio,4,0.009388640118262816
7,old,4,0.00695864965859408
7,open,4,0.0067690037862061965
7,order,4,0.0035079305939054286
7,orlando,4,0.009990228555106893
7,overturn,6,0.009602552534342113
7,parent,4,0.004230885611740869
7,park,5,0.009762342998077014
7,party,5,0.006008790161220361
7,pass,4,0.010095832536892517
7,pay,7,0.010323927606416509
7,people,12,0.015497947688770611
7,plaintiff,4,0.005296472068366888
7,plan,7,0.010006964167440235
7,point,6,0.004640498427693458
7,police,5,0.013637928377355505
7,policy,6,0.00807498788770233
7,political,4,0.011487735321197054
7,port,9,0.017295744744675993
7,position,6,0.014430302665687667
7,power,4,0.00486716167776839
7,president,21,0.028173285789073785
7,president donald,7,0.010903658536511342
7,president donald trump,7,0.010903658536511342
7,presidential,10,0.015131100378519976
7,private,7,0.00608939997122639
7,provide,4,0.010656594263418981
7,provider,4,0.00482243478733947
7,public,9,0.012817990026248954
7,question,3,0.005783144958810306
7,qui,5,0.0038132372589840887
7,qui tam,5,0.0038132372589840887
7,race,3,0.010151356821513278
7,real,3,0.004507238615023899
7,recently,3,0.0043607855202108855
7,record,4,0.008454490040423052
7,red,3,0.008009699989316594
7,refugee,3,0.002105646188779857
7,refugee camp,3,0.002105646188779857
7,rel,3,0.0020163161895385053
7,relator,3,0.001816354235795706
7,release,3,0.004920775724928418
7,remove,3,0.006885992262072845
7,report,8,0.008670314080016315
7,represent,5,0.005998652113269777
7,representative,4,0.008079366037451585
7,republican,5,0.0074725334233735514
7,require,4,0.00763803038226282
7,retirement,5,0.005721421702428717
7,return,3,0.00887646165712462
7,reveal,5,0.005894336884240666
7,right,10,0.01673757511991092
7,robert,3,0.004703733514120701
7,ron,3,0.004746818089640456
7,ron desantis,3,0.004746818089640456
7,rule,8,0.011481742748552104
7,run,3,0.005158313163062742
7,russian,3,0.0041480183201742645
7,sale,4,0.009457198315885155
7,say,14,0.025014544076522573
7,scam,9,0.004217052027331547
7,scheme,4,0.008037381610495628
7,school,13,0.02290268846516569
7,second,5,0.005711796983670184
7,see,4,0.009348602936789812
7,sen,4,0.008719550733403372
7,september,6,0.007772413466020159
7,set,6,0.008710263082253738
7,share,4,0.004571687646444778
7,shooster,6,0.002811368018221031
7,sign,5,0.008176410839358368
7,similar,4,0.004848507851295313
7,smith,6,0.008040318569211712
7,south,5,0.00759353764656682
7,space,4,0.01102633982082116
7,special,4,0.005719931153681659
7,special counsel,4,0.005719931153681659
7,special counsel jack,4,0.005719931153681659
7,start,5,0.011603037416700768
7,state,25,0.03279960175392249
7,states,13,0.013167619256648229
7,student,5,0.01189873034703584
7,support,5,0.00816725775853476
7,system,5,0.006247040158096432
7,tam,5,0.0038132372589840887
7,target,4,0.00559266221867249
7,thomas,6,0.006420418829975308
7,threaten,5,0.010793561752735648
7,tim,4,0.006857671470127846
