day,word,count,tfidf
19,accept,6,0.004934174540388914
19,access,9,0.0032420314776239237
19,accord,6,0.00736172653133783
19,account,11,0.002905041977287551
19,act,6,0.004028735981258944
19,add,6,0.004994509816675087
19,address,7,0.00265122754022069
19,administration,7,0.007586039008568775
19,affect,9,0.009035242521539205
19,affect hurricane,7,0.006570192841087227
19,aid,10,0.012002850655336282
19,amendment,15,0.013287455267038315
19,america,6,0.008391321534325714
19,american,17,0.014768525068178393
19,americans,8,0.006186696899681844
19,announce,8,0.009516009353830982
19,ap,6,0.006771574903927382
19,area,12,0.012401401615718885
19,article,8,0.003680684623619059
19,background,7,0.0006550752794843028
19,background check,7,0.0006550752794843028
19,ballot,10,0.01201724220652325
19,ban,7,0.0006550752794843028
19,believe,10,0.005475414739394434
19,biden,20,0.015277145305176747
19,book,8,0.004598971222358894
19,break,7,0.003925915398502389
19,business,10,0.011526249263929159
19,call,6,0.004946586599620174
19,campaign,13,0.012220950786009082
19,canada,6,0.001665824125853487
19,candidate,10,0.008151165480730277
19,care,9,0.006451979760164573
19,carolina,17,0.019008668893232675
19,case,8,0.008514124077806164
19,cause,7,0.007780336692691396
19,center,16,0.011326999637962002
19,central,8,0.007360967220050425
19,central florida,6,0.005120441165510336
19,change,6,0.005412195842290059
19,charge,6,0.007106986673762111
19,check,8,0.0025002292901193605
19,city,8,0.004786798622673636
19,claim,14,0.012981802796276708
19,cleanup,9,0.0057691577708508645
19,clipper,12,0.010709962605193914
19,college,10,0.009804532758728206
19,come,18,0.009490961301737814
19,community,16,0.016084526140338687
19,company,15,0.016777925605684488
19,congress,6,0.00768573741778418
19,continue,11,0.0095534305196859
19,country,8,0.007669733210034072
19,county,27,0.02071155000999206
19,court,9,0.005333208323556321
19,create,8,0.005574108651729591
19,crime,6,0.00578005256230415
19,cross,9,0.007533809569443356
19,customer,7,0.006741428427791692
19,damage,12,0.012818397844342314
19,day,32,0.02777717718149897
19,debris,7,0.0033730276960538264
19,decision,6,0.004548131479241082
19,democratic,8,0.009506218117144735
19,department,8,0.006890684636862392
19,desantis,7,0.007679503470411296
19,disaster,14,0.011217129550552695
19,disaster relief,6,0.006557243353353377
19,discuss,6,0.005681055753824287
19,district,12,0.00969232842775333
19,donald,16,0.01316519072393959
19,donald trump,16,0.01316519072393959
19,drive,7,0.009994267292466497
19,drug,8,0.005374271358871346
19,early,11,0.010680588945575142
19,effort,17,0.016881116652123176
19,election,15,0.010883638892174053
19,emergency,8,0.008040250200691988
19,europa,20,0.016173906582653098
19,europa clipper,12,0.010709962605193914
19,evacuate,6,0.006211244828912252
19,event,6,0.007299882731508974
19,experience,11,0.00661211380612525
19,face,7,0.007255743635234859
19,fall,8,0.008993564533538907
19,family,8,0.009142701962062499
19,federal,13,0.0122274897295248
19,feel,6,0.0038145690779323436
19,find,7,0.006325813382117698
19,firearm,7,0.0032585432910665745
19,fla,14,0.01809691600092489
19,flood,10,0.008061696250229611
19,florida,109,0.06340074225498603
19,follow,13,0.012135302748487384
19,force,6,0.008450060481690641
19,free,6,0.004381835384614572
19,fuel,7,0.007311028034284921
19,get,18,0.011739161831252997
19,go,11,0.008701031928425836
19,government,7,0.006072608967829246
19,governor,8,0.011481810890987144
19,group,10,0.009258608772933897
19,gun,34,0.005380518528794267
19,happen,12,0.015073878935726991
19,hard,7,0.005923425869661044
19,harris,33,0.018838063576964638
19,head,7,0.010357516063809503
19,health,18,0.007517594351379351
19,heavy,6,0.008854113330024296
19,helene,28,0.025327183753064475
19,helene milton,10,0.009769693333591296
19,help,27,0.021286608259877344
19,high,9,0.005567417960694695
19,hit,13,0.013344498232294576
19,hold,10,0.00980600671554812
19,home,27,0.01783827734238385
19,hope,8,0.002046682267906659
19,house,19,0.01235845057581962
19,hurricane,92,0.06330146891337657
19,hurricane helene,25,0.023535929489818877
19,hurricane helene milton,10,0.009769693333591296
19,hurricane milton,43,0.03779170233643337
19,icy,7,0.006582282929961185
19,impact,13,0.010646357592282368
19,include,13,0.007967867823675779
19,information,7,0.008696981810671831
19,insurance,10,0.0114731528264556
19,issue,9,0.003508188443333644
19,iv,5,0.0019712853698508354
19,joe,12,0.009317436259169184
19,joe biden,10,0.007126642185439307
19,journalist,6,0.001665824125853487
19,jupiter,13,0.011520829658749154
19,kamala,21,0.01714092282270406
19,kamala harris,19,0.01497054619420928
19,kennedy,6,0.00498711942522531
19,kennedy space,6,0.00498711942522531
19,kennedy space center,6,0.00498711942522531
19,key,8,0.008525308638438965
19,kill,6,0.007649811981082557
19,know,12,0.01011360741145013
19,lake,6,0.0023193057964801247
19,late,12,0.01623926169587358
19,later,6,0.0035950224340221357
19,launch,12,0.010576166361023208
19,law,11,0.007640242572600001
19,lead,10,0.011353210271006942
19,leave,9,0.008555550155717082
19,level,6,0.0034962468392820767
19,life,20,0.01459914257766863
19,like,17,0.012166474521981052
19,line,6,0.005417277990080079
19,live,6,0.0040362417848856
19,local,7,0.007758424531438636
19,long,14,0.009301303399162391
19,look,10,0.009636804445430615
19,man,10,0.0138059364172086
19,medium,7,0.008289979786757065
19,member,6,0.006823804139943103
19,mental,11,0.0020134343307949866
19,mental health,9,0.0018393267808895165
19,million,18,0.013945976665850858
19,milton,59,0.04323120785133704
19,mission,14,0.013259506930187551
19,monday,17,0.015866229481532476
19,month,12,0.014788863466646011
19,moon,13,0.012876279909647622
19,morning,9,0.00712279763444862
19,nasa,13,0.011905835524283372
19,national,13,0.014283532503614365
19,nearly,6,0.0049096724077035475
19,need,28,0.018345621900806162
19,new,33,0.02532053246099868
19,new york,6,0.005597508310127068
19,news,12,0.012045064229947885
19,night,9,0.006081011307402323
19,nori,16,0.0019231089147339804
19,north,18,0.019588343804567133
19,north carolina,17,0.019008668893232675
19,november,6,0.0073860318317904745
19,ocean,10,0.010028925427457626
19,oct,13,0.014600539925232284
19,october,8,0.010217192773860946
19,offer,11,0.011345734093623844
19,officer,7,0.008768165783997644
19,official,8,0.007741586448478761
19,old,7,0.007825628307920302
19,online,6,0.0014637535898849798
19,open,6,0.009213765064040482
19,owner,6,0.006355389783194632
19,people,37,0.02550391589100813
19,person,9,0.00816290724577422
19,point,7,0.004573718772379025
19,police,8,0.010139400242876698
19,policy,6,0.003582682543308944
19,political,11,0.007781238333447675
19,poll,12,0.00917263750861658
19,power,25,0.01818141691553014
19,president,42,0.027033748296163167
19,president donald,7,0.006833448277352056
19,president donald trump,7,0.006833448277352056
19,president joe,8,0.005599823728404425
19,president joe biden,8,0.005599823728404425
19,president kamala,8,0.00718319302824798
19,president kamala harris,8,0.00718319302824798
19,presidential,11,0.006887716365701177
19,private,9,0.008235336536602618
19,problem,6,0.000561493096700831
19,provide,11,0.010422628013499892
19,public,7,0.008388033865753857
19,pull,5,0.0021467902347378828
19,race,10,0.008138472351869808
19,read,8,0.004777936716785721
19,recent,8,0.009418057045393545
19,recover,7,0.009297906548714534
