signal,cp,thr,rscores
dist_smooth_to_prev_smooth,"[3, 6, 8, 19]",0.3613959445188291,"[0.0, 0.03528930016749569, 0.05439518691955469, 0.364722518525793, 0.018093908840460297, -0.07127124671506721, 0.7525654978684618, 1.4314501095426515, 0.3870345395788796, 0.20398166324188596, 0.0, -0.22980013071846397, -0.16142174636991638, -0.23508578470808805, -0.26420352742469533, -0.27084769823950017, -0.2832796565817976, -0.9788073076063246, 0.0, 1.325408919678667, 0.3314567784561545, 0.03562147918099367, -0.13898166288769778, -0.48179546441530413, -0.6052705077067877, -0.9158363433642139, 0.0, -0.16835916374358675, -0.06855070985926551, -0.27282123050870827, -0.12564494515172117, -0.14400482400528358, -0.07943422227359163, -0.043854234152058254, -0.041917633675884206, -0.007593580954834777, -0.02370970306864836, -0.005458618594882734, 0.17634638438232733, 0.0, -0.05412746918147739, -0.023287679382435485]"
n_docs,"[9, 13, 19, 21]",0.5995651728279122,"[0.0, 0.0, 0.0021364808065927983, -0.01747375707738961, -0.001966740383663988, 0.021757505772523514, 0.12985054347259464, 0.19038343186457468, 0.44629634884865377, 0.699828315402121, 0.0, -1.1561601411017153, 0.0, 0.708098787333466, 0.0, 0.0, -0.945602983741647, -1.3140452865546601, -0.09432707271431634, 1.2685091953560845, 1.1782992047199046, 0.6165950421589412, 0.32057103684413324, 0.0, -0.18313782644095308, -0.19923822698592591, -0.13639572930865243, -0.1734236442145003, -0.19647361679731218, -0.3307111332749798, -0.4671682923836239, -0.8551039172824382, -0.6990994449014216, -0.2458189355757804, -0.1343710414841735, -0.1110651933621191, -0.06215847474438206, -0.051708692674727115, -0.08473302067173144, -0.04498503154211131, 0.0, -0.020414509267867385]"
dispersion,"[7, 9, 18]",0.3751959767184479,"[0.0, 0.00515134683064001, 0.023099247112861283, -0.014170044017393838, 0.030224094484453286, 0.0, 0.12963458716414503, 0.48584480448425177, 0.660448923322594, 0.9851548759642674, 0.3753638003666786, 0.0, 0.040687178689733004, 0.0, -0.14148245524974418, -0.15139912389088098, -0.39041667945178843, -0.44447686674238635, 0.6462826202253179, 0.37368556388437185, 0.15214099322631303, 0.05876741556491829, 0.0, 0.0, -0.07864893638194959, -0.08033706910506744, -0.11945563392379577, -0.15947372690532483, -0.16110390913045786, -0.17470732335015468, -0.521462370625315, -0.6931569075506567, -0.7981306797579689, -0.606901908682967, -0.10857426391538395, -0.18897630944085797, -0.08897773553211408, -0.1152847887661492, -0.11243929086030095, -0.023859528725532386, 0.006654684663604439, 0.0]"
curvature,"[13, 15, 23]",0.5131244197619756,"[0.0, 0.09907673915021918, 0.2865128622842592, 0.32672458481732264, 0.2720080734865107, 0.0, -0.28453739594313643, -0.2767572137431197, -0.1574139782621926, -0.11099278737404901, 0.020848571202161298, 0.22535865480261227, 0.2223774442256634, 0.8692694672472789, 0.6944505006852331, 0.6029686807806183, 0.1188957524121591, 0.09412342813045912, -0.4578615371607045, -0.6657455624814709, -0.8787717078060142, -0.36224290071074805, 0.0, 0.5301848342280238, 0.7992222545430329, 0.18025301327964113, -0.005463865648034488, 0.0, 0.35958068956754474, 0.19850059737464615, 0.04710706076452908, 0.1273674666530456, 0.19051047447326686, 0.015244920833296689, 0.01130758216152597, 0.05473034131357541, -0.0024317034813384707, 0.0, 0.07859083318833358, 0.0266746825792213, 0.014383857283106623, -0.8103442438918458]"
drift_from_baseline,"[13, 20, 22]",0.1753882965641894,"[0.0, -0.04098716541966193, -0.14870535552080583, -0.1721211618374104, -0.29071530802420303, -0.6393356336321544, -1.1722770455530027, -0.7211722006600803, -0.27234811030394684, -0.0462277969609919, 0.051430498435437594, 0.11938308832090194, 0.16425334424343052, 0.17543912916927926, 0.12185042470723079, 0.010974099220820694, -0.13337713552668656, -0.11596361768891394, 0.0, 0.14154682856023346, 0.4794455225905891, 0.9686034073404195, 0.8627416804873135, 0.38432699805546255, 0.1749308031183807, 0.07278530161078582, 0.004109203748303723, -0.044336602555340304, -0.10056649161596486, -0.1087436999890436, -0.1617786476921072, -0.19280050268963334, -0.2576701968959602, -0.40494232149441434, -0.7358954301690929, -0.9240129231635492, -0.5111895989804759, -0.2824602579749516, -0.17619694237338182, -0.11419764835888069, -0.11078250008905789, -0.08326451185201739]"
