Topic,top_words,seed_coverage
0,"['helene', 'hurricane helene', 'hurricane', 'witt', 'storm', 'florida', 'impact', 'new', 'north carolina', 'state']",0.3
1,"['hurricane', 'florida', 'milton', 'hurricane milton', 'helene', 'storm', 'hurricane helene', 'state', 'help', 'say']",0.3
