signal,cp,thr,rscores
dist_smooth_to_prev_smooth,"[2, 5, 15, 19, 26]",2.864185733701609,
n_docs,"[7, 10, 19, 29, 34]",2.0397283329033815,
dispersion,"[1, 19, 24, 36, 40]",1.3322603855108395,
curvature,"[2, 8, 24, 27, 32]",3.5213593677030404,
drift_from_baseline,"[1, 24, 29, 35]",1.1796473759633894,
