Topic,top_words,seed_coverage
1,"['police', 'say', 'california', 'year', 'law', 'people', 'officer', 'shoot', 'black', 'man']",0.2
0,"['police', 'protest', 'law', 'floyd', 'officer', 'california', 'george', 'george floyd', 'trump', 'june']",0.1
2,"['people', 'police', 'rape', 'rapist', 'say', 'come', 'city', 'shoot', 'protest', 'year']",0.1
3,"['daca', 'california', 'state', 'order', 'administration', 'court', 'newsom', 'say', 'law', 'right']",0.1
4,"['storage', 'hardware', 'work', 'employee', 'law', 'design', 'server', 'california', 'brooks', 'personal']",0.1
6,"['art', 'black', 'arrest', 'federal', 'culture', 'idaho', 'facial recognition', 'facial', 'roundup', 'recognition']",0.1
5,"['israel', 'nixon', 'hold', 'rubber', 'wallace', 'wheat', 'black life', 'life matter', 'antitrust', 'race']",0.0
