day,word,count,tfidf
15,accord,4,0.00975109688251137
15,accuse,3,0.010799559103286517
15,address,3,0.005050234809920657
15,age,2,0.00743306382887844
15,agency,3,0.0041808001985539755
15,aim,2,0.004045385016038464
15,america,4,0.01030226749843048
15,american,5,0.012165353058336681
15,angeles,11,0.022325560501609266
15,angeles california,3,0.005092501027693227
15,announce,4,0.009937390259577855
15,area,3,0.011287771215223574
15,arizona,2,0.005410589279494587
15,army,2,0.006109423366568823
15,article,3,0.008369541848123467
15,asian,3,0.0067176489967971905
15,attempt,2,0.00616628208055268
15,award,7,0.015128631229597275
15,away,3,0.00639060882397979
15,bae,3,0.0054219405152748585
15,base,3,0.007009988107458075
15,big,3,0.010242949870026035
15,book,3,0.005781289963185952
15,border,3,0.006024402391324709
15,bring,4,0.010076526458300405
15,brutality,2,0.006561925951531256
15,business,9,0.018168463836230546
15,butcher,2,0.0046653500169386245
15,butcher shop,2,0.0046653500169386245
15,caci,2,0.004290981208656041
15,california,21,0.03994338379082038
15,california department,2,0.006889060870344077
15,california governor,2,0.005551840068244343
15,call,3,0.007515293921807423
15,camera,3,0.008138083186981396
15,carolina,2,0.005406196200022246
15,carry,3,0.00625916315401477
15,case,3,0.007591402580390826
15,celebrate,5,0.013018733008878776
15,challenge,4,0.008733027442956853
15,chance,2,0.006013925082637574
15,change,3,0.006883173577895767
15,chatgpt,3,0.011518171659191292
15,chicken,4,0.007584496740031381
15,chief,3,0.011796307742243835
15,christmas,2,0.007877950960869455
15,city,4,0.010959599670041602
15,client,2,0.0028470426553643432
15,close,4,0.01309616773473924
15,club,2,0.006280208136523522
15,coast,2,0.0055015575998985395
15,college,4,0.010444840740467426
15,colorado,2,0.005659580586591507
15,colorado river,2,0.005659580586591507
15,come,5,0.017846697879897074
15,community,3,0.009124010591991843
15,company,12,0.020457948551011802
15,company united,2,0.003747065690858669
15,company united states,2,0.003747065690858669
15,condition,2,0.006368517475581069
15,conference,2,0.008200673637412881
15,consider,5,0.012108100106120638
15,construction,7,0.011091854517049039
15,contract,7,0.014105352886081873
15,contractor,5,0.007917843186254075
15,country,5,0.010228574342435135
15,county,3,0.011265122702204403
15,covid,4,0.009191605826597959
15,cross,3,0.0058470303334244205
15,customer,3,0.005704089673325944
15,dance,3,0.01160831017164703
15,day,5,0.013593116694662406
15,department,3,0.00974386364279347
15,describe,3,0.009924805734772293
15,die,4,0.014519741822361128
15,dpr,3,0.004359582804006403
15,drop,4,0.009369538655000127
15,drug,3,0.009921438516083713
15,emergency,3,0.00423155014689434
15,end,3,0.010179627620215306
15,event,3,0.006783411018019353
15,expect,3,0.011752223222516667
15,expert,3,0.007132744712100419
15,face,4,0.006649954685340932
15,facility,4,0.010769690847359209
15,father,3,0.007626750799801846
15,feature,4,0.013144801023199076
15,feb,4,0.010992892828328944
15,february,3,0.008415021524425564
15,federal,5,0.00689876888001035
15,federal government,3,0.004140646154505833
15,film,3,0.009387317899283354
15,firm,4,0.010861349724584819
15,follow,4,0.009131598277478406
15,form,3,0.004146195710511247
15,friday,5,0.00938547426053089
15,friend,3,0.011558763338064125
15,funding,4,0.008350039528252293
15,galaxy,4,0.010004324241565717
15,gang,4,0.0062064074458444635
15,good,5,0.01000583748942534
15,government,16,0.02445610080729878
15,government contract,3,0.005291106365679019
15,grammy,3,0.005972320753085169
15,happen,3,0.008471360674770381
15,help,4,0.00682786019650739
15,high,3,0.009682239350635695
15,history,3,0.005234060519752411
15,hold,5,0.018160463788506272
15,home,3,0.004289897712551326
15,host,3,0.007112556478756523
15,house,4,0.011814988465559204
