signal,cp,thr,rscores
dist_smooth_to_prev_smooth,"[7, 18]",0.7269887014943964,"[0.0, 0.06142759616107886, 0.07432989589895941, 0.05689879169866971, 0.16496166364434736, 0.6612607475585823, 0.5087997952576309, 1.2784408664919014, 0.9952519862836051, 0.0, -0.24257456940692976, -0.18534375594100658, -0.15988562037881493, -0.11323131312127267, -0.0611817591426833, -0.5653787969559096, -0.722457384379069, 0.0, 0.8831479895229862, 0.8803539273446261, 0.6082116061952272, 0.0, -1.2301041445802159, -0.8245403348927021, 0.5730964645946434, 0.6210991752684342, 0.0, -0.8916735519849803, 0.0, -0.6907581486876306, -0.31230296150529235, -0.01982764339461494, 0.1825832152679986, 0.0, 0.0, 0.10284269127752373, -0.002895282043152483, -0.27633390624568194]"
n_docs,"[7, 10, 24]",0.139122213904562,"[0.0, -0.1246050530509232, -0.1899280485815746, -0.1122165561752044, 0.0, 0.0990477432536275, 0.13597891034451196, 0.921976863258827, 1.5059247332529337, 0.08723261518872867, 0.14645658887801197, 0.0, -0.12376405287555606, -0.1430392159096947, -0.1526688343229539, -0.34614509033324903, -0.5073600863460396, -0.3410245265627306, -0.4655006838347337, -1.0830358502966024, 0.0, 0.0, -0.9938681604151663, -0.47687701555784257, 0.2442820140753579, 0.034280104280292434, -0.21988880450248788, -0.2770911812242201, 0.0, -0.27915003962097096, -0.1691464038289453, 0.0, 0.1012869533155618, 0.0, -0.0005103651296709689, -0.0003824764007574954, -0.10933256124836989, -0.1663374876984765]"
dispersion,"[7, 19, 25]",0.2771240261147945,"[0.0, -0.02231378476990857, 0.19608704624744583, 0.0, -0.04493748602713626, 0.0, -0.09469922716250086, 1.2079329036318271, 1.2536199477144265, 0.17571362373725735, 0.0, -0.19162445861912528, -0.2278345886731166, -0.17189272391411053, -0.2517314189993196, -0.3955679195720781, -0.658207337063889, -0.5178480807418105, 0.0, 1.1102404390839595, 0.0, -1.132426464582546, -0.9364072857436609, -0.3233595633555609, 0.22126945570293396, 0.40745135707579977, 0.0, -0.11130196295722102, -0.06421241954205041, -0.100793910864998, -0.3847552836606482, -0.018970168251736034, 0.005489465831436631, 0.049763846890717736, 0.01990520822226337, 0.0, 0.0, -0.15781128960228116]"
curvature,"[13, 15]",0.28933451211717703,"[0.0, 0.10355937445548995, 0.1390334060208958, 0.15601693963425087, 0.1278688793187861, 0.1335744022754808, 0.278349245729877, 0.0, -0.1627870753398419, 0.1515548295748651, 0.2100872927283707, 0.10698351091805265, 0.27322469397423627, 0.5174192170452253, 0.8691495818240805, 0.9063809952795097, 0.3149668003542098, 0.0, 0.0, 0.030387840271444717, 0.014902932421125113, -0.055297051816996234, 0.0, 0.2669410007428437, 0.0, 0.0, 0.10973224214073189, 0.0620536252514357, 0.08666771176272563, 0.016938008558882604, -0.038084745123240275, -0.01705826058821932, 0.023097631325754736, 0.06459889163159929, 0.0, 0.0, 0.06812531020465155, -0.9902579251881033]"
drift_from_baseline,"[9, 11, 34]",0.039648967039127396,"[0.0, -0.030611561316019605, -0.09060489336044183, -0.10701567358890193, -0.1920421173045071, -0.2903356362672824, -0.5516141071854195, -0.6480011733962532, 0.026724779716869495, 1.1231326174276797, 0.41851582610370336, 0.06605168593691454, 0.0, -0.11453250506271735, -0.1632413238525415, -0.1753666942501335, -0.17380524065183167, -0.2095815555785998, -0.24458043202944932, -0.47024732530461927, -1.0655270493502298, -0.9214397207778852, -0.40506738633342704, -0.2078564724535317, -0.10167169327620115, -0.07430339103368412, -0.0501508200507876, -0.030928981346981837, -0.03577664773959126, 0.0, 0.006195669712074821, 0.013709066434063385, 0.029514400582843138, 0.0200055182605733, 0.043767220625657965, 0.037884001216328546, 0.008522324325049882, 0.0037541091580301756]"
