day,word,count,tfidf
-5,abuse accord kentucky,1,0.006303652026030819
-5,accord,1,0.006303652026030819
-5,accord kentucky,1,0.006303652026030819
-5,accord kentucky state,1,0.006303652026030819
-5,administration,3,0.016807630998389642
-5,administration blow,1,0.008071203062538636
-5,administration blow quest,1,0.008071203062538636
-5,administration keep,1,0.005371027087911939
-5,administration keep stack,1,0.005371027087911939
-5,administration request,1,0.005371027087911939
-5,administration request change,1,0.005371027087911939
-5,african,1,0.0062125911663405255
-5,african american,1,0.0062125911663405255
-5,african american heritage,1,0.0062125911663405255
-5,afternoon,1,0.005359607894814318
-5,afternoon congressman,1,0.005359607894814318
-5,afternoon congressman family,1,0.005359607894814318
-5,ai,1,0.010822649071955147
-5,ai generate,1,0.010822649071955147
-5,ai generate takeaway,1,0.010822649071955147
-5,aim,1,0.0062125911663405255
-5,aim boost,1,0.0062125911663405255
-5,aim boost louisville,1,0.0062125911663405255
-5,air,1,0.005197443951266044
-5,air wing,1,0.005197443951266044
-5,air wing helicopter,1,0.005197443951266044
-5,allen,1,0.008752616033345123
-5,allen good,1,0.008752616033345123
-5,allen good year,1,0.008752616033345123
-5,alpha,1,0.011048543456039806
-5,alpha beta,1,0.011048543456039806
-5,america,2,0.013632211037231064
-5,american,2,0.017160466422377976
-5,announce,2,0.01319212236463696
-5,appear,3,0.01994314641168142
-5,appear family,2,0.010177624949956741
-5,appear family smile,2,0.010177624949956741
-5,article,2,0.021645298143910294
-5,assortment,4,0.018306998588882628
-5,assortment gun,4,0.018306998588882628
-5,assortment gun day,3,0.014148061183881814
-5,biden,2,0.012009193373675777
-5,biden administration,2,0.012009193373675777
-5,care,1,0.009659208790665211
-5,care renee,1,0.009659208790665211
-5,care renee good,1,0.009659208790665211
-5,carry,1,0.005359607894814318
-5,carry military,1,0.005359607894814318
-5,carry military style,1,0.005359607894814318
-5,case,1,0.005371027087911939
-5,center,2,0.013189981691013939
-5,center african,1,0.0062125911663405255
-5,center african american,1,0.0062125911663405255
-5,center privately,1,0.008551328778481691
