Topic,top_words,seed_coverage
1,"['texas', 'shooting', 'paso', 'mass', 'mass shooting', 'trump', 'gun', 'people', 'say', 'kill']",0.2
0,"['rez', 'offense', 'pornography', 'child pornography', 'ciudad rez', 'degree felony', 'felony', 'ciudad', 'charity', 'paso']",0.0
