SOURCEURL,Actor1Code,Actor1Name,Actor1EthnicCode,Actor2Code,Actor2Name,EventCode,EventRootCode,EventBaseCode,GoldsteinScale,AvgTone
http://1049maxcountry.com/abc_politics/key-questions-about-the-threat-of-domestic-terrorism-in-america-abcid36208127/,"[nan, 'GOV']","[nan, 'AUTHORITIES']","[nan, nan]","['RAD', nan]","['EXTREMIST', nan]","[51, 12]","[5, 1]","[51, 12]","[3.4, -0.4]","[-9.36220925767911, -8.16165078224603]"
http://1220thelegends.com/at-19-years-gone-stevie-ray-vaughans-legacy-is-twofold/,['USA'],['UNITED STATES'],[nan],[nan],[nan],[17],[1],[17],[0.0],[2.22378689197911]
http://1220thelegends.com/florida-white-supremacist-arrested-for-threatening-shooting-at-walmart-police-say/,"['USA', 'USA']","['UNITED STATES', 'FLORIDA']","[nan, nan]","[nan, nan]","[nan, nan]","[193, 193]","[19, 19]","[193, 193]","[-10.0, -10.0]","[-12.9113924050633, -12.9113924050633]"
http://1220thelegends.com/texas-teen-arrested-after-posting-threat-to-blow-up-plane-on-snapchat/,[nan],[nan],[nan],['GTM'],['GUATEMALA'],[43],[4],[43],[2.8],[-7.09812108559499]
http://1220thelegends.com/thousands-expected-to-attend-funeral-for-el-paso-shooting-victim/,['USA'],['TEXAS'],[nan],['UAF'],['GUNMAN'],[193],[19],[193],[-10.0],[-2.13125959164082]
http://180dfo.com/2019/08/republicans-face-a-mountain-of-challenges-with-black-voters-in-2020/,"[nan, 'LEG', 'LEG', 'USA']","[nan, 'CONGRESS', 'CONGRESS', 'UNITED STATES']","[nan, nan, nan, nan]","['LEG', nan, 'USA', 'LEG']","['CONGRESS', nan, 'UNITED STATES', 'CONGRESS']","[36, 36, 36, 36]","[3, 3, 3, 3]","[36, 36, 36, 36]","[4.0, 4.0, 4.0, 4.0]","[-0.94339622641509, -0.94339622641509, -0.94339622641509, -0.94339622641509]"
http://7thspace.com/headlines/919717/uta_and_lockheed_martin_team_up_on_unmanned_vehicle_project.html,[nan],[nan],[nan],['BUS'],['COMPANY'],[13],[1],[13],[0.4],[1.8580779369954]
http://7thspace.com/headlines/922513/cheater__cheater__human_behavior_lab_studies_cheating_as_innate_trait.html,['THAAGR'],['THAILAND'],[nan],[nan],[nan],[90],[9],[90],[-2.0],[-4.46058091286307]
http://7thspace.com/headlines/923101/uta_physicist_improving_predictions_of_how_space_weather_affects_satellites__radio_waves.html,"['MIL', 'MIL']","['MILITARY', 'MILITARY']","[nan, nan]","[nan, nan]","[nan, nan]","[12, 40]","[1, 4]","[12, 40]","[-0.4, 1.0]","[2.94754329440193, 2.94754329440193]"
http://7thspace.com/headlines/925359/rthk__trump_blames_shootings_on_mental_illness.html,"['UAF', 'USAUAF']","['GUNMAN', 'UNITED STATES']","[nan, nan]","['NZL', 'NZL']","['NEW ZEALAND', 'NEW ZEALAND']","[51, 51]","[5, 5]","[51, 51]","[3.4, 3.4]","[-8.00125359486763, -8.00125359486763]"
http://7thspace.com/headlines/944116/most_patients_willing_to_share_medical_records_for_research_purposes.html,['USA'],['CALIFORNIA'],[nan],[nan],[nan],[20],[2],[20],[3.0],[2.21653878942882]
http://7thspace.com/headlines/946472/hong_kong__breaking_gender_barrier.html,[nan],[nan],[nan],['GOV'],['GOVERNMENT'],[42],[4],[42],[1.9],[-0.216040258066702]
http://7thspace.com/headlines/952986/unt_health_science_center_receives_grant_to_improve_care_for_older_adults.html,['GOV'],['ADMINISTRATION'],[nan],[nan],[nan],[71],[7],[71],[7.4],[-0.959302687413287]
http://7thspace.com/headlines/956000/rthk__death_toll_in_texan_shooting_rises_to_seven.html,['UKR'],['ODESSA'],[nan],['MED'],['SPOKESMAN'],[10],[1],[10],[0.0],[-7.4468085106383]
http://abcnewsradioonline.com/politics-news/beto-orourke-relaunches-campaign-from-el-paso-hometown-in-wa.html,['USALEG'],['UNITED STATES'],[nan],['USA'],['UNITED STATES'],[20],[2],[20],[3.0],[-4.82853267889434]
http://aero-news.net/ANNTicker.cfm?do=main.textpost&id=64316668-5fae-498c-9e2b-d126f09ea86c,['CVL'],['SETTLEMENT'],[nan],[nan],[nan],[120],[12],[120],[-4.0],[0.10672358591249]
http://aero-news.net/bannertransfer.cfm?do=main.textpost&id=37bbfb1b-9ae8-46b5-8eb0-603878e7b4af,[nan],[nan],[nan],['CVL'],['SCIENTIST'],[42],[4],[42],[1.9],[1.80718173550398]
http://aero-news.net/bannertransfer.cfm?do=main.textpost&id=e9ad69ef-9102-409c-bcc2-8fd274078f25,['USA'],['TEXAS'],[nan],[nan],[nan],[1723],[17],[172],[-5.0],[-2.0]
http://aero-news.net/getmorefromann.cfm?do=main.textpost&id=37bbfb1b-9ae8-46b5-8eb0-603878e7b4af,[nan],[nan],[nan],['CVL'],['SCIENTIST'],[42],[4],[42],[1.9],[3.17283493448989]
http://aero-news.net/index.cfm?do=main.textpost&id=1ac944af-a907-4ad8-a52a-73137865daac,['MIL'],['AIR FORCE'],[nan],[nan],[nan],[190],[19],[190],[-10.0],[1.13553839044035]
http://aero-news.net/index.cfm?do=main.textpost&id=7679e807-012f-45ff-a17b-86f4874ea266,[nan],[nan],[nan],['CVL'],['SCIENTIST'],[42],[4],[42],[1.9],[2.0311048557354]
http://aero-news.net/subsite.cfm?do=main.textpost&id=1ac944af-a907-4ad8-a52a-73137865daac,['MIL'],['AIR FORCE'],[nan],[nan],[nan],[190],[19],[190],[-10.0],[2.24156031626259]
http://africa.chinadaily.com.cn/a/201908/07/WS5d49e053a310cf3e35564399.html,[nan],[nan],[nan],['USA'],['THE US'],[63],[6],[63],[7.4],[-6.06060606060606]
http://agreenliving.org/a-new-mural-in-italy-addresses-affordable-clean-energy/,"['ITA', 'ITA']","['ITALY', 'ITALY']","[nan, nan]","[nan, 'MED']","[nan, 'BLOG']","[10, 10]","[1, 1]","[10, 10]","[0.0, 0.0]","[4.73815461346634, 4.73815461346634]"
http://agreenliving.org/new-report-warns-of-extreme-heat-of-127-degrees-or-more-in-the-us/,['USA'],['UNITED STATES'],[nan],['CVL'],['SCIENTIST'],[12],[1],[12],[-0.4],[-5.42168674698795]
http://alcalde.texasexes.org/2019/09/a-qa-with-andrea-valdez-the-first-latina-to-lead-a-statewide-newsroom-in-texas/,['USA'],['SAN FRANCISCO'],[nan],[nan],[nan],[43],[4],[43],[2.8],[3.21100917431193]
http://alcalde.texasexes.org/2019/09/how-longhorns-are-pledging-to-return-home-to-help-their-communities-in-need/,"['COP', 'USA']","['BORDER PATROL', 'AUSTIN']","[nan, nan]","['USA', 'EDU']","['TEXAS', 'STUDENT']","[192, 23]","[19, 2]","[192, 23]","[-9.5, 3.4]","[-0.44194455604661, -0.44194455604661]"
http://alcalde.texasexes.org/2019/09/these-longhorns-organized-a-transformational-gift-for-a-school-in-tanzania/,['AFR'],['AFRICA'],[nan],[nan],[nan],[43],[4],[43],[2.8],[0.72992700729927]
http://aljazeerah.info/News/2019/August/25%20n/Russia%20launches%20floating%20nuclear%20reactor%20in%20Arctic%20despite%20warnings%20.htm,['RUS'],['MURMANSK'],[nan],[nan],[nan],[36],[3],[36],[4.0],[-2.05992509363296]
"http://aljazeerah.info/Opinion%20Editorials/2019/August/26%20o/German-US%20Ties%20Are%20Breaking%20Down,%20Whatever%20Trump%20Says%20Germans%20Rejected%20Almost%20Reflexively%20By%20Matthis%20Gebauuer%20et%20al.htm","['BEL', 'BEL', 'USAGOV', 'USAGOV']","['BELGIUM', 'BELGIUM', 'THE WHITE HOUSE', 'THE WHITE HOUSE']","[nan, nan, nan, nan]","['USAGOV', 'USAGOV', 'BEL', 'BEL']","['THE WHITE HOUSE', 'THE WHITE HOUSE', 'BELGIUM', 'BELGIUM']","[40, 46, 40, 46]","[4, 4, 4, 4]","[40, 46, 40, 46]","[1.0, 7.0, 1.0, 7.0]","[-0.57696745903531, -0.57696745903531, -0.57696745903531, -0.57696745903531]"
http://americanfreepress.net/attacked-for-criticizing-illegal-immigration/,['MED'],['COMMENTATOR'],[nan],['CRM'],['ILLEGAL IMMIGRANT'],[10],[1],[10],[0.0],[-4.64037122969837]
http://americanfreepress.net/democrats-are-key-obstacle-to-border-crisis-solution/,"[nan, 'CRM', 'CVL']","[nan, 'CRIMINAL', 'VOTER']","[nan, nan, nan]","['LEG', 'USA', 'USAGOV']","['CONGRESS', 'UNITED STATES', 'UNITED STATES']","[242, 51, 112]","[2, 5, 11]","[24, 51, 112]","[-0.3, 3.4, -2.0]","[-5.15075376884422, -5.15075376884422, -5.15075376884422]"
http://amusementtoday.com/2019/08/katherine-webb-dean-co-founder-of-joyland-passes/,['BUSEDU'],['BUSINESS'],[nan],['USA'],['TEXAS'],[43],[4],[43],[2.8],[3.13725490196078]
http://anglican.ink/2019/08/08/the-political-litany-of-caminemos-juntos/,['CVL'],['IMMIGRANT'],[nan],[nan],[nan],[60],[6],[60],[6.0],[-3.46153846153847]
