Topic,top_words,seed_coverage
0,"['hurricane', 'florida', 'milton', 'hurricane milton', 'helene', 'storm', 'hurricane helene', 'state', 'say', 'help']",0.3
2,"['helene', 'hurricane helene', 'crew', 'boulder', 'accident', 'nasa', 'spacecraft', 'water', 'dragon', 'dragon spacecraft']",0.1
1,"['barron', 'witt', 'port everglade', 'port', 'emily', 'tiktoker', 'excuse', 'everglade', 'trump', 'liberty university']",0.0
