day,EventRootCode_counts,count
-7,19,28
-7,2,13
-7,9,8
-7,3,12
-7,7,3
-7,1,27
-7,17,8
-7,4,29
-7,13,2
-7,10,4
-7,8,9
-7,5,12
-7,18,12
-7,11,17
-7,12,2
-7,6,2
-7,14,1
-6,4,65
-6,2,13
-6,11,21
-6,19,42
-6,6,4
-6,5,20
-6,1,48
-6,9,8
-6,8,9
-6,17,21
-6,18,6
-6,12,2
-6,3,15
-6,7,7
-6,10,3
-6,20,1
-6,15,2
-6,13,4
-6,14,1
-6,16,1
-5,19,29
-5,1,35
-5,5,18
-5,3,18
-5,12,8
-5,4,53
-5,10,5
-5,18,11
-5,17,18
-5,2,19
-5,11,28
-5,8,11
-5,6,7
-5,7,3
-5,13,1
-5,16,2
-5,9,1
-4,19,39
-4,9,5
-4,18,4
-4,4,42
-4,1,38
-4,3,15
-4,5,33
-4,17,18
-4,2,18
-4,14,2
-4,7,11
-4,8,3
-4,13,2
-4,6,2
-4,10,6
-4,16,1
-4,11,3
-4,12,3
-3,8,5
-3,19,19
-3,18,3
-3,4,31
-3,11,9
-3,1,12
-3,5,14
-3,9,8
-3,7,2
-3,3,9
-3,2,6
-3,17,6
-3,10,1
-3,12,3
-2,5,14
-2,1,16
-2,4,32
-2,8,5
-2,19,34
-2,16,1
-2,2,7
-2,3,18
-2,17,2
-2,6,1
-2,11,15
-2,13,3
-2,12,4
-2,9,2
-2,10,3
-2,18,2
-2,7,3
-2,14,1
-1,3,13
-1,19,39
-1,4,36
-1,18,9
-1,11,21
-1,8,7
-1,5,11
-1,7,7
-1,12,11
-1,1,32
-1,2,13
-1,17,16
-1,20,2
-1,13,2
-1,9,6
-1,6,6
0,4,101
0,5,43
0,1,92
0,8,14
0,7,17
0,2,26
0,3,24
0,19,181
0,18,13
0,9,20
0,17,24
0,11,48
0,12,11
0,14,3
0,10,7
0,6,19
0,16,6
0,20,3
0,13,2
1,11,144
1,2,107
1,1,319
1,8,54
1,4,339
1,10,19
1,12,36
1,19,518
1,13,27
1,7,27
1,6,49
1,5,120
1,15,6
1,3,102
1,18,29
1,17,74
1,9,25
1,20,13
1,16,11
1,14,11
2,2,116
2,3,81
2,5,85
2,8,37
2,11,133
2,19,397
2,4,308
2,7,42
2,16,16
2,1,241
2,12,39
2,13,42
2,15,10
2,17,73
2,20,10
2,9,20
2,10,14
2,18,34
2,6,20
2,14,10
3,12,48
3,1,195
3,4,239
3,19,276
3,3,77
3,11,80
3,17,44
3,5,88
3,2,88
3,13,33
3,6,23
3,8,45
3,18,23
3,10,16
3,9,37
3,16,11
3,7,27
3,20,4
3,14,9
3,15,5
4,6,23
4,20,6
4,4,238
4,19,211
4,11,78
4,17,24
4,1,159
4,12,37
4,7,32
4,16,10
4,5,63
4,13,16
4,8,40
4,3,31
4,10,13
4,2,86
4,9,12
4,18,13
4,14,7
4,15,1
5,5,32
5,2,49
5,14,6
5,19,105
5,4,119
5,7,11
5,1,67
5,10,8
5,12,14
5,8,13
5,3,25
5,11,35
5,17,20
5,9,7
5,6,8
5,18,9
5,13,8
5,16,3
