day,EventRootCode_counts,count
5,15,2
6,2,41
6,1,68
6,11,27
6,19,109
6,3,42
6,17,20
6,4,158
6,18,16
6,8,9
6,12,9
6,15,2
6,7,11
6,5,35
6,10,6
6,6,8
6,16,6
6,9,8
6,14,4
6,20,3
6,13,5
7,19,115
7,4,154
7,11,50
7,17,34
7,1,105
7,2,51
7,18,11
7,5,47
7,12,29
7,10,14
7,8,15
7,3,43
7,7,26
7,9,14
7,13,13
7,14,8
7,20,3
7,6,4
7,16,2
8,4,183
8,3,45
8,1,111
8,16,13
8,5,56
8,12,21
8,2,76
8,9,19
8,17,45
8,7,22
8,19,157
8,11,48
8,18,18
8,8,20
8,14,5
8,13,11
8,6,18
8,10,15
8,20,3
8,15,5
9,19,124
9,11,52
9,9,8
9,1,113
9,3,31
9,5,45
9,4,113
9,2,72
9,12,21
9,7,28
9,17,36
9,13,14
9,8,18
9,20,1
9,6,6
9,18,11
9,10,13
9,15,5
9,16,4
9,14,2
10,11,37
10,19,127
10,4,134
10,17,31
10,7,21
10,2,53
10,1,84
10,9,24
10,18,14
10,20,3
10,8,21
10,5,35
10,6,3
10,3,23
10,12,14
10,10,6
10,16,6
10,13,2
10,15,1
10,14,5
11,1,58
11,2,35
11,4,75
11,19,83
11,9,7
11,13,3
11,5,20
11,8,15
11,10,5
11,14,1
11,12,12
11,17,22
11,7,9
11,3,14
11,6,15
11,11,15
11,15,1
11,18,7
11,20,1
12,2,31
12,11,11
12,5,33
12,8,8
12,7,7
12,10,8
12,18,8
12,19,59
12,1,35
12,4,46
12,17,11
12,3,14
12,14,1
12,9,6
12,20,3
12,16,3
12,12,5
12,6,3
12,13,3
13,17,17
13,19,75
13,2,27
13,10,6
13,5,27
13,3,21
13,4,65
13,7,13
13,1,49
13,8,14
13,12,12
13,6,4
13,11,26
13,13,5
13,18,11
13,9,6
13,14,3
13,20,4
14,9,8
14,7,9
14,1,74
14,12,11
14,19,65
14,13,5
14,17,23
14,2,54
14,4,106
14,3,32
14,18,7
14,8,12
14,11,25
14,5,25
14,6,7
14,16,1
14,14,5
14,20,1
14,10,3
15,1,64
15,19,88
15,17,13
15,6,10
15,2,36
15,4,100
15,5,24
15,14,2
15,16,5
15,11,44
15,7,12
15,9,14
15,13,5
15,12,15
15,3,18
15,18,11
15,8,3
15,10,9
15,20,1
16,19,79
16,4,60
16,14,7
16,17,25
16,16,2
16,2,32
16,20,2
16,1,54
16,5,16
16,11,17
16,9,10
16,18,4
16,6,4
16,8,13
16,13,6
16,3,23
16,12,11
16,7,21
16,15,2
16,10,10
17,1,58
17,12,21
17,19,64
17,4,100
17,5,26
17,2,31
17,7,15
17,6,5
17,10,18
17,8,12
17,11,22
17,14,3
17,3,12
17,17,15
17,18,8
17,20,2
17,13,2
17,9,11
17,16,4
17,15,1
18,19,50
18,4,43
18,1,26
18,2,13
18,3,11
18,5,6
18,17,15
18,6,5
18,8,4
18,9,4
18,12,9
18,10,8
18,7,8
18,11,9
18,13,1
18,18,5
18,14,5
18,20,1
19,4,47
19,12,8
19,3,12
19,1,31
19,19,44
19,6,6
19,11,10
19,2,17
19,9,6
19,14,13
19,10,5
19,5,18
19,18,2
19,15,1
19,7,4
19,17,6
19,8,7
19,13,2
20,1,19
20,5,28
20,8,8
20,17,15
20,2,23
20,16,2
20,11,14
20,13,4
20,4,40
20,7,7
20,3,10
20,9,4
20,19,33
20,18,9
20,12,5
20,6,5
20,10,8
20,14,2
21,19,33
21,4,76
21,11,14
21,8,19
21,5,27
21,1,52
21,12,6
21,9,5
21,7,18
21,2,24
21,17,14
21,10,11
21,3,22
21,6,2
21,18,7
21,13,9
21,14,5
21,15,1
22,2,29
22,4,50
22,19,27
22,5,38
22,1,53
22,8,21
22,3,19
22,16,4
22,11,20
22,17,19
22,12,7
22,9,8
22,18,5
22,7,11
22,13,2
22,6,6
22,14,5
22,10,5
22,15,1
22,20,1
23,18,6
23,1,41
23,4,59
23,7,7
23,2,27
23,5,22
23,17,19
23,3,9
23,12,10
23,8,15
23,10,6
23,19,35
23,11,19
23,16,2
23,9,6
23,13,4
23,6,4
23,15,1
23,14,2
24,18,7
24,19,48
24,1,50
24,5,18
24,9,5
24,2,21
24,4,77
24,3,12
24,11,23
24,7,14
24,13,3
24,14,3
24,6,11
24,8,22
24,17,20
24,12,16
24,20,2
24,10,4
24,16,4
25,8,10
25,11,7
25,17,12
25,18,7
25,19,19
25,9,4
25,1,35
25,5,15
25,7,5
25,4,25
25,13,4
25,2,9
25,3,11
25,14,4
25,12,3
25,6,1
26,7,7
26,3,5
26,1,30
26,4,25
26,11,8
26,5,15
26,2,6
26,19,30
26,8,15
26,18,2
26,10,3
26,12,2
26,14,2
26,16,1
26,20,2
26,13,3
26,6,1
26,17,2
26,9,4
27,8,18
27,2,21
27,4,36
27,19,24
27,9,6
27,6,4
27,17,11
27,14,3
27,1,39
27,12,6
27,11,5
27,5,21
27,3,10
27,7,3
27,13,2
27,10,1
27,16,1
27,18,1
28,1,49
28,19,39
28,4,63
28,8,10
28,2,32
28,12,10
28,17,17
28,3,21
28,11,21
28,18,4
28,15,3
28,5,17
28,6,10
28,10,1
28,13,7
28,7,11
28,16,2
28,9,3
29,17,22
29,19,50
29,6,7
29,10,6
29,3,23
29,1,58
29,2,26
29,11,28
29,5,16
29,4,54
29,8,12
29,18,4
29,7,9
29,12,13
29,13,2
29,16,2
29,14,3
29,9,7
30,19,43
30,17,17
30,1,47
30,4,50
30,7,19
30,18,7
30,2,30
30,9,12
30,11,23
30,8,21
30,3,24
30,15,3
30,14,3
30,10,10
30,5,29
30,6,10
30,12,14
30,16,6
30,13,1
31,11,22
31,1,36
31,3,25
31,4,57
31,12,15
31,16,1
31,13,8
31,2,20
31,5,41
31,9,2
31,19,31
31,8,23
31,14,4
31,20,3
31,17,26
31,7,11
31,18,3
31,10,5
31,6,8
