signal,cp,cp_shifted,thr,response_scores
dist_smooth_to_prev_smooth,"[9, 37]",[ 1 29],3.909968871490395,"[0.0, 0.0, 0.3376662088312302, 2.118822234842313, 2.0596495609431145, 0.5011568419081539, 0.24144789059759755, 0.19641787558211216, 2.737527725833189, 12.579475491210301, 9.465547115918326, 0.0, 1.8837645734062125, 3.8757563670493345, 3.5139397126595298, 2.899389348202964, 2.599250968888062, 1.7685859207925625, 1.019668396943565, 0.8709259891815471, 0.49884315809184615, 0.5950735230383534, 0.9753085333930084, 0.8862631058542122, 0.5708595992618947, 0.03718974310078189, 0.15128360352117565, 0.06578409700812594, 0.14505699375682105, 0.3606520055682086, 0.49727376924807326, 0.3263130170752882, 0.12571507209927796, 0.01849229286906529, 0.020991206977509252, 0.1418559018473324, 0.06482342885735597, 4.217881411459936, 4.222560061633565, 0.0]"
n_docs,"[10, 16]",[2 8],1.4390120807900038,"[0.0, 0.5997595296842277, 0.7579719573423087, 0.2504513070508963, 0.0, 0.500596529928024, 0.4357430842878522, 0.05669439972379951, 0.3839621131723106, 0.499403470071976, 2.4458001750417617, 2.531490003595314, 0.8360136250540756, 0.7773880562791977, 0.18243147930646458, 0.9252223856044067, 2.3594015994859325, 1.609498519636445, 0.537899403603871, 0.42514918210995806, 0.0, 0.4039471271714532, 1.1245605215738457, 1.420069143140399, 0.7896424827119461, 0.07848752344358735, 0.4669391450646506, 0.8619177536861209, 0.5713622946438697, 0.23887345879595184, 1.0887053517002652, 0.7799979951224787, 0.0, 0.14293016927003205, 0.5933464549401513, 0.2988855776653645, 0.3393730660524286, 0.36913828912465346, 0.13113251312710317, 0.5684951115731193]"
dispersion,"[9, 37]",[ 1 29],2.6650530293404344,"[0.0, 0.14419050666902966, 0.31741338836330846, 0.7822602892405787, 0.5514915519105184, 0.0, 0.14061252714965614, 0.0, 2.5986280862758484, 4.714467493796773, 3.2628775169216993, 1.3095887641087949, 0.4255341988252502, 0.1506497640459028, 0.4618357312137641, 1.1073305290112823, 0.8138456951920864, 0.9341368629623346, 1.504749588464112, 1.1227556960555563, 0.7805105890721123, 0.7866856395577542, 0.46708954070839137, 0.5140708536059394, 0.5910757714069715, 0.42766435083347715, 0.605888008749756, 0.2960241482383076, 0.0, 0.12859935513274307, 0.1935343902981144, 0.17062916618505214, 0.26364473632062746, 0.4858989677941116, 0.4859291463940606, 0.1434496979772661, 1.1631726442926222, 4.6829554192877225, 5.042803004943132, 1.6390626184314743]"
curvature,"[9, 37]",[ 1 29],1.5287896943806967,"[0.0, 0.0, 1.452930675876869, 1.5160016006536248, 0.6730758973409233, 0.21728553758997315, 0.5957942420829463, 1.0493316175565257, 0.7249982971048056, 1.6438825379243414, 1.6955076734696222, 0.3885347888484504, 0.0, 0.6047630931581378, 0.7884786606101264, 0.647968526246591, 1.0847709516985624, 0.0, 0.2869675296992502, 0.2563785178689426, 0.0, 0.5371338843730092, 0.46286611562699076, 0.20052576363049107, 0.2117048915162172, 0.06813787566172062, 0.37389401828320784, 0.8794644010950909, 1.0723926517572846, 0.4262948391031567, 0.3423378998954039, 0.0, 0.06818506827162436, 0.1270418133178628, 0.09693235218022574, 0.6918769785114897, 0.8427016966866416, 2.2499833166047702, 1.7889532446047722, 0.548915776193946]"
drift_from_baseline,"[10, 12]",[2 4],1.3569954748775266,"[0.0, 1.8772631840989777e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6793056313072853, 1.7483395792416756, 2.142012058690106, 2.0447340105544, 1.7354055413830163, 1.2660078556415497, 0.86769313554394, 0.6772285024901955, 0.33236357205494094, 0.0, 0.27506128724324863, 0.6310099686785315, 0.7203764087252108, 0.6910366139574542, 0.6177325035212551, 0.5747438344158976, 0.6376727093351299, 0.7357984701924085, 0.7221064561847518, 0.6543984254498763, 0.5624867402316283, 0.4375132597683718, 0.3812606806048786, 0.3767745695680573, 0.3594044370871074, 0.3190350121568511, 0.26373487501677234, 0.14531741250899294, 0.23204400003889522, 0.8379868405052886, 1.3149499119324715]"
