Topic,top_words,seed_coverage
0,"['texas', 'school', 'shooting', 'gun', 'uvalde', 'say', 'mass', 'child', 'elementary', 'police']",0.5
1,"['gun', 'school', 'texas', 'shooting', 'uvalde', 'say', 'year', 'police', 'mass', 'child']",0.5
5,"['school', 'texas', 'child', 'shooting', 'school shooting', 'gun', 'elementary', 'new', 'hospitality', 'elementary school']",0.4
2,"['dog', 'worship', 'gun', 'school', 'juneteenth', 'texas', 'police', 'service', 'church', 'sunday']",0.2
3,"['greenwich', 'san marcos', 'marcos', 'gun', 'san', 'school', 'apartment', 'say', 'texas', 'iconic village']",0.2
4,"['tonne', 'school', 'texas', 'uvalde', 'attorney', 'shooting', 'drug', 'law', 'year', 'health']",0.2
6,"['choke', 'american student', 'mccracken county', 'mccracken', 'indian', 'indian american', 'student', 'north texas', 'twin', 'north']",0.0
