signal,cp,cp_shifted,thr,response_scores
dist_smooth_to_prev_smooth,"[8, 12, 18]",[ 0  4 10],1.814180241160266,"[0.0, 0.0, 0.5067343986281874, 0.8813445815751426, 0.026192009189998686, 1.3099264879895878, 0.5874662843271925, 0.6722368589147122, 1.8961302881343547, 2.7303921503956, 1.7790587924570846, 0.2168478774469025, 2.0813954236341403, 2.2259751079859083, 0.30306233827952983, 0.2118462971335045, 0.6128353119190325, 1.5851099042421228, 2.0058850495986773, 1.2866053865134535, 1.0115951506559693, 0.0, 0.42292129326720196, 0.42853100080116563, 0.20213307803204186, 0.6786448729059513, 1.3515581931698029, 0.890312511012963, 0.0, 0.6196089688881765, 0.49326560137181263, 0.4547078393738758, 0.09587971471667485, 0.49044657360912797, 0.15575886152660437, 0.0, 1.624651819287022, 1.6185276292001587, 0.2907118697306207, 0.15957173972633837, 1.3188210005579195, 1.5483100109027352, 0.29986406741426685, 0.21716063372564684, 0.3558394885611936, 0.20516022493146038, 0.3869788928530344, 1.0973264066610318]"
n_docs,"[4, 6, 12, 37]",[-4 -2  4 29],1.1586950125083957,"[0.0, 0.5380873157430573, 0.4304698525944478, 0.8824631978186156, 1.712193838694414, 2.2845035077187332, 2.015933366685058, 0.8594244513077626, 0.17635661109030415, 0.2063555385537874, 0.1627685030360721, 0.7307249027600372, 1.6069458221198416, 1.126386896402526, 0.0, 0.0006436801572659713, 0.07599655772792385, 0.5181714645639385, 1.0672304651508542, 0.9344974694821422, 0.6668848782242551, 0.0, 0.4171512185042174, 0.48182853543606147, 0.0, 0.480551213434387, 1.0264183789048142, 0.525186679465169, 0.0, 1.1324571277889284, 1.1505787590440235, 0.35547132570500656, 0.1229508658410871, 0.47903804964041974, 0.3956375004954126, 0.0, 0.699081130344475, 1.1776329372585967, 0.59234959457389, 0.01650545727751257, 0.8415550148557286, 1.1244379057550273, 0.13252808259859636, 0.41822561663641283, 0.9395416733858798, 0.4540903179802871, 0.0, 0.7048718711762383]"
dispersion,"[22, 25, 28, 43]",[14 17 20 35],1.379839924303518,"[0.0, 0.2758462343632379, 0.44483034269517924, 0.9717147059161234, 0.2534648627715964, 0.2393279332007051, 0.0, 0.0, 0.33946038531409783, 0.0, 0.5742751876808606, 0.6810645356077416, 0.5248285035310383, 1.2120502033673242, 0.8641465911541519, 0.0, 0.42196370785819065, 0.2756430530931217, 0.7967477851831103, 0.5803743023277834, 0.40914402751724577, 1.1660123751848304, 1.415641317217355, 0.29769725343598885, 0.7131477572334644, 1.570588259773884, 0.0, 1.2832876190807734, 1.9372152204799005, 0.0, 0.0, 0.47517149646896173, 0.10526424359281095, 0.9515869812751138, 1.308846062373132, 0.6087789975173767, 1.324489542796608, 1.3644964701975877, 0.0, 0.5262108211097658, 1.2965402968069253, 0.0, 0.951207793687324, 2.578322813305336, 1.865335314206714, 0.0, 0.14565270176578907, 0.3402404124076575]"
curvature,"[8, 11, 23]",[ 0  3 15],1.2195052356776936,"[0.0, 0.0, 0.47560217849662284, 1.0413838581278834, 0.997771840926311, 0.3174232233733052, 0.49484226948802645, 1.1843817724414123, 1.4084204498068624, 1.1408928017107818, 0.0, 1.383946346565285, 1.8383491263842853, 0.673982751259501, 0.7859557488817974, 0.5051577305119735, 0.19476870567061383, 0.8351695673977204, 0.6856034048198488, 0.0, 0.0, 0.04815790049582725, 1.0209557482212277, 1.910861121832768, 1.3014599832290155, 0.3079180989803618, 0.6070569415408944, 0.0, 0.20811879799890334, 0.40061828162545593, 0.58082919085056, 0.0, 0.34611692638503266, 0.4270798264285452, 0.7835659894081306, 0.5697192045509795, 1.0762984903735033, 0.0, 0.7147820045127511, 0.6513254058210748, 0.0, 0.021431575835245138, 0.5695617531224424, 0.7934808738689141, 0.08623542365756875, 0.29328459783605304, 0.021319110267061344, 0.06896106144881506]"
drift_from_baseline,"[11, 14, 16]",[3 6 8],1.8789859367377875,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6477649709868133, 1.8113575538022124, 2.250595234778463, 1.9420177778484353, 1.8019545567759656, 1.9783451003163344, 1.984682992169099, 1.9171916079273694, 1.8626120776565378, 1.813292957629284, 1.6457790877502396, 1.3580817192663117, 1.4285081644242543, 1.7082043107601703, 1.6496546943319856, 1.424283902128675, 1.1903175416381135, 1.0829012977586303, 0.8038983921497496, 0.31088687728502457, 0.20300988504006967, 0.1382647164199229, 0.23461902168085613, 0.5383282012038451, 0.4821914184151104, 0.5178085815848896, 0.5709792220311045, 0.2827470355483255, 0.33380376658668753, 0.3047486732862012, 0.11199040238041398, 0.029133288272503763, 0.24119595141124434, 0.553303522490257, 0.5425031539172911, 0.3060800455390208, 0.30985489700745356, 0.4725649572615008, 0.330948499330863]"
