day,Actor1Code_counts,count
-7,GOV,5
-7,USA,10
-7,USAGOV,3
-7,JUD,2
-7,IGOWSTNAT,3
-7,USACOP,2
-7,COPCOP,2
-7,RUS,1
-6,CVL,1
-6,REL,2
-6,GOV,4
-6,USA,18
-6,COP,3
-6,EDU,4
-6,IGOUNO,1
-6,JUD,3
-6,UAF,1
-6,USAMED,1
-6,MED,1
-6,USAEDU,3
-6,USACOP,3
-6,JEWEDU,1
-6,MIL,2
-5,GOV,3
-5,USA,18
-5,JUD,11
-5,SAUGOV,4
-5,ISR,2
-5,USAJUD,3
-5,BUS,2
-5,COP,10
-5,USACOP,2
-5,IMGKASMOS,2
-5,BHS,1
-5,GBR,2
-5,USAEDU,1
-5,TTO,1
-5,USACVL,2
-5,UKR,3
-5,EDU,2
-5,DEU,1
-5,USAGOV,1
-4,USA,35
-4,EDU,3
-4,REF,2
-4,USAGOV,6
-4,GOV,11
-4,CVL,5
-4,HND,1
-4,COP,3
-4,RUS,2
-4,HLH,3
-4,USAMED,1
-4,SVK,1
-4,UKR,1
-4,LAB,3
-4,MED,3
-4,ITA,1
-4,AFR,2
-4,HRI,2
-4,UAF,1
-4,BUS,5
-4,ISR,1
-4,SAUGOV,2
-4,KHM,2
-4,REL,3
-4,FRA,1
-4,USACVL,1
-4,LEG,1
-4,CHN,2
-4,JPN,2
-4,BHS,1
-4,CHRCTH,2
-4,GBR,1
-3,QATMED,1
-3,DEU,1
-3,USA,30
-3,USACOP,2
-3,COP,8
-3,USAGOV,4
-3,BUS,3
-3,OPP,1
-3,RUS,1
-3,HLH,2
-3,UAF,2
-3,EDU,2
-3,GOV,5
-3,USAEDU,1
-3,CHE,3
-3,NGOHLHIRC,1
-3,RAD,2
-3,FRA,2
-3,CRM,2
-3,MED,1
-3,LEG,1
-3,USABUS,1
-3,JPN,1
-3,REL,1
-3,CHRCTH,1
-3,JUD,1
-3,MEDBUS,1
-3,HUN,1
-3,USASPY,1
-3,USAMED,1
-3,CVL,1
-2,COP,7
-2,USACOP,3
-2,USA,24
-2,MED,5
-2,MIL,2
-2,LEG,6
-2,EDU,3
-2,GOV,3
-2,CVL,7
-2,IGOSEAASN,1
-2,USAJUD,1
-2,GOVEDU,1
-2,USAEDU,2
-2,JOR,1
-2,MNCUSA,1
-2,USALEG,1
-2,USAGOV,6
-2,ISR,2
-2,ISRMIL,1
-2,PSE,1
-2,JUD,11
-2,bar,2
-2,USAMIL,1
-1,USA,19
-1,BUS,3
-1,COP,11
-1,UAF,3
-1,LAB,3
-1,CVL,5
-1,LEG,3
-1,ZAF,1
-1,AFRBUS,1
-1,ZAFBUS,1
-1,EDU,5
-1,OPP,2
-1,USAOPP,1
-1,GOV,5
-1,MED,3
-1,CRM,1
-1,USAEDU,1
-1,JUD,6
-1,VNM,1
-1,RUS,3
-1,BMU,1
-1,CHRPRO300,1
-1,USAGOV,2
0,USACOP,8
0,CVL,3
0,USA,24
0,COP,7
0,GOV,2
0,UAF,4
0,USAMED,1
0,USAJUD,2
0,AGR,2
0,USAAGR,1
0,USAGOV,3
0,JUD,5
0,KOR,1
0,CHN,1
0,BUS,1
0,CHR,2
0,USALEG,1
0,EDU,3
0,USAEDU,1
0,NGOUSAHLH,1
0,EUR,1
0,CRM,1
1,USA,142
1,CHR,3
1,ELICOP,6
1,LAB,1
1,USACOP,27
1,USAGOV,31
1,NZL,7
1,GOV,33
1,COP,29
1,CVL,15
1,MDV,4
1,MED,6
1,CRM,7
1,DNK,1
1,MIL,6
1,UAF,18
1,ELI,5
1,GBR,1
1,JUD,12
1,USAUAF,2
1,EDU,6
1,JEW,1
1,USAJUD,3
1,NGOUSAJEW,1
1,AFR,1
1,LEG,2
1,USALEG,1
1,USAMED,4
1,COPMED,3
1,HLH,2
1,MNCUSAMED,4
1,KWT,2
1,RAD,2
1,PTY,1
1,USAELI,4
1,USACVL,1
1,BUS,1
1,GOVBUS,1
1,OPP,1
1,MEDBUS,1
1,PHL,1
1,ELIGOV,1
1,SPY,3
1,IND,3
1,COPJUD,1
1,MILLEG,1
1,MOSUAF,1
2,MED,13
2,LEG,14
2,USA,176
2,USAGOV,35
2,CVL,18
2,DEU,2
2,USALEG,6
2,HLH,7
2,COP,31
2,ELI,4
2,GOV,27
2,BUS,2
2,CHRPRO230GOV,1
2,MIL,4
2,CRM,6
2,CHRPRO300,1
2,GBR,2
2,USACOP,17
2,USAMED,4
2,SWE,1
2,UKR,1
2,UAF,25
2,USAEDU,4
2,EDU,13
2,MEDBUS,3
2,HUN,2
2,SYR,1
2,CHE,5
2,COPMED,3
2,TWN,5
2,JUD,15
2,OPP,3
2,LAB,3
2,CHR,2
2,USAUAF,1
2,RAD,4
2,NGOUSAJEW,2
2,EARNRM010,2
2,NMR,1
2,PER,1
2,MNCUSA,1
2,OPPMED,1
2,PTY,6
2,NZLGOV,1
2,USAELI,8
2,PRTELI,1
2,SWEMED,1
2,LKA,1
2,USACVL,3
2,USAJUD,2
2,ISR,3
2,JEW,8
2,DNK,1
2,NZL,4
2,CHNCVL,1
2,USAMIL,1
2,SOM,3
2,MOS,2
2,CHL,1
2,MDV,1
2,GRC,1
2,FRA,1
2,ELICOP,1
2,NGOCHR,1
2,VNM,2
2,REL,4
3,USA,155
3,RAD,3
3,EDU,13
3,CVL,26
3,ELI,8
3,GOV,53
3,PTY,5
3,COP,20
3,LAB,12
3,USAGOV,21
3,USACOP,8
3,UAF,23
3,JUD,8
3,CAN,1
3,MIL,6
3,MED,16
3,USAMED,6
3,LEG,14
3,CVLOPP,2
3,CRM,10
3,USALEG,9
3,LIE,1
3,NZL,2
3,SVK,1
3,GRC,1
3,USACVL,6
3,AFR,7
3,USAGOVLAB,1
3,GOVLAB,2
3,DEUEDU,1
3,PHL,2
3,GBR,1
3,CRMCVL,1
3,USAELI,1
3,MDV,2
3,HRI,1
3,JEW,2
3,USAEDU,1
3,HLH,1
3,USAUAF,1
3,SPY,2
3,BUS,4
3,REL,2
3,MOSOPP,2
3,OPP,2
3,USAJUD,4
3,ISR,1
3,RUSJUD,4
3,UKRREF,1
3,UKR,4
3,MOS,1
3,MEDBUS,1
3,MOSEDU,1
3,USACHR,2
3,CHR,3
4,USA,100
4,CRM,5
4,ELI,5
4,UAF,9
4,USAELI,3
4,GOV,34
4,LAB,6
4,USACVL,14
4,ISR,4
4,CVL,17
4,REL,8
4,USAGOV,20
4,JUDJUD,1
4,USAJUD,4
4,CRI,1
4,ECU,1
4,REF,1
4,JUD,11
4,FRA,2
4,MED,13
4,AFR,5
4,USACHR,1
4,LEG,13
4,USAMED,1
4,RUS,3
4,NGOUSAJEW,1
4,RAD,3
4,COP,11
4,aka,1
4,EDU,15
4,TUR,2
4,IGOUNO,1
4,USACOP,5
4,MIL,1
4,IRQ,2
4,MEDBUS,1
4,IRN,2
4,IRNMIL,1
4,SPY,1
4,USAGOVELI,1
4,GOVEDU,1
4,PTY,6
4,USAEDU,2
4,EUR,2
4,MNCUSA,1
4,idg,1
4,USALEG,2
4,IRL,1
4,ITA,1
4,ARE,1
4,NGOCHR,3
4,TURGOV,3
4,HUN,1
4,NZL,1
4,OPP,1
4,HRI,1
4,USAUAF,1
4,afa,2
4,nai,1
4,USAREL,1
5,REL,4
5,UAF,11
5,USA,98
5,GOV,16
5,HLH,6
5,COP,10
5,LAB,2
5,UKR,1
5,LEG,12
5,JUD,17
5,USACVL,3
5,USAMED,7
5,CVL,9
5,USACOP,7
5,VNM,1
5,MED,15
5,USACRM,2
5,USAJUD,6
5,USAGOV,10
5,BUS,5
5,CRM,5
5,EDU,9
5,PTY,3
5,RAD,3
5,GBR,2
5,AFR,5
5,IRQ,1
5,USAUAF,2
5,JEW,1
5,SAUGOV,2
5,SAUGOVJUD,1
5,IGOUNOLEG,2
5,MEDBUS,5
5,COD,1
5,RUSGOV,2
5,GOVHLH,2
5,MIL,3
5,NGOUSAJEW,1
5,MNCUSALAB,1
5,MNCUSA,1
5,USASPY,1
5,ELI,1
5,OPP,1
5,NZL,2
5,ISROPP,1
5,MNC,1
5,PSE,1
5,PSESEP,1
5,RUS,2
5,CHR,1
5,ITA,2
5,TUR,1
5,FRA,2
6,BUS,8
6,USA,56
6,MDV,3
6,JUD,7
6,CRM,5
6,LEG,6
6,EURSET,1
6,CHR,6
6,CHRCTH,2
6,UAF,2
6,PTY,3
6,GBR,2
6,LAB,3
6,IGOUNOHLHWHO,1
6,USACVL,4
6,GOV,15
6,COP,4
6,CHRPRO,1
6,OPP,1
6,EDU,7
6,AFR,3
6,MED,4
6,PSE,1
6,RAD,1
6,JEWCVL,1
6,JEWOPP,2
6,USAGOV,8
6,CVL,7
6,USACOP,3
6,MNCUSALAB,2
6,MNCUSA,1
6,ELI,1
6,USAEDU,4
6,USAELI,1
6,HLH,3
6,LEGJUD,1
6,FRA,3
6,IGOBUSIMFPTY,1
6,PHL,3
6,EDUEDU,1
6,EDUCOP,2
7,USAJUD,2
7,JUD,9
7,CVL,7
7,LEG,5
7,IRL,1
7,USA,48
7,COP,3
7,CRM,1
7,EDU,10
7,OPP,1
7,USAGOV,9
7,GOV,6
7,ESP,1
7,FRA,1
7,MED,5
7,RUSEDU,1
7,GBR,3
7,UAF,5
7,CAN,1
7,MNCUSAMED,1
7,CHR,1
7,BUSBUS,1
7,RUS,1
7,LAB,4
7,EDUEDU,3
7,MILGOV,1
7,USACOP,1
8,MED,6
8,USAGOV,4
8,GOV,12
8,LEG,6
8,HUN,1
8,USA,35
8,ISRGOV,1
8,CVL,2
8,COP,7
8,UAF,5
8,USACOP,2
8,USAJUD,1
8,USALEG,2
8,PTY,2
8,RUS,3
8,IGOUNO,1
8,JEW,1
8,CUB,1
8,JUD,2
8,GBR,1
8,BUS,1
8,MDV,1
8,NZL,1
9,UAF,6
9,USA,47
9,COP,10
9,USACOP,3
9,CRM,2
9,EDU,6
9,MNCUSA,5
9,USALEG,1
9,ISR,5
9,RUS,4
9,CAN,1
9,MIL,1
9,OPP,1
9,MED,9
9,LAB,2
9,CVL,4
9,GOV,10
9,USAGOV,13
9,AFR,1
9,LEG,4
9,VNM,2
9,USAELIGOV,2
9,SPY,1
9,MNC,1
9,CHRPRO,4
9,REL,1
9,NZL,4
9,IGOUNO,1
9,CHRPROCHR,5
9,GBRCVL,1
9,BUS,9
9,MNCUSAMED,2
9,ELI,2
9,PSE,1
9,JUD,3
9,TWN,1
9,CHRCTH,1
9,USASPY,1
9,JEW,1
9,NGA,1
9,NGACVL,1
9,JPN,1
9,JOR,1
9,USAJUD,1
9,USACVL,1
9,MEX,1
10,USA,78
10,GOV,22
10,ELI,2
10,SAUGOV,13
10,LEG,6
10,EDU,12
10,UAF,11
10,USAGOV,6
10,REL,3
10,COP,15
10,CHR,1
10,USACVL,2
10,USAREL,2
10,GOVEDU,3
10,JUD,8
10,MED,12
10,CVL,6
10,USAEDU,5
10,USAJUD,4
10,LAB,4
10,USAMED,1
10,EDUEDU,2
10,USAGOVEDU,2
10,HLH,1
10,MDV,1
10,CHRCTH,1
10,BELCVL,2
10,BEL,1
10,MNCUSAGOV,1
10,USACOP,5
10,MIL,2
10,NZL,1
10,RUS,2
10,CHRCTHEDU,1
10,MCOELI,1
10,CRMJUD,1
10,LEGJUD,1
10,MILGOV,1
10,USAELI,1
10,USACHR,1
10,nai,3
10,PTY,1
10,JEW,3
10,JEWMED,1
10,DEU,1
10,EUR,1
10,MILUAF,1
11,USA,143
11,MED,14
11,MDV,1
11,GOVEDU,5
11,USACOP,3
11,USAELI,1
11,UAF,20
11,USAGOV,18
11,USAREL,5
11,REL,14
11,GOV,25
11,EDU,30
11,USAJUD,7
11,JUD,21
11,MIL,5
11,men,3
11,LAB,5
11,COP,23
11,CVL,10
11,NZL,2
11,ELI,3
11,USAEDU,7
11,USAUAF,4
11,AFR,2
11,USAPTY,1
11,EGY,3
11,FRA,2
11,SAUGOV,15
11,CRM,4
11,OPP,1
11,USAMED,4
11,RAD,2
11,USACVL,4
11,QAT,1
11,SAU,1
11,USALAB,1
11,LEG,11
11,MNCUSAMED,2
11,IRL,1
11,BUS,2
11,PTY,1
11,CHN,1
11,NZLGOV,1
11,CHRPRO365,1
11,CHNGOV,1
11,JEW,1
11,AUS,2
11,KWT,2
11,ROU,2
11,HLH,1
11,UKR,1
11,NGA,1
11,CHRCTH,1
11,EDUEDU,1
11,TWN,1
12,USA,86
12,MED,8
12,REL,1
12,USAMED,2
12,EGY,4
12,USAGOV,15
12,PTY,2
12,BUS,3
12,MIL,1
12,GOV,14
12,JUD,13
12,EDU,23
12,CVL,12
12,COP,12
12,UAF,8
12,SAUGOV,2
12,USAJUD,2
12,AUS,1
