day,Actor2Code_counts,count
-7,UKR,1
-7,GOV,2
-7,USAGOV,1
-7,MED,1
-7,LEG,2
-7,USA,6
-7,PAK,1
-7,MIL,2
-7,BUS,3
-7,AFGINSTAL,2
-7,AFR,1
-7,EDU,2
-7,COP,2
-7,UAF,1
-7,JPN,3
-7,QATMED,1
-6,CUB,1
-6,GOV,5
-6,REL,2
-6,USA,13
-6,ZAF,1
-6,AFR,1
-6,EDU,4
-6,JUD,1
-6,MED,1
-6,USAEDU,3
-6,CRM,3
-6,CVL,3
-6,JEWEDU,1
-6,JEW,1
-6,USAGOV,3
-6,USAELI,1
-5,RUS,1
-5,GOV,3
-5,SAUGOV,3
-5,ISR,3
-5,JUD,4
-5,GBRMED,1
-5,USA,19
-5,CHN,1
-5,CVL,4
-5,CHR,1
-5,COP,6
-5,USAEDU,1
-5,MED,4
-5,COD,2
-5,USACOP,1
-5,LEG,2
-5,EDU,1
-5,DEU,1
-5,USAGOV,1
-4,EDU,1
-4,USA,36
-4,REF,2
-4,GOVCVL,1
-4,MED,4
-4,USAGOV,1
-4,USAREB,2
-4,HND,1
-4,MIL,1
-4,VEN,1
-4,COP,8
-4,SVK,1
-4,UKR,1
-4,MNCUSA,1
-4,JUD,2
-4,CVLBUS,1
-4,HRI,2
-4,USACOP,2
-4,HLH,3
-4,CVL,3
-4,BUS,1
-4,SAUGOV,2
-4,ISR,1
-4,USAMED,1
-4,PHL,2
-4,FRA,1
-4,USACVL,2
-4,LEG,1
-4,GOV,1
-4,JPN,1
-4,REL,1
-4,CHRCTH,1
-3,JUD,4
-3,MNCUSA,2
-3,UAF,4
-3,USA,26
-3,mro,1
-3,USAJUD,1
-3,RUS,2
-3,LAB,1
-3,USABUS,1
-3,USACOP,1
-3,CHE,4
-3,NGOHLHIRC,1
-3,USAGOV,1
-3,UKR,2
-3,GOV,5
-3,COP,4
-3,LEG,3
-3,MED,2
-3,HLH,2
-3,EDU,1
-3,BUS,1
-3,HUN,1
-3,USACVL,1
-3,SPY,1
-3,CVL,1
-2,BUS,3
-2,GOV,7
-2,MED,1
-2,MIL,5
-2,USA,20
-2,USAGOV,5
-2,EDU,4
-2,COP,4
-2,CRM,1
-2,JUD,4
-2,USAJUD,1
-2,LABEDU,2
-2,EDULAB,2
-2,EDUEDU,1
-2,USALEG,1
-2,LEG,4
-2,PSE,1
-2,QATMED,2
-2,ISR,1
-2,DEU,1
-2,bar,2
-2,USACOP,1
-2,CVL,3
-2,VAT,1
-1,BUS,3
-1,MIL,4
-1,USA,26
-1,USACVL,2
-1,LAB,1
-1,USAMED,1
-1,HLH,3
-1,OPP,2
-1,USAOPP,1
-1,JUD,3
-1,UAF,1
-1,COP,1
-1,EDU,2
-1,USAEDU,1
-1,USAGOV,2
-1,GOV,1
-1,CVL,1
-1,RUS,3
-1,MED,1
-1,CHRPRO300,1
0,USAGOV,4
0,UAF,1
0,GOV,4
0,CVL,2
0,USAMED,1
0,USA,13
0,USACOP,2
0,COP,5
0,SPY,1
0,CRM,2
0,USACVL,1
0,BUS,2
0,MDV,1
0,LEG,2
0,EDU,3
0,USAEDU,1
0,USAJUD,2
0,GBR,1
0,JUD,1
1,JUD,9
1,ELI,3
1,USA,92
1,ELICOP,4
1,HLH,7
1,GOV,18
1,UAF,19
1,AFR,6
1,USAMED,7
1,MED,14
1,CVL,12
1,MEDBUS,8
1,USAGOV,29
1,MDV,4
1,FRA,1
1,DNK,1
1,COP,25
1,USABUS,2
1,BUS,4
1,MIL,5
1,GBR,2
1,USACOP,12
1,RAD,1
1,NZL,1
1,USAEDU,1
1,NGOUSAJEW,1
1,USAJUD,2
1,NOR,1
1,USACVL,1
1,LEG,4
1,CRM,3
1,EDUEDU,1
1,MOS,1
1,EDU,8
1,MNCUSAMED,2
1,PTY,2
1,USALEG,1
1,OPP,2
1,GOVBUS,1
1,POL,1
1,REL,2
1,LAB,1
1,USAELI,1
1,COPJUD,2
1,NZLUAF,3
2,BUS,7
2,UAF,29
2,USA,130
2,GOV,21
2,MIL,6
2,CVL,39
2,LEG,6
2,USALEG,5
2,CODLAB,2
2,COP,18
2,USAGOV,20
2,PAK,1
2,ELI,2
2,ISR,3
2,LAB,4
2,CHRPRO230GOV,1
2,IGOUNO,1
2,HLH,12
2,USAEDU,7
2,FIN,1
2,EDU,9
2,USAMED,4
2,USAUAF,4
2,JUD,10
2,IGOUNOGOV,1
2,VEN,1
2,VENHLH,1
2,MED,17
2,TWN,4
2,USACVL,7
2,USAJUD,4
2,ELILAB,3
2,ELICOP,3
2,SWE,1
2,REF,1
2,OPP,2
2,AFR,3
2,MDV,3
2,CRM,4
2,NZLUAF,4
2,RAD,4
2,USACOP,8
2,PTY,2
2,GOVBUS,1
2,COD,1
2,NMR,1
2,PSE,2
2,USAELI,4
2,SUR,1
2,JEW,3
2,DNK,2
2,ltn,1
2,NZL,2
2,CHN,1
2,SOM,3
2,USAMIL,1
2,MOS,3
2,BUSLAB,1
2,ITA,1
2,GRC,2
2,NGOCHR,1
2,VNM,1
2,GOVCRM,1
3,EDU,23
3,USA,125
3,RAD,2
3,GOV,35
3,ELI,6
3,PTY,4
3,LAB,4
3,HLH,2
3,JUD,5
3,MED,10
3,USACOP,4
3,CVL,26
3,GOVMIL,1
3,LEG,15
3,COD,2
3,USAELI,1
3,USAGOV,14
3,UAF,26
3,CVLOPP,2
3,AUS,2
3,USALEG,2
3,COP,10
3,CRM,4
3,RADLEG,1
3,AFR,4
3,GOVLAB,2
3,USAGOVLAB,1
3,DEUEDU,1
3,PHLMIL,1
3,MIL,7
3,USACVL,5
3,MDV,2
3,MEDBUS,5
3,JEW,4
3,BUS,4
3,GBR,1
3,BUSCVL,1
3,USAMED,5
3,NZL,6
3,MOSOPP,2
3,OPP,3
3,USAJUD,3
3,CHR,4
3,RUS,4
3,EUR,2
3,CVLJUD,1
3,ELICOP,1
3,EDUCVL,2
3,MEX,1
3,CVLEDU,1
3,CHRCTH,1
3,TWN,1
3,USACHR,2
4,CVL,25
4,USA,84
4,GOV,14
4,USACOP,6
4,ELI,3
4,UAF,9
4,USACVL,5
4,COP,11
4,LAB,3
4,PSE,3
4,CRM,5
4,MED,20
4,DEU,2
4,CAN,1
4,PAN,1
4,JUD,5
4,LEG,15
4,USALEG,3
4,EDU,14
4,AFREDU,1
4,USACHR,1
4,RUSMIL,1
4,USAELI,2
4,EGY,1
4,NGOUSAJEW,1
4,USAGOV,9
4,ISR,3
4,MEDBUS,6
4,BUS,9
4,UKRGOV,1
4,USAMED,2
4,USASPY,1
4,REL,1
4,RAD,1
4,JEW,3
4,SPYCVL,2
4,USAEDU,6
4,PTY,3
4,MDV,1
4,EUR,1
4,SYR,1
4,AFR,2
4,ITA,1
4,IRL,1
4,USAJUD,1
4,EDUEDU,1
4,REF,1
4,IGOUNOLEG,2
4,TUR,1
4,HUNGOV,1
4,HRI,1
4,HLH,1
4,nai,1
4,RUS,1
5,USA,74
5,USAAGR,1
5,AFR,2
5,COP,9
5,CVL,10
5,LAB,3
5,UKR,1
5,USACVL,3
5,FRA,3
5,CHRCTH454,2
5,MED,7
5,USAMED,5
5,JUD,8
5,MNC,2
5,BUS,10
5,ELI,3
5,MNCUSA,4
5,GOVEDU,1
5,LEG,7
5,GOV,7
5,JEW,1
5,ISROPP,2
5,MEDBUS,6
5,UAF,10
5,MNCJPN,3
5,USAJUD,2
5,USAUAF,1
5,JEWCVL,1
5,CRM,4
5,EUR,2
5,MNCUSALAB,4
5,SAUGOV,2
5,USAGOV,7
5,IGOUNOLEG,2
5,COD,1
5,PTY,5
5,HLH,1
5,GOVHLH,4
5,RAD,2
5,NZL,2
5,USACRM,1
5,EDU,8
5,USACOP,1
5,OPP,4
5,AFGINSTAL,1
5,ISR,2
5,CHR,2
5,ITA,2
5,USABUS,1
5,SWE,1
5,USALEG,1
5,MIL,2
6,USA,62
6,GOV,8
6,EDU,3
6,UAF,6
6,NGA,1
6,NGACVL,1
6,CRM,2
6,GBR,2
6,BUS,8
6,USACVL,3
6,USAMED,2
6,USAGOV,7
6,JUD,5
6,COP,9
6,AFR,3
6,CHR,2
6,RAD,1
6,CVL,10
6,MED,4
6,USACOP,1
6,LEG,2
6,MNCUSALAB,4
6,USABUS,1
6,PTY,1
6,MEDBUS,1
6,ELI,1
6,USAELI,1
6,USAEDU,2
6,HTI,1
6,USAPTY,2
6,IGOBUSIMFPTY,2
6,PHLGOV,2
6,PHL,1
6,HLH,2
7,JUD,7
7,USAJUD,2
7,USA,36
7,CHRCTH,1
7,CVL,6
7,IRL,1
7,EDU,15
7,CRM,2
7,BUS,2
7,GOV,8
7,USAGOV,3
7,MEX,1
7,MED,4
7,UAF,1
7,DEU,1
7,COP,2
7,USAEDU,2
7,AUS,1
7,GOVHLH,1
7,RAD,1
7,CVLEDU,2
7,USAMED,1
7,REL,1
7,LEG,5
7,MIL,1
7,HLH,3
7,SDN,1
7,JEW,1
7,MILGOV,1
8,USA,26
8,GOV,3
8,USAGOV,3
8,HUN,2
8,RAD,3
8,CVL,9
8,MNC,1
8,COG,1
8,MED,3
8,PTY,2
8,JUD,4
8,EDU,1
8,UAF,2
8,USALEG,1
8,USAELI,1
8,MEX,1
8,IGOUNO,1
8,CUB,1
8,MIL,1
8,MDV,1
8,USAMED,1
8,FRA,2
8,USACVL,1
8,COD,1
9,LEG,4
9,USA,48
9,COP,5
9,MEDBUS,1
9,CRM,3
9,GOV,8
9,MNCUSA,4
9,ISR,9
9,ISRMIL,1
9,RUSCOP,2
9,LAB,3
9,VNM,2
9,MDV,3
9,MED,11
9,USABUS,1
9,EDU,4
9,USAELI,1
9,OPP,1
9,REL,2
9,CHRPRO,3
9,NZL,1
9,IGOUNO,2
9,CHRPROCHR,3
9,CVL,5
9,PSE,3
9,JUD,4
9,TWN,1
9,MIL,4
9,USACOP,2
9,BUS,4
9,ESP,1
9,USAGOV,1
9,UAF,2
9,AGR,1
9,NGACVL,1
9,NGA,2
9,CHN,1
9,USAMEDELI,1
9,JOR,1
9,MEX,2
9,USACVL,1
9,EUR,1
10,ELI,1
10,USA,60
10,MNCUSALAB,3
10,DOMREL,1
10,SAUGOV,8
10,COP,9
10,BUS,3
10,MNCCAN,1
10,EDU,18
10,UAF,11
10,LEG,5
10,USAUAF,1
10,USAREL,1
10,MED,6
10,CRM,5
10,CVL,10
10,USACVL,1
10,GOV,7
10,USAGOV,8
10,USAEDU,2
10,TWN,1
10,FRA,2
10,MNCUSA,2
10,JUD,5
10,USACOP,1
10,JUDEDU,2
10,MDV,1
10,RAD,2
10,LAB,1
10,MILGOV,1
10,USALEG,1
10,USAMED,3
10,USACHR,1
10,SVK,1
10,USAJUD,1
10,JEW,2
10,THA,1
10,MIL,2
11,MDV,1
11,PTY,3
11,EDU,35
11,REL,10
11,USAREL,2
11,COP,23
11,BUS,6
11,LEG,8
11,USA,111
11,CRM,6
11,MED,15
11,GOV,17
11,men,1
11,CVL,11
11,NZL,3
11,USAGOV,10
11,USAEDU,14
11,EUR,1
11,JUD,14
11,LAB,3
11,USAPTY,2
11,SAUGOV,5
11,OPP,4
11,CRMJUD,2
11,GOVEDU,2
11,USAMED,3
11,USACVL,3
11,CHRCTH,3
11,UAF,8
11,RAD,1
11,CAN,1
11,USACOP,2
11,SYR,2
11,GOVRAD,2
11,MNCUSAMED,2
11,ITA,1
11,IRL,3
11,uig,1
11,EDUEDU,3
11,NZLMED,2
11,MNCUSALAB,1
11,USAUAF,1
11,MIL,5
11,ELI,1
11,JEW,1
11,USAELI,1
11,HLH,1
11,NGA,1
11,USALEG,1
11,MEX,1
11,TWN,2
12,HLH,5
12,USA,58
12,EDU,27
12,REL,3
12,BUS,6
12,PTY,3
12,USAJUD,1
12,COP,17
12,USAMED,1
12,GOV,12
12,TWN,1
12,MED,4
12,SAUGOV,2
12,USAGOV,3
12,LEG,15
12,NZL,1
12,ITA,1
12,ITAEDU,1
12,JUD,5
12,CVL,6
12,GBR,2
12,UAF,6
12,CVLCVL,1
12,MNCUSALAB,1
12,OPP,1
12,RAD,1
12,USACVL,1
12,ESP,2
12,USAEDU,2
12,MNCUSA,1
12,LAB,1
12,USABUS,1
12,FRA,1
12,EGY,1
12,MEDBUS,1
12,USALEG,1
13,CRM,3
13,CVL,6
13,USA,58
13,EDU,16
13,LEG,11
13,MED,6
13,USAMIL,1
13,COP,4
13,USACOP,6
13,RAD,2
13,GOV,14
13,EDUEDU,1
13,BUS,8
13,USAJUD,1
13,JUD,3
13,CHRCTH,1
13,CHRCTHEDU,1
13,USAELI,2
13,MIL,2
13,UAF,6
13,USAMED,5
13,AUS,2
13,CRMJUD,2
13,PTY,2
13,ISR,2
13,QATMED,2
13,GOVMIL,1
13,ELICOP,2
13,MDV,1
13,USAHLH,1
13,REL,2
13,NZLGOV,1
13,MOSREL,1
13,ELI,1
13,USAEDU,2
13,MNCUSA,1
13,GBRUAF,1
13,SPY,2
13,USASPY,1
13,USAGOV,5
13,LAB,2
13,HLH,6
13,GBR,1
13,JEW,2
14,COP,14
14,COPEDU,1
14,USA,35
14,GOV,14
14,USAGOV,11
14,UAF,8
14,BHS,2
14,JUD,3
14,JEWGOV,1
14,LAB,1
14,JEW,1
14,EDUCVL,1
14,EDU,19
14,USAMED,1
14,HRI,1
14,MNCUSA,1
14,USAEDU,5
14,CRM,1
14,ELI,1
14,MIL,3
14,ZAF,1
14,OPP,2
14,CAN,4
14,RAD,1
14,ARGGOV,1
14,JORELI,1
14,CVL,2
14,LEG,4
14,USALEG,3
14,JPN,1
14,MEX,1
14,PRK,1
15,EDU,9
15,USAGOV,13
15,USA,36
15,JUD,2
15,MED,1
15,GOV,8
15,OPP,1
15,LEG,8
15,ELI,2
15,EDUEDU,1
15,CHRCTH,2
15,MIL,5
15,UAF,4
15,USACOP,2
15,CVL,2
15,COP,2
15,PTY,1
15,HLH,1
15,NZL,1
15,RUS,1
15,COD,1
15,DEU,1
16,EDU,6
16,USA,26
16,JUD,5
16,COP,6
16,MED,8
16,GOV,6
16,ISR,4
16,TUR,1
16,JEW,1
16,CRM,1
16,LEG,8
16,MIL,1
16,USACOP,3
16,IMGMOSALQ,1
16,CVL,2
16,CHRCTH,1
16,MEX,1
16,UAF,5
16,USAHLH,3
16,HLH,1
16,USAGOV,1
16,GRC,2
16,MDV,2
16,USACVL,2
17,EDU,11
17,USA,50
17,USAGOV,8
17,COP,4
17,SAUGOV,2
17,MED,6
17,LEG,8
17,JUD,2
17,ELI,1
17,ELIELI,1
17,USACHR,1
17,USACVL,2
17,GOV,8
17,HLH,3
17,UAF,4
17,NZL,1
17,NZLGOV,1
17,OPP,1
17,JEWCVL,1
17,USALEG,1
17,RUS,2
17,CAN,1
17,GOVEDU,1
17,USAEDU,3
17,AFR,2
17,TWN,2
17,CVL,3
17,ltn,1
17,USAMED,1
17,USAMOS,1
17,BUS,2
17,CANGOV,1
17,MIL,1
17,EDUCVL,1
17,USAHLH,1
17,ETH,2
18,CHRCTH,2
18,EDUMED,1
18,COP,7
18,CVL,15
18,USA,54
18,GOV,5
18,LEG,8
18,CRM,7
18,EURCVL,1
18,REL,1
18,USALEG,1
18,EDU,8
18,UAF,5
18,BUS,5
18,CRMGOV,1
18,JUD,7
18,USAMED,5
18,USAUAF,2
18,moh,1
18,USACVL,3
18,MEX,3
18,CHN,2
18,MNCUSA,2
18,RAD,1
18,USACOP,1
18,MED,5
18,NZLGOV,1
18,NOR,1
18,AUS,4
18,AFR,4
18,JEW,1
18,USAEDU,1
18,LAB,1
18,pac,1
18,MOS,1
18,ELI,1
18,CANLEG,1
18,CAN,1
18,USAGOV,1
19,EDU,15
19,GOV,12
19,USA,57
19,IRQ,6
19,AFG,1
19,SYR,1
19,USAMIL,2
19,BUS,5
19,JUD,7
19,CVL,10
19,YEMGOV,2
19,UAF,7
19,USACOP,2
19,MED,8
19,USAMED,3
19,GBR,1
19,CRM,9
19,COP,10
19,ESP,1
19,LEG,3
19,HLH,4
19,USAJUD,3
19,BRA,1
19,PER,1
19,MNCUSAHLH,1
19,UKR,2
19,DEU,2
19,USAGOV,3
19,VNM,1
19,REL,2
19,RAD,1
19,USACVL,1
19,COL,1
19,CHN,2
19,LAB,2
19,USAEDU,1
20,CAN,1
20,USA,54
20,BUS,3
20,LEG,11
20,CRM,4
20,EDU,10
20,USAGOV,4
20,UAF,3
20,HLH,7
20,COP,18
20,SAU,1
20,CVL,10
20,DNK,1
20,USACOP,4
20,AUS,3
20,USAEDU,1
20,MED,3
20,USAMED,1
20,GOV,1
20,ELICOP,1
20,ELI,1
20,IGOCOPITP,1
20,USAELI,2
20,EDUCOP,1
20,JUD,8
20,EUR,1
20,GOVHLH,1
20,EGY,1
20,NGOUSA,2
20,NGOBUSWEF,1
20,COD,1
20,BUD,1
20,DEU,2
20,RUS,2
20,GBR,1
20,LAB,1
20,MIL,1
20,PAK,1
20,USACVL,1
20,USAJUD,1
20,USAUAF,2
20,USABUS,1
21,LEG,2
21,ZAF,1
21,LEGMED,1
21,USA,21
21,CVL,5
21,JUD,4
21,USAGOV,1
21,GOV,2
21,EDU,6
21,CRM,3
21,PTY,1
21,BUS,1
21,MIL,1
21,OPP,5
21,ELICOP,1
21,UAF,1
21,COP,4
21,COD,1
21,GBR,1
22,USA,26
22,GOV,5
22,JUD,1
22,COPGOV,1
22,MED,1
22,LEG,6
22,USAGOV,5
22,USACVL,1
22,CVL,3
22,ISR,2
22,CRM,1
22,COP,1
22,USALEG,1
22,CHN,1
22,EUR,1
22,RUS,1
23,USA,49
23,ELI,2
23,LEG,7
23,HLH,1
23,USAGOV,5
23,JOR,2
23,MED,4
23,USACOP,1
23,GOV,6
23,MIL,1
23,CVL,6
23,USAMED,2
23,USABUS,1
23,PER,3
23,COP,4
23,OPP,2
23,USAUAF,1
23,CHRCTHMED,2
23,USAMIL,1
23,EDU,7
23,CAN,1
23,CANGOV,1
23,USAEDU,2
23,USAHLH,1
23,CHN,1
23,COD,1
23,REL,3
23,SPY,1
23,AUS,1
23,JAMHLH,2
23,JAM,1
23,JUD,1
24,USA,43
24,MNCUSA,2
24,MED,7
24,REL,1
24,USACOP,1
24,JEW,1
24,CVL,6
24,IRL,1
24,JUD,7
24,BUS,12
24,LEG,8
24,OPP,2
24,EDUEDU,2
24,GOV,3
24,NZL,1
24,UAF,3
24,EDU,8
24,USAGOV,3
24,COP,7
24,AFR,1
24,CAN,1
24,USAELI,1
24,USABUS,3
24,LAB,3
24,USACVL,3
24,PTY,1
24,CRMJUD,1
24,MDV,2
24,SPY,1
25,USA,44
25,USALEG,3
25,LAB,1
25,CRM,5
25,LEG,10
25,MEX,1
25,HLH,3
25,ISR,2
25,PTY,1
25,EDU,10
25,BUS,7
25,USAGOV,3
25,JUD,7
25,USAEDU,3
25,GOVEDU,1
25,CVL,7
25,COP,11
25,USAELI,2
25,VNM,1
25,VNMGOV,1
25,UAF,2
25,ELI,1
25,USACVL,3
25,AFR,3
25,MOS,1
25,SYR,6
25,GOV,4
25,USACOP,2
25,MED,5
25,LEGJUD,2
25,JOR,1
25,CHN,2
25,CHNCVL,1
25,MDV,1
26,MED,7
26,USA,48
26,GOVGOV,1
26,USAGOV,6
26,CRM,3
26,GBR,2
26,MEX,1
26,USAEDU,1
26,HLH,4
26,USAHLH,1
26,AFR,1
26,COP,3
26,GOV,6
26,BUS,2
26,CVL,4
26,REB,1
26,EDU,10
26,COD,1
26,USACVL,1
26,LEG,7
26,JUD,6
26,USAAGR,1
26,USAJUD,1
26,NGOHRI,1
26,UAFCRM,1
26,SLV,2
26,CAN,1
26,CHRLDS,1
26,ELI,2
26,MIL,2
26,USAMEDELI,1
26,ITA,1
26,FRA,3
26,SDN,1
26,ISR,2
26,MAR,1
26,PER,1
26,MNCUSA,1
26,IRNCVL,2
26,IRN,1
26,CHRPRO,3
27,BUS,7
27,JUD,3
27,USAGOV,5
27,USAJUD,1
27,GOV,7
27,USA,41
27,COP,11
27,MED,3
27,CVL,7
27,USACVL,3
27,EDU,9
27,ELI,3
27,LEG,10
27,USACOP,6
27,DEU,2
27,BUSBUS,1
27,RAD,1
27,PTY,1
27,UAF,2
27,CRM,3
27,HLH,1
27,REL,1
27,GHAGOVMIL,1
27,AFG,1
27,USAELI,1
27,moh,1
27,NLD,1
27,GOVHLH,1
27,GBR,1
27,USALAB,1
27,LAB,2
27,HRI,1
27,USAEDU,1
28,CVL,3
28,USA,17
28,USAEDU,1
28,USAJUD,1
28,HRI,1
28,JUD,3
28,GOV,1
28,EDU,2
28,LEG,1
28,AGR,1
28,COP,2
28,HLH,1
28,USAGOV,1
28,CRM,1
28,BUS,1
28,REL,1
29,USA,28
29,PTY,3
29,USAJUD,1
29,MED,1
29,EDU,4
29,USAGOV,2
29,JUD,3
29,GOV,4
29,COP,3
29,UAF,2
29,OPP,1
29,CVL,4
29,BUS,2
29,EDUEDU,1
29,MIL,1
29,GOVLEG,1
29,LEG,6
29,CRM,1
29,USAEDU,1
30,LEG,6
30,USA,27
30,CVL,6
30,USAGOV,1
30,USACOP,2
30,JUD,6
30,GBR,2
30,dak,1
30,CHN,2
30,HLH,3
30,EDU,6
30,COP,3
30,GOV,5
30,CRM,2
30,USAEDU,2
30,MED,2
30,UAF,1
30,MIL,3
30,NGOBUSWEF,3
30,CHE,3
30,USAMED,1
30,ELI,2
30,AUS,1
30,DOM,1
30,MNCUSA,1
31,HLH,2
31,LEG,4
31,USA,22
31,UAF,1
31,MED,4
31,EDU,5
31,PRTELI,1
31,CVL,6
31,USAGOV,1
31,COP,4
31,JUD,3
31,GOV,3
31,CRM,2
31,JEW,1
31,USAMED,2
31,JEWREL,1
31,ELI,1
31,BUS,3
31,BUSCVL,1
31,USAELIGOV,1
31,PTY,1
31,ROU,1
31,JPN,1
31,UKR,1
