Topic,top_words,seed_coverage
0,"['shooting', 'paso', 'texas', 'mass', 'mass shooting', 'kill', 'people', 'gunman', 'walmart', 'say']",0.3
2,"['gun', 'shooting', 'paso', 'mass shooting', 'mass', 'say', 'texas', 'trump', 'walmart', 'people']",0.3
1,"['odessa', 'texas', 'trump', 'shooting', 'sept', 'mass', 'mass shooting', 'people', 'paso', 'shoot']",0.2
3,"['mcmillon', 'walmart', 'gun', 'store', 'sale', 'announce', 'policy', 'trump', 'carry state', 'gun control']",0.2
4,"['violence', 'missouri', 'milano', 'gun', 'gun violence', 'springfield', 'alyssa', 'alyssa milano', 'monument', 'lynching']",0.2
6,"['knight', 'proskow', 'paso', 'threaten shoot', 'action', 'vietnam', 'pilot', 'shoot', 'murder', 'terrorism']",0.2
5,"['hurt', 'terrorism', 'travel', 'pasoan', 'southwest', 'east texas', 'east', 'domestic terrorism', 'domestic', 'texas']",0.1
