day,Actor1Code_counts,count
-8,USA,17
-8,LAB,1
-8,JUD,3
-8,CRM,4
-8,COP,8
-8,USACOP,2
-8,GOV,4
-8,TUR,1
-8,LEG,6
-8,NGOUSA,1
-8,CVL,1
-8,AFR,1
-8,AGR,1
-8,USAELI,1
-8,FRA,3
-8,MOS,1
-8,HLH,1
-8,USAGOV,1
-8,MEX,1
-8,USAMED,1
-8,MED,2
-7,GOV,2
-7,EDU,1
-7,COP,3
-7,USA,10
-7,USAMED,1
-7,CRM,1
-7,USAELIGOV,1
-7,CVL,1
-7,JUD,1
-7,USAGOV,1
-7,CHR,1
-6,USA,10
-6,JUD,1
-6,MED,1
-6,USAGOV,1
-6,COP,1
-6,CRM,1
-6,LEG,1
-6,CVL,1
-6,RUS,2
-6,EDU,1
-5,HLH,2
-5,USA,28
-5,UAF,2
-5,EDUEDU,1
-5,COP,7
-5,JUD,2
-5,PTY,2
-5,GOV,4
-5,MED,3
-5,LEG,3
-5,USACOP,1
-5,PAK,3
-5,CVL,3
-5,MEX,1
-5,USAGOV,2
-5,USAMED,1
-5,USALEG,1
-5,MEXGOV,1
-5,IRN,1
-5,LEGSPY,1
-4,EDU,1
-4,MNC,1
-4,USA,21
-4,LEG,6
-4,OPP,2
-4,BUS,1
-4,GOV,3
-4,COP,4
-4,LEGSPY,1
-4,MED,1
-4,USAMED,2
-4,GOVCOP,2
-4,CVL,3
-4,USAGOV,5
-4,USALEG,2
-4,FRA,1
-4,REF,1
-4,CHRMLN010,1
-4,CHR,1
-4,USAEDU,3
-4,UAF,1
-4,ITA,1
-3,CRM,5
-3,LAB,4
-3,USA,29
-3,USABUS,2
-3,BUS,1
-3,USALEG,2
-3,GOV,4
-3,LEG,7
-3,USAEDU,2
-3,CVL,3
-3,GOVEDU,1
-3,USACOP,3
-3,COP,5
-3,USAELIGOV,1
-3,USAGOV,4
-3,BUSCVL,1
-3,FRA,1
-3,AFR,1
-3,CAN,3
-3,MEX,1
-3,MEXGOV,1
-3,CVLEDU,1
-3,MED,5
-3,USAREL,1
-3,GTM,1
-3,JUD,4
-3,HLH,1
-3,UAF,1
-3,LEGSPY,1
-3,SPY,2
-3,USAMED,2
-3,EDU,1
-2,USA,40
-2,GOV,15
-2,USAGOV,9
-2,USALEG,3
-2,LEG,7
-2,USAEDU,1
-2,LAB,3
-2,CVL,3
-2,MEX,4
-2,CRM,1
-2,PTY,3
-2,USAHLH,2
-2,HLH,1
-2,OPP,1
-2,COP,2
-2,USACRM,2
-2,NMR,1
-2,PSE,1
-2,USAELI,2
-2,AFG,1
-2,USAMED,2
-2,CAN,1
-2,CHRCTH202,1
-2,USACVL,2
-2,MED,1
-2,MOS,1
-2,USALAB,2
-1,JUD,1
-1,COP,8
-1,USA,26
-1,USAUAF,2
-1,USALEG,1
-1,GOV,7
-1,BUS,3
-1,HLH,1
-1,USABUS,6
-1,USACRM,1
-1,UAF,2
-1,MED,1
-1,SPY,1
-1,CRMUAF,1
-1,IGOUNO,1
-1,CHN,1
-1,EDU,2
-1,MIL,2
-1,USACOP,1
-1,BUSMED,1
-1,PTY,2
0,COP,22
0,MED,6
0,EDU,6
0,USA,90
0,GOV,20
0,PTY,9
0,USAEDU,2
0,USACOP,11
0,CHN,1
0,PSEREBUAF,1
0,MDV,1
0,MEX,1
0,GOVMIL,1
0,AUS,2
0,OPP,2
0,USAGOV,13
0,ITA,2
0,UKR,1
0,UAF,11
0,CVL,2
0,USALEG,2
0,BHSGOV,1
0,LEG,2
0,NZL,1
0,USAJUD,1
0,JUD,2
0,USAREL,4
0,REL,4
0,BUS,1
0,FRA,1
0,BGRGOV,1
0,BGR,1
0,MIL,1
0,ISRGOV,2
1,USA,236
1,JUD,18
1,COP,52
1,GOV,64
1,BUS,10
1,MIL,11
1,PTY,22
1,UAF,43
1,CVL,17
1,USAREL,9
1,USAGOV,41
1,JOR,5
1,LEG,8
1,USAMED,5
1,USACOP,20
1,USALEG,4
1,MED,16
1,AFG,1
1,CHRCTH,2
1,REL,12
1,USAPTY,4
1,MEX,17
1,MDV,5
1,EDU,13
1,ISRGOV,2
1,HLH,5
1,USAJUD,6
1,NZL,6
1,USACVL,2
1,OPP,4
1,GBR,2
1,CVLEDU,1
1,VAT,3
1,LAB,7
1,USAMIL,1
1,EGY,1
1,USAELI,3
1,ELI,1
1,MOSREL,2
1,MILGOV,1
1,MEXGOV,9
1,COPGOV,1
1,ARE,4
1,CVLCVL,2
1,VNM,1
1,COPMED,1
1,GBRGOV,1
1,CHR,1
1,REF,1
1,GOVJUD,1
1,MEDCOP,1
1,COKELI,1
1,SWE,1
1,USAAGR,1
1,GOVHLH,1
1,CRM,5
1,IRNGOV,2
1,USAEDU,2
1,ltn,1
1,USALAB,1
1,DEU,1
1,USAUAF,1
1,IMG,1
2,USA,321
2,USALEG,15
2,COL,3
2,LEG,30
2,CHR,2
2,COP,49
2,USACOP,7
2,USAGOV,60
2,GRC,1
2,MED,30
2,USAMED,10
2,UAF,42
2,JUD,21
2,MIL,6
2,PTY,16
2,EDU,29
2,USAHLH,1
2,USAMIL,4
2,MILGOV,1
2,BLZGOVMIL,5
2,CVL,20
2,GOV,96
2,MEX,31
2,ESP,5
2,USAGOVELI,2
2,USACVL,12
2,URY,3
2,USAEDU,9
2,OPP,6
2,RAD,6
2,EDUEDU,2
2,MDV,9
2,MEXGOV,4
2,REB,2
2,CHRDOX101,1
2,TCD,2
2,CRM,15
2,BUS,15
2,HLH,8
2,CVLCVL,3
2,MYS,1
2,USABUS,3
2,MEXCVL,1
2,SPY,3
2,AUS,1
2,USAUAF,8
2,CHN,2
2,USAREL,6
2,SLV,1
2,IRL,1
2,LAB,5
2,ltn,1
2,NZL,3
2,USAJUD,5
2,tms,2
2,BGD,2
2,CUBCVL,2
2,CVLRAD,1
2,CUB,2
2,REL,6
2,FRAHLH,1
2,EGY,3
2,AFR,1
2,USAELI,3
2,MILMIL,1
2,GOVJUD,1
2,USAENV,2
2,MNCJPN,2
2,MNCUSA,1
2,MEXGOVELI,1
2,CAN,1
2,BEL,2
2,CHRPRO230HLH,2
2,JPN,1
2,FRAMED,1
2,BLR,1
2,JORELI,1
2,QATGOV,1
2,JOR,1
2,USAMEDGOV,1
2,ARM,1
2,CHRCTHREL,1
2,GBR,1
2,RUS,1
2,ELI,1
3,USA,219
3,BUS,11
3,USAMED,8
3,USALEG,18
3,UAF,18
3,DEU,4
3,MED,19
3,PHL,2
3,ISR,1
3,CVL,8
3,USAGOV,20
3,REL,9
3,CHR,3
3,LEG,15
3,USACVL,2
3,COP,18
3,GOV,35
3,PTY,12
3,GBRGOVEDU,1
3,CRM,4
3,IGOUNO,1
3,GOVGOV,1
3,EGY,2
3,HND,1
3,MEX,18
3,JUD,8
3,USAMIL,4
3,HTI,1
3,JEWCVL,1
3,IRN,2
3,ROUUAF,1
3,LEGJUD,2
3,USAREL,4
3,USAELI,5
3,ltn,4
3,NZL,4
3,NRM170,1
3,AUS,1
3,MDVLAB,1
3,EDU,12
3,RUS,1
3,SPY,2
3,KAZ,1
3,USACOP,5
3,HRI,1
3,USAHRI,1
3,HLH,3
3,MOS,4
3,MIL,4
3,MNCUSAMED,2
3,USASET,1
3,AFR,2
3,GBR,1
3,USAUAF,10
3,MILMIL,2
3,RADUAF,3
3,MDV,1
3,AFG,1
3,DOM,2
3,USALAB,1
3,cor,1
3,ELI,4
3,MNCUSA,1
3,USAPTY,1
3,URY,1
3,MEXGOV,1
3,LAB,1
3,USAEDU,2
3,GOVMED,1
3,GBRCOP,1
3,OPP,2
3,CHRCTH,1
3,JOR,2
3,BOL,1
3,CHRCTH203,1
3,BUSMED,4
3,CHRPRO,1
3,SIK,1
3,MNCBRA,1
3,RAD,1
3,AGR,1
3,NLDGOV,1
4,USA,180
4,RAD,2
4,IRQ,1
4,UAF,21
4,EDUEDU,2
4,USAEDU,4
4,COP,16
4,JUD,5
4,USAGOV,27
4,GOV,51
4,USACVL,8
4,CVL,19
4,USACRM,3
4,CRM,4
4,ELI,4
4,EDU,9
4,LEG,42
4,BUS,4
4,PTY,7
4,MEX,4
4,AFR,1
4,HLH,5
4,LAB,7
4,NMR,1
4,NMRBUS,1
4,MED,11
4,LVA,1
4,OPP,4
4,USAELI,4
4,MEDBUS,1
4,USAELIGOV,4
4,IGOWSTNAT,1
4,COPCVL,2
4,USALEG,10
4,USAJUD,1
4,NOR,4
4,REL,5
4,VENGOV,2
4,MEXGOV,2
4,USACOP,6
4,CHR,1
4,AUS,2
4,MOS,1
4,USAOPP,2
4,DNK,1
4,MIL,2
4,USAUAF,8
4,HRI,1
4,MDV,2
4,USACHRCTH,1
4,VEN,1
4,JPN,2
4,CHRPRO230,1
4,NZL,1
4,URY,2
4,USAREL,3
4,JPNGOV,1
4,USAPTY,2
4,EGY,2
4,GUY,2
4,USAMED,3
4,MNCUSAMED,1
4,RUS,1
4,JOR,1
5,USA,195
5,GOV,49
5,EDU,17
5,SWE,1
5,USAHLH,2
5,ELI,9
5,UAF,14
5,OPP,10
5,USAELI,1
5,BUS,11
5,USAGOV,34
5,CVL,13
5,HLH,8
5,COP,23
5,CRM,5
