signal,cp,cp_shifted,thr,response_scores
dist_smooth_to_prev_smooth,"[4, 13, 17, 25]",[-3  6 10 18],1.5095338300829275,"[0.0, 0.0, 0.1779521141168504, 1.5058149492634434, 2.875704887086115, 0.29043252667547537, 0.22175376002028635, 0.4254092667148867, 1.0378080332575956, 0.5496231941512861, 0.1603766187346495, 0.8215890433275624, 0.6762451120910852, 1.5244093533608636, 0.0, 0.2749265757707801, 0.24335128532971467, 1.8171349131821415, 0.5773473451497232, 0.10597122021803049, 0.7747038495003403, 0.3591075068060467, 0.2633859637316695, 0.8492994976155386, 1.2899580429640567, 1.7778585864948402, 0.9190055478561269, 0.06561787650072921, 0.20982106302249842, 1.0105656286485971, 1.453248749092715, 0.5117491742989794, 0.7341177501884968, 0.02361429322547234, 0.0592296562685689, 0.0, 0.5, 0.0, 1.167364143363438]"
n_docs,"[4, 8, 18]",[-3  1 11],1.4767628477168913,"[0.0, 0.1433815095205333, 0.5161734342739176, 1.1728607478779556, 1.7899747648543272, 0.5, 0.5887588896535932, 1.4597660013764682, 2.858246386785968, 1.9998340903877094, 0.0, 1.4400925643496254, 1.3734237849047983, 0.09004648596467152, 0.7406316881339777, 0.2156958455014453, 0.5440044371900358, 0.6398806244427891, 1.5447502330785825, 0.23746578821874656, 0.3552640204610049, 0.005741556012587844, 0.06709750995019549, 0.5529614886097597, 1.0896274258680132, 1.0867742049752083, 0.5826563449391022, 0.10767130214995066, 0.17267114490902782, 0.25356359303567844, 0.4323694256690354, 0.13082327625442955, 0.6192257228580645, 0.287285110264599, 0.0, 0.0, 0.0, 0.3853722936983722, 0.9804331476981356]"
dispersion,"[8, 11, 18]",[ 1  4 11],1.9837860232920195,"[0.0, 0.42579334545586406, 0.9763457253378897, 0.9441403485076287, 0.8998935924219448, 0.13286178826718484, 0.47385738135754585, 1.1658655569152472, 3.398399548053817, 2.3808492521995586, 0.7376430493106771, 2.8803531110351006, 1.092612855257221, 0.3943004452357839, 0.0, 1.1244748643165603, 1.7274468927493056, 1.8845202160651329, 2.9458877762779774, 1.0125192949930655, 0.0, 0.732219552966672, 0.14396432375587065, 0.7648316884394242, 1.3117386368455184, 0.561798272165228, 0.3315708950224994, 0.2596586275375937, 0.6934128294749894, 0.3549450492022515, 0.4846110657171591, 0.0, 0.07248264557253407, 0.5, 0.04161955071162714, 0.153316157019916, 0.0, 0.0, 0.46900959908042233]"
curvature,"[9, 14]",[2 7],0.977660733001607,"[0.0, 0.0, 0.30211393547215515, 0.01907725730807869, 0.6455080653305506, 0.006334040532645908, 0.8076557640498039, 0.0, 0.0, 1.1093936331950764, 1.3021907036884937, 0.0, 0.9447275079532391, 0.8921728000885257, 1.2192519160476774, 1.2279904296485031, 0.3183036808590976, 0.2896517879530345, 0.921170916379591, 0.4078528020534297, 0.905640154034022, 0.0, 0.5922712036973354, 0.0, 0.7017521387373827, 0.8685982830719166, 0.6533258147705236, 0.5, 0.20731108109994503, 0.2991580358414026, 0.16312600686441345, 0.23046469057592386, 0.5047205318730164, 0.26530614212623704, 0.014814398652313382, 0.8058756443610744, 0.550510954016253, 0.9317210337361821, 0.8134209029377139]"
drift_from_baseline,"[10, 12, 37]",[ 3  5 30],2.3646426420115936,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7220056120771654, 1.9351715133468517, 2.376571487562288, 2.36166043062392, 3.0331032273656886, 2.3092828003329258, 0.8478047655814311, 0.45430789656068915, 0.0, 0.514780561602221, 0.6436009979091346, 0.11405476428642417, 0.0, 0.5, 0.5829579422066098, 0.19517840862189148, 0.047775394035378956, 0.3574772422490639, 0.577423331458345, 0.20947520404844566, 0.0, 0.25111710601071896, 0.7841979326366011, 1.0559448531467182, 0.865832797204246, 1.0642310795983618, 0.8249030982209349, 0.315681617411523, 1.4204902337153924, 2.583489208356729, 2.71057918418273]"
