signal,cp,cp_shifted,thr,response_scores
dist_smooth_to_prev_smooth,"[8, 10, 13]",[1 3 6],7.951172587790852,"[0.0, 0.0, 0.13154731277230305, 0.057764624183952284, 0.4955764390305767, 0.9492550013849662, 0.0, 0.486691900127197, 16.652299795857694, 30.849020891285043, 14.949351604755456, 0.0, 4.488609625986191, 9.061508798704198, 8.501118142699866, 7.401227032881838, 6.074683078822087, 4.379690698212686, 3.282635079121436, 3.1439578348687665, 2.3875307955186216, 0.5044235609694233, 1.1501346986811702, 1.4145040660791617, 0.6437771355391538, 0.9326066544036369, 1.6468712989866134, 1.0664276749348247, 0.3411529001252843, 0.23943584223952982, 0.10302039646053415, 0.22078955345558565, 0.6368390356234694, 0.7371349514694167, 0.6742475554080364, 0.33847648316139844, 0.0, 0.1625021683289685, 0.009664505920049124, 0.26897300725795054, 0.3619664143826342, 0.19723152404824842, 0.011924246775525844, 0.0, 0.0, 0.21267057140707973]"
n_docs,"[9, 11, 14, 19]",[ 2  4  7 12],1.9519362901549164,"[0.0, 0.03539097332954334, 0.1863924595355921, 0.14793426851748884, 0.4760321852645705, 0.6049685792987611, 0.22444105902236122, 0.0, 0.7761047546770117, 3.3788830648730204, 5.263053522735348, 3.325668484949707, 0.301136565990245, 1.4899402924508898, 2.2468538733323946, 1.581617846078568, 0.7580236591394068, 0.3114941495653341, 0.7508976020685044, 2.0255026833300898, 1.3977178219224338, 0.0, 0.5033033343018515, 0.9453042584944727, 0.8520467211983774, 1.0355471102541296, 1.8783698969797429, 1.5498838820231848, 0.4966966656981485, 0.26759043035019453, 0.0, 0.19476240526899877, 0.7220654974878853, 1.4581426880203407, 1.2372960970753581, 0.5533482065959249, 0.0, 0.20474510862735473, 0.12840511357234094, 0.33753365862526563, 0.9527972165930517, 0.3657191590999377, 0.0, 0.13260613827927015, 0.07598593854559019, 0.0845289056340958]"
dispersion,"[7, 9, 33]",[ 0  2 26],1.9902097014467175,"[0.0, 0.3363374816838499, 1.0439753414956698, 0.4349259911344767, 0.0, 0.004167963691582278, 0.7269356798381521, 2.1186106184806603, 5.820813244427209, 7.4380989395465935, 3.721062462526516, 1.4996291457778683, 0.8158752750405289, 0.49077275376988855, 0.37120318501611793, 0.0, 0.6703546839303965, 0.9564871314244123, 0.0, 0.3203684651812804, 0.2747678731362322, 0.5618524416300437, 0.0, 0.39068085371061634, 0.5092272462301114, 0.0, 0.2437860310356721, 0.21530363054618998, 0.3156090430688914, 0.8115343011597004, 0.9529370241852139, 0.3319504482779763, 1.7193253399328166, 2.529051465854099, 1.1467325357925346, 0.4397021215387039, 0.1858945417316063, 0.7438352406792679, 0.0, 0.14091086709087816, 0.06775395585068261, 0.8481776401548757, 1.5255980621090641, 1.5190223628961295, 1.8618087844127746, 1.3762776479460594]"
curvature,"[8, 10, 17]",[ 1  3 10],2.773146132718616,"[0.0, 0.0, 0.12818156908272033, 0.11415328782908163, 0.2209827667679661, 0.24481181952872352, 0.8797084233887252, 1.94782889351341, 3.6386735145329983, 4.689326684024144, 3.9057122543671645, 2.612933491273924, 0.63716801416031, 0.09485495159415328, 0.37963714410656285, 2.0711534677867958, 2.7390911741959876, 2.8072010912412444, 2.8350428537726975, 2.0431207426283606, 0.2516027107280049, 2.460813248226773, 2.028665237246396, 1.4287137979512219, 1.6386311526212198, 0.5040251139153648, 0.6620720801080454, 0.08981078128384436, 0.46968215739327224, 0.4033366473623804, 0.6567699491914439, 0.3572193278502295, 0.29055881698949065, 0.009788869277291513, 0.31724085026197435, 0.4892893323715219, 0.2811235186155879, 0.07691935585947685, 0.3432924494861956, 0.4959748860846353, 0.570611941167633, 0.1202040776438414, 0.4824532011522539, 1.3086282302014831, 1.2334398431984837, 0.5167093257097449]"
drift_from_baseline,"[11, 13, 15]",[4 6 8],2.6034409354605534,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36736094327165275, 1.414672497388637, 2.527819405770106, 3.139819015769056, 3.3604561957734904, 3.279373858387658, 3.029774466491817, 2.6790624651510004, 2.2288341933413878, 1.8233507470611758, 1.3484395909444702, 0.9423703646267443, 0.836078776390892, 0.7878103480789784, 0.6097879202821518, 0.3114474636966031, 0.18145656379739403, 0.1413605265643728, 0.03676236042381164, 0.012266342133222526, 0.15789944769700384, 0.3818319939737313, 0.4898639978397098, 0.4883160107473894, 0.4609290291738782, 0.4415337139977499, 0.4344095243109636, 0.48877679523315687, 0.539797118336415, 0.5351320534564277, 0.5845605084037746, 0.5893835548101884, 0.4996667530436645, 0.5003332469563355, 0.5642292234900022, 0.585682887324858, 0.602179326704747, 0.6576896558842751]"
