Topic,top_words,seed_coverage
5,"['deputy', 'driver', 'bhadu', 'officer', 'punjab', 'car', 'yadav', 'police', 'attack', 'kill']",0.3
3,"['fire', 'los', 'angeles', 'los angeles', 'california', 'people', 'home', 'say', 'wildfire', 'kill']",0.1
4,"['muller', 'plea', 'guilty plea', 'sentence', 'guilty', 'jail', 'police', 'day', 'film', 'pay']",0.1
6,"['police', 'new', 'troop', 'harry', 'year', 'law', 'home', 'samantha', 'department', 'state']",0.1
2,"['sanction', 'russia', 'russian', 'read', 'progressive', 'december', 'ukraine', 'regime', 'asset', 'government']",0.0
0,"['assad', 'canal', 'panama', 'syrian', 'trump', 'ranger', 'conflict', 'panama canal', 'greenland', 'busy']",0.0
1,"['health', 'heart', 'health care', 'care', 'americans', 'transplant', 'anger', 'doctor', 'public', 'patient']",0.0
