Topic,top_words,seed_coverage
1,"['acreage', 'ambush border', 'political', 'kill ambush', 'acre', 'virginia', 'texas', 'agent', 'flood', 'send']",0.2
2,"['texas', 'flood', 'state', 'july', 'county', 'trump', 'new', 'flooding', 'texas flood', 'court']",0.2
3,"['texas', 'flood', 'state', 'trump', 'flooding', 'texas flood', 'people', 'county', 'say', 'new']",0.2
0,"['certain', 'benefit', 'insurance', 'benefit plan', 'bill', 'pharmacy', 'relate', 'health', 'insurer', 'specify']",0.0
