day,EventRootCode_counts,count
-7,4,21
-7,19,10
-7,18,7
-7,12,3
-7,1,14
-7,5,13
-7,8,6
-7,11,6
-7,10,1
-7,2,3
-7,17,6
-7,7,3
-7,13,2
-7,3,1
-7,9,1
-6,1,12
-6,4,18
-6,17,8
-6,5,13
-6,7,5
-6,2,14
-6,19,7
-6,18,2
-6,10,1
-6,12,6
-6,11,7
-6,3,3
-6,14,1
-6,13,3
-6,6,1
-5,11,8
-5,3,10
-5,8,4
-5,5,4
-5,2,3
-5,19,7
-5,1,9
-5,4,13
-5,17,11
-5,10,1
-5,6,1
-5,16,1
-5,12,1
-5,9,1
-5,18,1
-4,2,7
-4,4,12
-4,18,2
-4,1,14
-4,17,8
-4,7,9
-4,11,6
-4,5,10
-4,3,4
-4,14,2
-4,13,2
-4,9,3
-4,19,7
-4,8,4
-4,6,1
-4,12,1
-3,1,13
-3,11,3
-3,2,7
-3,3,4
-3,19,3
-3,5,8
-3,17,4
-3,7,2
-3,12,2
-3,18,3
-3,8,1
-3,4,9
-3,13,1
-2,4,36
-2,13,3
-2,17,6
-2,19,6
-2,1,17
-2,7,4
-2,11,11
-2,2,4
-2,10,1
-2,8,5
-2,16,2
-2,5,6
-2,18,1
-2,12,1
-2,6,1
-2,3,6
-2,15,2
-1,8,17
-1,6,5
-1,17,11
-1,2,6
-1,5,17
-1,12,3
-1,3,12
-1,4,37
-1,11,10
-1,1,23
-1,7,10
-1,19,12
-1,13,6
-1,9,3
-1,14,2
-1,18,3
0,19,88
0,6,25
0,7,41
0,9,12
0,11,48
0,2,35
0,1,88
0,5,36
0,17,58
0,4,146
0,3,37
0,13,36
0,18,9
0,16,20
0,8,33
0,12,11
0,14,5
0,15,6
0,10,8
1,5,102
1,13,26
1,11,132
1,4,301
1,6,53
1,2,76
1,1,175
1,3,91
1,8,27
1,12,34
1,17,83
1,14,9
1,19,222
1,7,103
1,9,10
1,16,20
1,18,11
1,10,11
1,15,3
2,1,167
2,11,81
2,4,256
2,17,86
2,2,66
2,5,58
2,3,61
2,19,110
2,7,70
2,9,19
2,12,14
2,6,31
2,8,26
2,16,16
2,13,28
2,10,21
2,14,5
2,18,10
2,15,2
