SOURCEURL,Actor1Code,Actor1Name,Actor1EthnicCode,Actor2Code,Actor2Name,EventCode,EventRootCode,EventBaseCode,GoldsteinScale,AvgTone
http://dagblog.com/comment/317234,"['COP', 'COP', 'COP', 'COP']","['POLICE', 'POLICE', 'POLICE', 'POLICE']","[nan, nan, nan, nan]","['EDU', 'EDU', 'USA', 'USA']","['PROFESSOR', 'PROFESSOR', 'UNITED STATES', 'UNITED STATES']","[12, 12, 12, 12]","[1, 1, 1, 1]","[12, 12, 12, 12]","[-0.4, -0.4, -0.4, -0.4]","[-5.80256217030896, -5.80256217030896, -5.80256217030896, -5.84876586860114]"
http://dagblog.com/comment/317287,"['COP', 'COP']","['POLICE', 'POLICE']","[nan, nan]","['EDU', 'USA']","['PROFESSOR', 'UNITED STATES']","[12, 12]","[1, 1]","[12, 12]","[-0.4, -0.4]","[-6.15865613235194, -5.80256217030896]"
http://dagblog.com/comment/317312,"['COP', 'COP']","['POLICE', 'POLICE']","[nan, nan]","['EDU', 'EDU']","['PROFESSOR', 'PROFESSOR']","[12, 12]","[1, 1]","[12, 12]","[-0.4, -0.4]","[-5.80256217030896, -5.80256217030896]"
http://dagblog.com/comment/317332,"['COP', 'GOV', 'COP', 'COP', 'COP']","['POLICE', 'MAYOR', 'POLICE', 'POLICE', 'POLICE']","[nan, nan, nan, nan, nan]","['USA', 'USA', 'EDU', 'EDU', 'USA']","['UNITED STATES', 'LOS ANGELES', 'PROFESSOR', 'PROFESSOR', 'UNITED STATES']","[12, 40, 12, 12, 12]","[1, 4, 1, 1, 1]","[12, 40, 12, 12, 12]","[-0.4, 1.0, -0.4, -0.4, -0.4]","[-5.80256217030896, -4.43107579711122, -5.80256217030896, -5.80256217030896, -5.80256217030896]"
http://dagblog.com/comment/317363,"['COP', 'COP', 'COP']","['POLICE', 'POLICE', 'POLICE']","[nan, nan, nan]","['EDU', 'USA', 'EDU']","['PROFESSOR', 'UNITED STATES', 'PROFESSOR']","[12, 12, 12]","[1, 1, 1]","[12, 12, 12]","[-0.4, -0.4, -0.4]","[-5.80256217030896, -5.80256217030896, -5.80256217030896]"
http://dagblog.com/comment/317389,"['COP', 'COP', 'COP']","['POLICE', 'POLICE', 'POLICE']","[nan, nan, nan]","['EDU', 'EDU', 'USA']","['PROFESSOR', 'PROFESSOR', 'UNITED STATES']","[12, 12, 12]","[1, 1, 1]","[12, 12, 12]","[-0.4, -0.4, -0.4]","[-5.80256217030896, -5.80256217030896, -5.80256217030896]"
http://dagblog.com/comment/317435,['COP'],['POLICE'],[nan],['EDU'],['PROFESSOR'],[12],[1],[12],[-0.4],[-5.80256217030896]
http://dagblog.com/comment/317454,"['GBR', 'GBR']","['BRITISH', 'BRITISH']","[nan, nan]","[nan, 'GBRUAF']","[nan, 'UNITED KINGDOM']","[172, 172]","[17, 17]","[172, 172]","[-5.0, -5.0]","[-4.32461174302755, -6.38424821002387]"
http://dagblog.com/comment/317480,"['GOV', 'COP', 'COP', 'COP', 'COP']","['MAYOR', 'POLICE', 'POLICE', 'POLICE', 'POLICE']","[nan, nan, nan, nan, nan]","['USA', 'USA', 'EDU', 'EDU', 'USA']","['LOS ANGELES', 'UNITED STATES', 'PROFESSOR', 'PROFESSOR', 'UNITED STATES']","[40, 12, 12, 12, 12]","[4, 1, 1, 1, 1]","[40, 12, 12, 12, 12]","[1.0, -0.4, -0.4, -0.4, -0.4]","[-4.71830991911094, -3.44374633009982, -5.80256217030896, -5.80256217030896, -5.80256217030896]"
http://dagblog.com/comment/317483,"['GBR', 'GBR', 'GBRUAF', 'USA']","['BRITISH', 'BRITISH', 'BRITISH', 'UNITED STATES']","[nan, nan, nan, nan]","['GBRUAF', nan, 'GBR', nan]","['UNITED KINGDOM', nan, 'BRITISH', nan]","[172, 172, 172, 120]","[17, 17, 17, 12]","[172, 172, 172, 120]","[-5.0, -5.0, -5.0, -4.0]","[-6.38424821002387, -6.38424821002387, -6.38424821002387, -6.38424821002387]"
http://dagblog.com/comment/317502,"['COP', 'GOV', 'COP', 'USA', 'COP', 'COP']","['POLICE', 'MAYOR', 'POLICE', 'UNITED STATES', 'POLICE', 'POLICE']","[nan, nan, nan, nan, nan, nan]","['EDU', 'USA', 'USA', nan, 'EDU', 'USA']","['PROFESSOR', 'LOS ANGELES', 'UNITED STATES', nan, 'PROFESSOR', 'UNITED STATES']","[12, 40, 12, 70, 12, 12]","[1, 4, 1, 7, 1, 1]","[12, 40, 12, 70, 12, 12]","[-0.4, 1.0, -0.4, 7.0, -0.4, -0.4]","[-5.80256217030896, -5.21919763729806, -5.80256217030896, -4.04710164859226, -5.80256217030896, -5.80256217030896]"
http://dagblog.com/comment/317656,['USA'],['NEW YORK CITY'],[nan],['COP'],['DETECTIVE'],[17],[1],[17],[0.0],[-3.73303167420815]
http://dagblog.com/comment/317693,['GBR'],['BRITISH'],[nan],['GBRUAF'],['UNITED KINGDOM'],[172],[17],[172],[-5.0],[-6.38424821002387]
http://dagblog.com/comment/317763,"['USA', 'USAJUD', 'USA']","['NEW YORK', 'UNITED STATES', 'NEW YORK']","[nan, nan, nan]","['LEG', 'USA', 'LEG']","['LEGISLATURE', 'NEW YORK STATE', 'LEGISLATURE']","[14, 138, 14]","[1, 13, 1]","[14, 138, 14]","[0.0, -7.0, 0.0]","[-3.58056265984655, -3.58056265984655, -3.58056265984655]"
http://dagblog.com/comment/317801,"['USA', 'USA', 'USAJUD']","['NEW YORK', 'NEW YORK', 'UNITED STATES']","[nan, nan, nan]","['LEG', 'LEG', 'USA']","['LEGISLATURE', 'LEGISLATURE', 'NEW YORK STATE']","[14, 14, 138]","[1, 1, 13]","[14, 14, 138]","[0.0, 0.0, -7.0]","[-3.58056265984655, -3.58056265984655, -3.58056265984655]"
http://dagblog.com/comment/317806,['USA'],['UNITED STATES'],[nan],[nan],[nan],[120],[12],[120],[-4.0],[-6.38424821002387]
http://dagblog.com/link/frank-rich-inky-tears-16489,"['MED', 'IRQ']","['MEDIA', 'IRAQ']","[nan, nan]","['BUS', 'MED']","['MONGER', 'MEDIA']","[190, 51]","[19, 5]","[190, 51]","[-10.0, 3.4]","[-4.16047548291233, -4.16047548291233]"
http://dagblog.com/link/scorning-biden-protesters-portland-or-seattle-called-more-radical-change-33645,"['GOV', 'GOV', 'OPP', 'USAOPP', 'OPP', 'PTY', 'USA', 'USA', 'USA', 'USAOPP', 'USAOPP']","['PRESIDENT', 'ADMINISTRATION', 'PROTESTER', 'PORTLAND', 'PROTESTER', 'DEMOCRATIC PARTY', 'PORTLAND', 'PORTLAND', 'NEW YORK', 'PORTLAND', 'PORTLAND']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 'GOV', 'PTY', 'GOV', nan, 'GOV', 'OPP', 'USAOPP', nan, 'USA']","[nan, nan, 'PRESIDENT', 'DEMOCRATIC PARTY', 'PRESIDENT', nan, 'PRESIDENT', 'PROTESTER', 'PORTLAND', nan, 'NEW YORK']","[12, 120, 12, 1712, 145, 1712, 17, 175, 43, 1712, 42]","[1, 12, 1, 17, 14, 17, 1, 17, 4, 17, 4]","[12, 120, 12, 171, 145, 171, 17, 175, 43, 171, 42]","[-0.4, -4.0, -0.4, -9.2, -7.5, -9.2, 0.0, -9.0, 2.8, -9.2, 1.9]","[-4.71747771949249, -3.42986935641243, -4.02955003357958, -4.02955003357958, -4.02955003357958, -4.02955003357958, -4.02955003357958, -4.02955003357958, -4.02955003357958, -4.02955003357958, -4.02955003357958]"
http://dagblog.com/reader-blogs/being-bibis-bitch-19359,"['USA', 'USA']","['UNITED STATES', 'UNITED STATES']","[nan, nan]","['GOV', 'ISR']","['PRIME MINISTER', 'ISRAEL']","[36, 51]","[3, 5]","[36, 51]","[4.0, 3.4]","[1.99203187250996, 2.73955019189629]"
http://dagblog.com/reader-blogs/when-tea-party-took-over-gop-first-time-7151,"['GOV', nan, 'CHRLDS', 'USA', 'LEG', 'LEG']","['GOVERNOR', nan, 'MORMON', 'UNITED STATES OF AMERICA', 'CONGRESS', 'CONGRESS']","[nan, nan, nan, nan, nan, nan]","['CHRLDS', 'LEG', nan, 'PTY', nan, nan]","['MORMON', 'CONGRESS', nan, 'POLITICAL PARTY', nan, nan]","[11, 36, 11, 192, 36, 42]","[1, 3, 1, 19, 3, 4]","[11, 36, 11, 192, 36, 42]","[-0.1, 4.0, -0.1, -9.5, 4.0, 1.9]","[-6.11222444889779, -6.11222444889779, -6.11222444889779, -6.11222444889779, -0.391542040498287, -5.8022262140862]"
http://dagblog.com/world-affairs/quid-pro-quo-russians-22081,['UKR'],['UKRAINE'],[nan],['USA'],['UNITED STATES'],[43],[4],[43],[2.8],[-3.31230283911672]
http://dailyexpress.com.my/news/193134/teen-gunman-kills-21-kids-teachers-in-texas/,"['UAF', 'UAF', 'UAF', 'USA']","['GUNMAN', 'GUNMAN', 'GUNMAN', 'UNITED STATES']","[nan, nan, nan, nan]","['MEDMIL', 'USA', 'USAMIL', 'TWN']","['SPOKESMAN', 'UNITED STATES', 'UNITED STATES', 'TAIWANESE']","[10, 10, 10, 193]","[1, 1, 1, 19]","[10, 10, 10, 193]","[0.0, 0.0, 0.0, -10.0]","[-6.89655172413793, -6.89655172413793, -6.89655172413793, -6.89655172413793]"
http://dailyexpress.com.my/news/193315/trump-to-arm-not-disarm-decent-citizens/,"['USA', 'CVL', 'USA']","['UNITED STATES', 'CITIZEN', 'UNITED STATES']","[nan, nan, nan]","['CVL', 'MYSMED', 'CVL']","['CITIZEN', 'SABAH', 'CITIZEN']","[120, 120, 120]","[12, 12, 12]","[120, 120, 120]","[-4.0, -4.0, -4.0]","[-4.40613026819923, -4.40613026819923, -3.20529230559182]"
http://dtinews.vn/en/news/017002/79136/-us-doctor-offers-500-artifacts-to-vietnam-women-s-museum.html,"['USAHLH', 'VNM', 'VNM', 'VNM', 'HLH']","['UNITED STATES', 'HANOI', 'VIETNAM', 'VIETNAMESE', 'HOSPITAL']","[nan, nan, nan, nan, nan]","['USA', nan, nan, 'USA', 'USAHLH']","['AMERICAN', nan, nan, 'UNITED STATES', 'AMERICAN']","[73, 120, 120, 70, 73]","[7, 12, 12, 7, 7]","[73, 120, 120, 70, 73]","[7.4, -4.0, -4.0, 7.0, 7.4]","[0.460829493087555, 0.460829493087555, 0.460829493087555, 0.460829493087555, 0.460829493087555]"
http://dtinews.vn/en/news/017004/79154/prime-minister-pham-minh-chinh-concludes-us-trip.html,"[nan, nan, 'VNM']","[nan, nan, 'VIETNAMESE']","[nan, nan, nan]","['VNM', 'VNM', nan]","['VIETNAMESE', 'VIETNAM', nan]","[40, 51, 40]","[4, 5, 4]","[40, 51, 40]","[1.0, 3.4, 1.0]","[2.80561122244489, 2.80561122244489, 2.80561122244489]"
http://eastietimes.com/2022/05/18/child-marriage-bill-passes-the-massachusetts-house-of-representatives/,['USA'],['UNITED STATES'],[nan],[nan],[nan],[46],[4],[46],[7.0],[3.6]
http://en.ce.cn/main/latest/202205/08/t20220508_37561361.shtml,"['CHNGOV', 'CHN', 'CHNGOV']","['CHINESE', 'CHINESE', 'CHINESE']","[nan, nan, nan]","['USA', 'USA', 'CHN']","['NEW YORK', 'UNITED STATES', 'SHANGHAI']","[43, 43, 43]","[4, 4, 4]","[43, 43, 43]","[2.8, 2.8, 2.8]","[-1.33010882708585, -1.33010882708585, -1.33010882708585]"
http://en.people.cn/n3/2022/0514/c90000-10096731.html,['USAELI'],['UNITED STATES'],[nan],['USA'],['UNITED STATES'],[13],[1],[13],[0.4],[-7.14285714285714]
http://en.people.cn/n3/2022/0516/c90000-10096960.html,"[nan, 'nav']","[nan, 'NAVAJO']","[nan, 'nav']","['nav', nan]","['NAVAJO', nan]","[190, 190]","[19, 19]","[190, 190]","[-10.0, -10.0]","[-3.38849487785658, -3.38849487785658]"
http://en.people.cn/n3/2022/0516/c90000-10097067.html,"['CHN', 'USA']","['CHINA', 'AMERICAN']","[nan, nan]","['USA', 'CVL']","['NEW YORK', 'IMMIGRANT']","[51, 70]","[5, 7]","[51, 70]","[3.4, 7.0]","[1.06381076191852, 0.893807490012405]"
http://en.people.cn/n3/2022/0516/c90000-10097370.html,"['CHN', 'CHN']","['CHINESE', 'CHINA']","[nan, nan]","['USA', 'USA']","['NEW YORK CITY', 'UNITED STATES']","[10, 10]","[1, 1]","[10, 10]","[0.0, 0.0]","[-6.88010899182561, -6.88010899182561]"
http://en.people.cn/n3/2022/0518/c90000-10098313.html,['USA'],['WASHINGTON'],[nan],['AFR'],['AFRICA'],[111],[11],[111],[-2.0],[-7.2139303482587]
http://en.people.cn/n3/2022/0520/c90000-10099255.html,['GBR'],['LONDON'],[nan],['USA'],['NEW YORK'],[14],[1],[14],[0.0],[-4.67836257309942]
http://en.people.cn/n3/2022/0520/c90000-10099348.html,"['IGOUNO', 'IGOUNO']","['UN SECURITY COUNCIL', 'UN SECURITY COUNCIL']","[nan, nan]","[nan, nan]","[nan, nan]","[20, 42]","[2, 4]","[20, 42]","[3.0, 1.9]","[-6.03707795899087, -6.03707795899087]"
http://en.people.cn/n3/2022/0521/c90000-10099679.html,"[nan, 'AFG', 'MILSPY']","[nan, 'AFGHANISTAN', 'ARMY INTELLIGENCE']","[nan, nan, nan]","['USA', 'USA', 'USA']","['NEW YORK', 'NEW YORK', 'NEW YORK']","[130, 130, 10]","[13, 13, 1]","[130, 130, 10]","[-4.4, -4.4, 0.0]","[-7.97119755992653, -9.67982129560681, -9.67982129560681]"
http://en.people.cn/n3/2022/0522/c90000-10099780.html,"['USA', 'USACVL']","['UNITED STATES', 'UNITED STATES']","[nan, nan]","['SYR', 'USA']","['SYRIA', 'UNITED STATES']","[13, 130]","[1, 13]","[13, 130]","[0.4, -4.4]","[-5.38827258320127, -5.38827258320127]"
http://en.people.cn/n3/2022/0526/c90000-10101497.html,"['USAEDU', 'EDU', 'EDUEDU']","['UNITED STATES', 'SCHOOL', 'SCHOOL']","[nan, nan, nan]","['CVL', 'CVL', 'CVL']","['COMMUNITY', 'COMMUNITY', 'COMMUNITY']","[20, 20, 20]","[2, 2, 2]","[20, 20, 20]","[3.0, 3.0, 3.0]","[-6.79779158040028, -6.79779158040028, -6.79779158040028]"
http://en.people.cn/n3/2022/0528/c90000-10102722.html,"['OPP', 'OPP', 'OPP']","['DEMONSTRATOR', 'DEMONSTRATOR', 'DEMONSTRATOR']","[nan, nan, nan]","['ITA', 'USA', 'AFR']","['MARCHE', 'UNITED STATES', 'AFRICA']","[17, 17, 17]","[1, 1, 1]","[17, 17, 17]","[0.0, 0.0, 0.0]","[-6.27659574468085, -6.27659574468085, -6.27659574468085]"
http://en.people.cn/n3/2022/0601/c90000-10104419.html,['USA'],['NEW YORK'],[nan],['CVLOPP'],['COMMUNITY'],[10],[1],[10],[0.0],[-11.1061381074169]
http://en.people.cn/n3/2022/0603/c90000-10105390.html,"['GOV', 'GOV', 'USAGOV']","['MAYOR', 'MAYOR', 'UNITED STATES']","[nan, nan, nan]","[nan, 'USA', nan]","[nan, 'UNITED STATES', nan]","[1723, 1723, 1723]","[17, 17, 17]","[172, 172, 172]","[-5.0, -5.0, -5.0]","[-10.614057198738, -10.614057198738, -10.614057198738]"
http://english.news.cn/20220507/8b32b6e8d9934b6d82fd1b079ab1842c/c.html,"['CHNGOV', 'CHN', 'CHNGOV']","['CHINESE', 'CHINESE', 'CHINESE']","[nan, nan, nan]","['USA', 'USA', 'CHN']","['NEW YORK', 'UNITED STATES', 'SHANGHAI']","[43, 43, 43]","[4, 4, 4]","[43, 43, 43]","[2.8, 2.8, 2.8]","[-1.28054124070907, -1.28054124070907, -1.28054124070907]"
http://english.news.cn/20220515/9486e295396141678c203fc380bce2ab/c.html,"['OPP', 'OPP', 'USA', 'OPP', 'JUD', 'LEG']","['DEMONSTRATOR', 'DEMONSTRATOR', 'LOS ANGELES', 'DEMONSTRATOR', 'SUPREME COURT', 'SENATE']","[nan, nan, nan, nan, nan, nan]","[nan, 'USA', 'OPP', 'USA', nan, nan]","[nan, 'UNITED STATES', 'DEMONSTRATOR', 'LOS ANGELES', nan, nan]","[40, 40, 43, 42, 12, 20]","[4, 4, 4, 4, 1, 2]","[40, 40, 43, 42, 12, 20]","[1.0, 1.0, 2.8, 1.9, -0.4, 3.0]","[-4.19501133786848, -4.19501133786848, -4.19501133786848, -4.19501133786848, -4.22111884871574, -2.13860570233804]"
http://english.sina.com/china/o/2022-05-24/detail-imizirau4514512.shtml,['LAB'],['WORKER'],[nan],['USA'],['NEW YORK CITY'],[20],[2],[20],[3.0],[0.0]
http://europe.chinadaily.com.cn/a/202205/16/WS6281b694a310fd2b29e5ced0.html,"['COP', 'GOV', 'COP']","['POLICE', 'MAYOR', 'POLICE']","[nan, nan, nan]","['USAEDU', 'COP', 'USA']","['UNITED STATES', 'POLICE', 'NEW YORK']","[20, 173, 112]","[2, 17, 11]","[20, 173, 112]","[3.0, -5.0, -2.0]","[-4.70944407877345, -4.66222645099905, -4.66222645099905]"
http://europe.chinadaily.com.cn/a/202205/25/WS628d8323a310fd2b29e5ec95.html,['USA'],['BUFFALO'],[nan],['CVL'],['MINORITIES'],[193],[19],[193],[-10.0],[-7.18954530202318]
http://europe.chinadaily.com.cn/a/202205/26/WS628ed858a310fd2b29e5f11f.html,['USALEG'],['THE US'],[nan],[nan],[nan],[71],[7],[71],[7.4],[-3.50109409190372]
http://europe.chinadaily.com.cn/a/202205/27/WS62904851a310fd2b29e5f62c.html,"['USA', 'USA', 'USAEDU', 'USA']","['TEXAS', 'TEXAS', 'TEXAS', 'NEW YORK']","[nan, nan, nan, nan]","['LEG', 'LEG', 'USA', 'LEG']","['LAWMAKER', 'LAWMAKER', 'THE US', 'SENATE']","[193, 193, 193, 112]","[19, 19, 19, 11]","[193, 193, 193, 112]","[-10.0, -10.0, -10.0, -2.0]","[-4.52418096723869, -4.10814314446305, -4.52418096723869, -3.87014609596856]"
http://europe.chinadaily.com.cn/a/202205/31/WS629576cea310fd2b29e5ffbd.html,"['GOV', 'USA']","['MAYOR', 'OKLAHOMA']","[nan, nan]","[nan, 'GOV']","[nan, 'AUTHORITIES']","[193, 190]","[19, 19]","[193, 190]","[-10.0, -10.0]","[-6.44171779141104, -6.44171779141104]"
http://europe.chinadaily.com.cn/a/202206/13/WS62a66410a310fd2b29e6233c.html,"['USA', nan, 'GOV', 'GOV', 'USA', 'USA']","['SAN FRANCISCO', nan, 'ADMINISTRATION', 'ADMINISTRATION', 'UNITED STATES', 'UNITED STATES']","[nan, nan, nan, nan, nan, nan]","['GOV', 'USA', 'USA', 'USA', 'GOV', nan]","['ADMINISTRATION', 'UNITED STATES', 'SAN FRANCISCO', 'UNITED STATES', 'ADMINISTRATION', nan]","[40, 40, 40, 40, 40, 40]","[4, 4, 4, 4, 4, 4]","[40, 40, 40, 40, 40, 40]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0746887966805, 2.0746887966805, 2.0746887966805, 2.0746887966805, 2.0746887966805, 2.0746887966805]"
http://global.chinadaily.com.cn/a/202205/22/WS6289dc94a310fd2b29e5e39a.html,"['SYR', 'SYR', 'GOV']","['SYRIA', 'SYRIA', 'GOVERNOR']","[nan, nan, nan]","['USA', 'USA', 'USA']","['THE US', 'THE US', 'UNITED STATES']","[10, 130, 13]","[1, 13, 1]","[10, 130, 13]","[0.0, -4.4, 0.4]","[-5.57377049180328, -5.57377049180328, -5.57377049180328]"
http://global.chinadaily.com.cn/a/202205/23/WS628ae53ba310fd2b29e5e51d.html,['USA'],['NEW YORK CITY'],[nan],['GOV'],['AUTHORITIES'],[90],[9],[90],[-2.0],[-2.36220472440945]
http://historynewsnetwork.org/article/183177,"['USAEDU', 'EDU', 'EDU', 'USA']","['CHICAGO', 'PROFESSOR', 'PROFESSOR', 'UNITED STATES']","[nan, nan, nan, nan]","['EDU', 'USA', 'USAEDU', 'EDU']","['PROFESSOR', 'UNITED STATES', 'CHICAGO', 'PROFESSOR']","[41, 41, 41, 41]","[4, 4, 4, 4]","[41, 41, 41, 41]","[1.0, 1.0, 1.0, 1.0]","[-6.0126582278481, -6.0126582278481, -6.0126582278481, -6.0126582278481]"
http://historynewsnetwork.org/article/183183,"['AFR', 'AFR', 'USA']","['AFRICA', 'AFRICA', 'AMERICAN']","[nan, nan, nan]","['CVL', 'USAEDU', 'USAEDU']","['CITIZEN', 'CONNECTICUT', 'CONNECTICUT']","[120, 30, 30]","[12, 3, 3]","[120, 30, 30]","[-4.0, 4.0, 4.0]","[-9.41422594142259, -9.41422594142259, -9.41422594142259]"
