Topic,top_words,seed_coverage
4,"['new', 'buffalo', 'shooting', 'gun', 'new york', 'york', 'white', 'mass', 'black', 'people']",0.4
2,"['gun', 'shooting', 'dead', 'new', 'buffalo', 'school', 'new york', 'york', 'law', 'mass']",0.3
0,"['buffalo', 'shooting', 'new', 'york', 'new york', 'kill', 'mass', 'mass shooting', 'gun', 'school']",0.3
3,"['justice', 'gun', 'shooting', 'law', 'mass', 'new', 'mass shooting', 'people', 'man', 'school']",0.3
1,"['houston', 'ceremony', 'new', 'white', 'buffalo', 'new york', 'york', 'year', 'say', 'gun']",0.2
6,"['shark', 'eat', 'cryptomine', 'disinformation', 'violence', 'gun', 'loaf gun', 'condemn strong', 'biden gun', 'half loaf']",0.2
5,"['cisneros', 'watch', 'district', 'tuesday', 'texas', 'candidate', 'incumbent', 'jessica cisneros', 'jessica', 'henry cuellar']",0.0
