signal,cp,thr,rscores
dist_smooth_to_prev_smooth,"[7, 9, 26, 41]",0.717825074967344,"[0.0, 0.04449466996177986, 0.07586011348645477, 0.03326696372702937, 0.046184694567167006, 0.15683961552196157, 0.14756358343914106, 0.8847437291018586, 0.33923784003142016, 1.0329048828558591, 0.7658439926874677, 0.0, 0.0, -0.12510324518351823, -0.08715780920958308, -0.49387015634967874, -0.19325909411638512, 0.1262024978491168, 0.0, -0.15088761146121138, 0.4295919136311745, 0.05168628915311282, -0.22435468780012258, -0.6829993781262533, 0.0, 0.0, 0.8813425657796743, 0.07428780139927048, 0.01686583845555772, -0.3906603710100252, -0.65841849125109, -0.672287679270371, 0.29903053469718854, 0.548638676509209, -0.7706642073065046, -0.15540552572052146, -1.1433321245261514, -0.40778345613828, 0.0, 0.48132707451370005, 0.6698061572472205, 0.9023578863998515, -0.8399190719664428, -0.32581425063467523, -0.6313885199540669, 0.0]"
n_docs,"[10, 25, 32, 41]",0.537552634811969,"[0.0, -0.21943010230176338, -0.23717318065624496, -0.11198301624616676, -0.009468020759112496, 0.04606686320798636, 0.0944157494732767, 0.3426435043443886, 0.061587847626474845, 0.06410029005812289, 1.0972139534111796, 0.9031654980002511, 0.0, 0.43035814468260847, 0.1217007731610151, -0.3030817996642813, -0.29269090690637933, 0.0, 0.0, -0.2312545949508802, 0.12829426833587454, 0.06359223945376691, -0.31177205392397234, -0.6207961198136365, 0.16138145622077196, 0.6447471249413297, 0.0402825822362872, -0.03782122200735671, 0.0, -0.41774590860153327, -0.7024917853128232, -0.4893543189140953, 0.6767018598255937, 0.2435402624083501, -1.2109046593603265, 0.0, -1.0263455017069345, -0.7257897767166311, 0.0, 0.33744601285976095, 0.2820834298635463, 0.7156436566780104, -0.8371541186062691, -0.6972317369164526, -0.17938275372289403, 0.0]"
dispersion,"[9, 21, 24, 40]",0.6586024812337203,"[0.0, -0.12888537498047217, -0.13908415061017015, -0.09421721807028823, 0.12485944563322829, 0.10448764836359663, 0.03695809554958976, 0.27451470528321315, 0.4937431291643177, 1.1458594497802068, 1.0142161493992856, 0.0328391827591153, -0.2776338775284119, -0.09321132844103895, -0.2526270556703976, -0.4407187153794678, -0.6424281686007015, 0.0, 0.3993190295792874, -0.9344351973303665, -0.22925105211765634, 1.4395351664170035, 0.0, 0.0, 0.7656516254818656, 0.5515533369855752, -0.16597405691280662, 0.0, 0.14696603706085362, -0.289808683639359, 0.0, -0.4786604523518532, 0.32756801014931386, 0.15580969765357944, 0.0, -0.27334338412040177, -0.9125259088836991, -0.9591649381209721, 0.0, 0.0, 1.053019650941558, 0.0, -1.5608173034791044, -0.8748737073401622, -0.0061113749929645215, -0.047147193244041936]"
curvature,"[11, 14, 16, 20]",0.22703691893594768,"[0.0, 0.10167095976204353, 0.1333947649868298, 0.17446095893102848, 0.13950634202063972, 0.19084746642110997, 0.12892866556211574, 0.14089688612410864, 0.0, -0.11258818447003587, 0.011736077631380534, 0.2632263714507854, 0.343458329639394, 0.18749890374501627, 1.2683128370015009, 0.15553177727916595, 0.351887347559401, 0.0, 0.08369944067226524, 0.04326956074043531, 0.3501571141767968, 0.07359928413372822, -0.054457478682922125, -0.022164432869610062, -0.12770911634769475, 0.0, 0.0, -0.11820329222223327, 0.02192182220989944, -0.02140119599442209, 0.0, 0.0, -0.03412617809466979, 0.05294878341337018, 0.11944976592532672, 0.0, 0.0, 0.0, -0.022729509183830855, -0.010832831325621873, 0.018338697056618107, 0.0, -0.028377924008549073, -0.013965397346925621, -0.015203425470222074, -1.3229435603139426]"
drift_from_baseline,"[0, 23, 25, 45]",0.0,"[0.0, -0.00995149680820519, -0.0451999752360727, -0.060652316883476914, -0.08004857861812409, -0.10866240370893213, -0.15081285257381255, -0.2453669923290855, -0.32416901357414907, -0.3581067627773386, -0.21265602560661676, -0.08891853480067752, -0.6265723824105759, -0.955553788514054, -0.42770427338801503, -0.25595766491406463, -0.4037855912633705, -0.08285187937364849, -0.0204944042729527, -0.12544006937751834, -0.17866749553476213, -0.1368388092424749, -0.03338084146350603, 0.0, 0.14819792532310092, 0.18360630942891423, 0.0, -0.0692347313360546, -0.04661946479105783, -0.1262428501987563, -0.1363455431360515, -0.08513540381326688, -0.028967097045972605, -0.008928208384149981, -0.012006307333620854, -0.029288957919384462, -0.03445974774952524, -0.05897850497403092, -0.06801431072273066, -0.0777088607335186, -0.05090033955203749, -0.027740112240673926, -0.020009703420953456, -0.0167773924874682, -0.008983728229050724, 0.0]"
