day,EventCode_counts,count
31,173,4
31,84,2
31,20,10
31,70,1
31,71,2
31,13,3
31,51,1
31,30,1
31,131,1
31,195,2
31,10,1
31,46,6
31,190,5
31,90,1
31,60,1
31,180,1
31,110,1
31,43,3
31,42,3
31,61,1
