day,EventRootCode_counts,count
-8,19,27
-8,8,10
-8,5,2
-8,4,15
-8,3,2
-8,9,1
-8,1,19
-8,13,6
-8,17,4
-8,6,5
-8,7,2
-8,11,1
-8,18,3
-8,12,6
-8,2,3
-7,17,1
-7,9,2
-7,1,1
-7,19,2
-7,11,1
-7,4,2
-7,5,1
-7,8,1
-6,1,6
-6,18,8
-6,8,1
-6,15,1
-6,17,5
-6,4,1
-6,3,2
-6,2,1
-6,14,1
-6,19,4
-6,12,1
-6,9,1
-6,10,1
-6,5,2
-6,13,1
-5,3,3
-5,13,2
-5,1,19
-5,9,7
-5,14,2
-5,4,13
-5,6,2
-5,2,2
-5,19,8
-5,17,9
-5,11,6
-5,5,5
-4,19,18
-4,18,3
-4,1,10
-4,2,3
-4,11,1
-4,3,7
-4,4,7
-4,8,2
-4,17,12
-4,5,1
-4,13,1
-4,7,1
-4,9,1
-4,6,2
-3,19,1
-3,10,1
-3,1,5
-3,4,4
-3,11,4
-3,9,6
-3,5,2
-3,3,2
-3,18,1
-3,17,1
-3,2,2
-3,7,1
-2,18,1
-2,19,5
-2,13,2
-2,11,2
-2,17,2
-2,5,2
-2,9,2
-2,1,7
-2,12,1
-2,10,1
-2,2,2
-2,4,1
-2,8,1
-2,16,1
-2,3,1
-1,2,6
-1,4,14
-1,1,16
-1,6,1
-1,13,1
-1,18,4
-1,17,7
-1,11,4
-1,19,8
-1,9,2
-1,5,3
-1,8,4
-1,3,1
-1,7,2
0,19,24
0,17,5
0,7,3
0,10,1
0,9,3
0,11,3
0,4,15
0,1,8
0,13,5
0,18,3
0,15,2
0,14,2
0,5,1
0,3,1
0,12,1
1,2,6
1,4,11
1,17,7
1,1,6
1,12,1
1,14,1
1,8,2
1,5,5
1,18,2
1,11,3
1,3,3
1,13,1
2,18,10
2,17,14
2,19,6
2,4,18
2,13,3
2,3,1
2,5,10
2,6,3
2,1,6
2,8,1
2,9,1
2,2,1
2,11,3
2,7,2
2,12,2
3,7,6
3,17,6
3,9,6
3,4,9
3,1,12
3,11,7
3,2,6
3,19,11
3,13,1
3,12,2
3,6,2
3,3,4
3,5,6
3,18,2
3,14,2
4,3,7
4,18,4
4,8,6
4,1,9
4,17,5
4,12,2
4,19,2
4,4,13
4,2,6
4,11,3
4,5,1
4,6,1
5,7,2
5,17,4
5,4,17
5,8,1
5,1,5
5,2,9
5,5,3
5,16,2
5,6,3
5,9,1
5,19,7
5,11,1
6,19,9
6,9,2
6,17,6
6,5,6
6,3,9
6,1,19
6,2,5
6,8,3
6,13,2
6,11,8
6,4,15
6,7,3
6,12,1
6,10,1
6,18,1
6,6,1
7,4,24
7,2,14
7,11,6
7,17,12
7,18,4
7,12,4
7,1,21
7,3,8
7,9,3
7,6,1
7,13,5
7,19,14
7,7,3
7,5,7
7,15,2
7,8,1
7,10,1
8,17,13
8,11,18
8,19,39
8,7,12
8,5,18
8,12,4
8,1,17
8,4,39
8,13,4
8,3,15
8,2,4
8,18,1
8,8,6
8,15,2
8,9,1
8,6,1
8,16,1
8,10,1
9,19,10
9,18,10
9,7,7
9,2,17
9,17,20
9,4,28
9,5,7
9,1,28
9,8,2
9,3,2
9,11,10
9,13,5
9,12,1
9,6,2
9,9,4
9,10,1
9,15,2
9,14,2
10,1,11
10,17,11
10,14,1
10,13,1
10,7,6
10,3,3
10,11,3
10,9,1
10,4,19
10,5,5
10,8,3
10,2,5
10,19,8
10,10,3
10,16,2
11,11,5
11,4,7
11,10,3
11,1,16
11,19,11
11,2,2
11,14,1
11,12,1
11,17,9
11,7,2
11,6,1
12,4,31
12,1,9
12,13,5
12,2,5
12,11,7
12,17,14
12,14,2
12,7,3
12,19,9
12,10,1
12,9,2
12,5,6
12,16,1
12,6,5
12,8,1
12,3,2
12,18,2
13,16,3
13,8,3
13,6,4
13,10,2
13,5,3
13,17,12
13,3,10
13,4,39
13,2,6
13,19,15
13,7,7
