day,EventRootCode_counts,count
13,1,15
13,18,2
13,12,1
13,9,4
13,15,1
13,14,1
13,11,4
14,10,3
14,19,11
14,1,21
14,2,8
14,17,9
14,11,4
14,4,26
14,13,3
14,8,6
14,9,3
14,5,4
14,18,5
14,3,4
14,14,1
14,12,1
14,7,2
15,17,12
15,9,4
15,19,14
15,18,2
15,1,9
15,5,4
15,11,10
15,4,8
15,7,4
15,2,4
15,16,1
15,14,2
15,6,3
16,1,7
16,7,4
16,8,4
16,5,4
16,2,4
16,18,4
16,10,5
16,17,9
16,14,1
16,13,2
16,19,10
16,3,2
16,11,10
16,6,1
16,4,8
16,9,2
17,17,8
17,2,2
17,3,5
17,1,7
17,8,8
17,19,6
17,10,1
17,6,1
17,11,2
17,5,3
17,14,1
17,9,1
17,13,1
17,7,1
17,4,2
18,3,2
18,9,1
18,5,1
18,13,2
18,19,4
18,4,6
18,1,1
19,4,6
19,11,10
19,2,1
19,1,9
19,5,3
19,19,18
19,13,5
19,7,1
19,17,3
19,9,2
19,8,3
19,10,1
19,12,2
20,1,12
20,17,16
20,19,16
20,2,3
20,16,2
20,8,13
20,7,2
20,18,1
20,12,4
20,5,8
20,4,12
20,10,3
20,6,2
20,3,3
20,11,1
21,1,28
21,5,8
21,19,11
21,8,13
21,18,3
21,3,12
21,4,6
21,6,2
21,12,1
21,17,3
21,11,6
21,9,1
21,2,8
21,13,1
22,1,21
22,4,9
22,18,8
22,17,8
22,19,28
22,12,1
22,8,8
22,9,3
22,5,6
22,11,3
22,6,4
22,2,5
22,3,3
22,7,6
22,13,1
22,15,1
22,16,1
22,10,2
23,4,25
23,5,4
23,1,15
23,2,3
23,7,6
23,6,2
23,11,8
23,19,26
23,17,12
23,18,8
23,8,4
23,12,4
23,16,5
23,3,2
23,13,1
23,9,1
24,2,5
24,1,13
24,19,15
24,9,2
24,5,3
24,4,10
24,12,3
24,17,3
24,11,5
24,7,1
24,13,1
24,18,5
24,6,1
24,10,3
24,3,3
25,4,8
25,18,1
25,1,15
25,11,5
25,10,1
25,13,1
25,17,3
25,2,4
25,19,1
25,9,2
25,7,2
25,8,2
25,3,1
25,5,1
26,9,2
26,6,1
26,17,1
26,4,4
26,16,1
26,8,1
26,19,6
26,1,9
26,11,1
26,13,2
26,3,1
26,5,3
26,12,1
27,3,10
27,11,10
27,1,14
27,19,6
27,17,7
27,5,5
27,7,7
27,2,9
27,4,16
27,6,2
27,18,2
27,12,3
27,8,4
27,9,2
27,15,1
27,14,3
27,13,1
28,4,28
28,5,4
28,11,10
28,1,20
28,17,16
28,19,11
28,3,4
28,10,1
28,18,2
28,2,4
28,12,1
28,8,1
29,17,10
29,13,6
29,5,8
29,12,5
29,8,11
29,4,23
29,16,5
29,2,3
29,18,3
29,1,16
29,19,9
29,6,2
29,3,5
29,11,8
29,9,2
29,7,4
30,5,2
30,17,10
30,18,3
30,11,11
30,4,35
30,3,5
30,16,2
30,7,2
30,1,9
30,2,4
30,19,13
30,8,4
30,9,2
30,12,1
31,17,4
31,8,2
31,2,10
31,7,3
31,1,4
31,5,1
31,3,1
31,13,1
31,19,7
31,4,12
31,9,1
31,6,2
31,18,1
31,11,1
