Topic,top_words,seed_coverage
1,"['attack', 'colorado', 'boulder', 'suspect', 'terror', 'people', 'say', 'boulder colorado', 'terror attack', 'man']",0.2
0,"['deportation', 'jewish', 'judge', 'ban', 'trump', 'travel ban', 'travel', 'block deportation', 'attack', 'block']",0.1
