SOURCEURL,Actor1Code,Actor1Name,Actor1EthnicCode,Actor2Code,Actor2Name,EventCode,EventRootCode,EventBaseCode,GoldsteinScale,AvgTone
http://breakingdefense.com/2025/06/republicans-crank-strong-create-house-golden-dome-caucus/,[nan],[nan],[nan],['GOV'],['PRESIDENT'],[51],[5],[51],[3.4],[1.75054704595186]
http://dagblog.com/reader-blogs/sammy-davis-jr-repubs-16757,['USA'],['COLORADO'],[nan],[nan],[nan],[120],[12],[120],[-4.0],[-2.19707057256991]
http://jewishworldreview.com/0625/free_palestein.php,"['PSEREB', 'PSEREB', 'PSEREB', 'PSEREB', 'PSEREB', 'PSEREB', 'PSEREB']","['HAMAS', 'HAMAS', 'HAMAS', 'HAMAS', 'HAMAS', 'HAMAS', 'HAMAS']","[nan, nan, nan, nan, nan, nan, nan]","['USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA']","['UNITED STATES', 'COLORADO', 'COLORADO', 'COLORADO', 'UNITED STATES', 'COLORADO', 'COLORADO']","[181, 181, 181, 43, 43, 43, 43]","[18, 18, 18, 4, 4, 4, 4]","[181, 181, 181, 43, 43, 43, 43]","[-9.0, -9.0, -9.0, 2.8, 2.8, 2.8, 2.8]","[-2.56990818943259, -2.56990818943259, -2.56990818943259, -2.56990818943259, -2.56990818943259, -2.56990818943259, -2.56990818943259]"
http://jewishworldreview.com/0625/skenazy060625.php,['USA'],['COLORADO'],[nan],[nan],[nan],[120],[12],[120],[-4.0],[-8.6561784308846]
"http://northcountrynow.com/premium/theconversation/stories/do-you-know-how-to-prepare-for-your-digital-life-after-death-cu-boulders-student-run-clinic-has,305643",['EDU'],['STUDENT'],[nan],[nan],[nan],[40],[4],[40],[1.0],[0.957760819483302]
"http://northcountrynow.com/stories/stec-walczyk-vote-against-police-radio-access-bill,305358","['USA', 'COP']","['UNITED STATES', 'POLICE']","[nan, nan]","['COP', 'USALEG']","['POLICE', 'NEW YORK STATE']","[14, 14]","[1, 1]","[14, 14]","[0.0, 0.0]","[-0.98039215686275, -0.98039215686275]"
"http://theitem.com/stories/ancient-dna-reveals-new-group-of-people-who-lived-near-land-bridge-between-the-americas,430010","['CVL', 'CVL']","['POPULATION', 'POPULATION']","[nan, nan]","['NMR', 'USA']","['NORTH AMERICA', 'UNITED STATES']","[42, 42]","[4, 4]","[42, 42]","[1.9, 1.9]","[-0.615384615384615, -0.615384615384615]"
http://thepeninsulaqatar.com/article/11/06/2025/qfc-appoints-new-director-of-human-capital,['GOV'],['CHIEF EXECUTIVE'],[nan],[nan],[nan],[51],[5],[51],[3.4],[7.27969348659004]
http://today.az/news/regions/259735.html,"['COL', 'COL']","['COLOMBIA', 'COLOMBIA']","[nan, nan]","['LEG', 'USALEG']","['SENATOR', 'UNITED STATES']","[51, 51]","[5, 5]","[51, 51]","[3.4, 3.4]","[-2.89855072463768, -2.89855072463768]"
http://www.afghanistannews.net/news/278267325/us-president-trump-enforces-new-travel-ban-on-12-nations-sparks-outcry,['AFG'],['AFGHANISTAN'],[nan],[nan],[nan],[110],[11],[110],[-2.0],[-6.96673532546185]
"http://www.baxterbulletin.com/stories/letters-to-the-editor,94469","['GOV', 'GOV', 'USAGOV']","['PRESIDENT', 'PRESIDENT', 'UNITED STATES']","[nan, nan, nan]","[nan, 'USA', nan]","[nan, 'UNITED STATES', nan]","[15, 15, 15]","[1, 1, 1]","[15, 15, 15]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
http://www.bignewsnetwork.com/news/278252737/terror-has-no-place-in-our-countries-all-party-delegation-member-shashi-tharoor-on-colorado-terror-attack,"['USA', 'USA']","['COLORADO', 'COLORADO']","[nan, nan]","['ISR', 'ISR']","['ISRAEL', 'ISRAEL']","[173, 173]","[17, 17]","[173, 173]","[-5.0, -5.0]","[-5.79018439187931, -5.87641593542433]"
http://www.bignewsnetwork.com/news/278253568/uae-condemns-terrorist-attack-in-us-state-of-colorado,['ARE'],['ABU DHABI'],[nan],['UAF'],['TERRORIST'],[18],[1],[18],[3.4],[-7.07964601769916]
http://www.bignewsnetwork.com/news/278254779/excellent-meeting-with-brazil-vice-foreign-minister-and-india-brazil-friendship-front-president-congress-mp-shashi-tharoor,"['COL', 'GUY', 'PAN']","['COLOMBIA', 'GUYANA', 'PANAMA']","[nan, nan, nan]","['USA', 'USA', 'USA']","['UNITED STATES', 'UNITED STATES', 'UNITED STATES']","[36, 36, 36]","[3, 3, 3]","[36, 36, 36]","[4.0, 4.0, 4.0]","[3.10040420574369, 3.10040420574369, 3.10040420574369]"
http://www.bignewsnetwork.com/news/278262793/rubio-vows-to-stand-by-israel-following-icc-sanctions-un-security-council-veto,"['AFR', 'AFR', 'AFR']","['AFRICA', 'AFRICA', 'AFRICA']","[nan, nan, nan]","['COL', 'COL', nan]","['COLOMBIA', 'COLOMBIA', nan]","[51, 51, 51]","[5, 5, 5]","[51, 51, 51]","[3.4, 3.4, 3.4]","[-8.29924007703949, -8.29924007703949, -8.29924007703949]"
http://www.calcuttanews.net/news/278258255/trump-suspends-entry-of-new-international-students-enrolled-at-harvard-cites-national-security-risks,"['USA', 'USA', 'VEN', 'VEN']","['THE US', 'THE US', 'VENEZUELA', 'VENEZUELA']","[nan, nan, nan, nan]","['VEN', 'VEN', 'USA', 'USA']","['VENEZUELA', 'VENEZUELA', 'THE US', 'THE US']","[57, 57, 57, 57]","[5, 5, 5, 5]","[57, 57, 57, 57]","[8.0, 8.0, 8.0, 8.0]","[-4.89731437598736, -4.9311898938976, -4.89731437598736, -4.9311898938976]"
http://www.cbsnews.com/news/colorado-police-responding-to-boulder-pearl-street-mall-attack-multiple-injured/,['JEWCVL'],['JEWISH'],[nan],['CVL'],['COMMUNITY'],[190],[19],[190],[-10.0],[-6.69642857142857]
http://www.econotimes.com/More-Colorado-workplaces-are-becoming-safe-places-for-employees-in-recovery-1711737,"['BUS', 'USALEG', 'USALEG', 'BUS', 'USA']","['BUSINESS', 'COLORADO', 'COLORADO', 'EMPLOYER', 'COLORADO']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'USALEG']","[nan, nan, nan, nan, 'UNITED STATES']","[71, 10, 51, 10, 51]","[7, 1, 5, 1, 5]","[71, 10, 51, 10, 51]","[7.4, 0.0, 3.4, 0.0, 3.4]","[2.51256281407035, 2.51256281407035, 2.51256281407035, -3.53458258998766, 2.51256281407035]"
http://www.econotimes.com/Trump-Enacts-New-Travel-Ban-on-12-Nations-Citing-Terror-Concerns-1712571,['AFG'],['AFGHANISTAN'],[nan],['EGY'],['EGYPT'],[183],[18],[183],[-10.0],[-12.3711340206185]
"http://www.editorandpublisher.com/stories/judge-orders-aurora-police-department-to-release-unedited-bodycam-footage-of-fatal-police-shooting,256239","['JUD', 'JUD', 'USAJUD', 'JUD', 'JUD', 'JUD']","['JUDGE', 'JUDGE', 'UNITED STATES', 'JUDGE', 'JUDGE', 'JUDGE']","[nan, nan, nan, nan, nan, nan]","['COP', 'USA', 'JUD', nan, 'COP', 'COP']","['POLICE', 'UNITED STATES', 'ATTORNEY', nan, 'POLICE', 'POLICE']","[170, 51, 51, 51, 84, 841]","[17, 5, 5, 5, 8, 8]","[170, 51, 51, 51, 84, 84]","[-7.0, 3.4, 3.4, 3.4, 7.0, 7.0]","[-5.40540540540541, -5.40540540540541, -5.40540540540541, -5.40540540540541, -5.40540540540541, -5.40540540540541]"
http://www.femalefirst.co.uk/celebrity/mama-june-shannon-says-family-brought-together-death-daughter-1419695.html,[nan],[nan],[nan],['USA'],['UNITED STATES'],[45],[4],[45],[5.0],[-0.95541401273886]
