SOURCEURL,Actor1Code,Actor1Name,Actor1EthnicCode,Actor2Code,Actor2Name,EventCode,EventRootCode,EventBaseCode,GoldsteinScale,AvgTone
http://chelsearecord.com/2023/10/27/letter-to-the-editor-97/,"['USA', 'USA', 'USA', 'CVL', nan]","['MASSACHUSETTS', 'UNITED STATES', 'UNITED STATES', 'IMMIGRANT', nan]","[nan, nan, nan, nan, nan]","['CVL', 'CVL', 'CHRCTH', 'USA', 'CHRCTH']","['IMMIGRANT', 'IMMIGRANT', 'CATHOLIC', 'MASSACHUSETTS', 'CATHOLIC']","[43, 43, 20, 42, 20]","[4, 4, 2, 4, 2]","[43, 43, 20, 42, 20]","[2.8, 2.8, 3.0, 1.9, 3.0]","[-2.55970275543521, 0.53879310344828, -1.76106030106774, -2.55970275543521, 0.53879310344828]"
http://chelsearecord.com/2023/11/16/gbch-holds-scarlett-soiree/,"['GOV', 'USA', 'USAGOV']","['GOVERNOR', 'UNITED STATES', 'UNITED STATES']","[nan, nan, nan]","[nan, 'USAGOV', 'USA']","[nan, 'UNITED STATES', 'UNITED STATES']","[43, 42, 43]","[4, 4, 4]","[43, 42, 43]","[2.8, 1.9, 2.8]","[3.8235294117647, 3.8235294117647, 3.8235294117647]"
http://chelsearecord.com/2023/11/23/didomenico-secures-funding-for-diabetes-medical-supplies-in-pact-act-3-0/,['LEG'],['SENATE'],[nan],[nan],[nan],[10],[1],[10],[0.0],[-1.08311951214496]
http://chelsearecord.com/2023/11/23/metropolitan-beaches-commission-holds-in-person-meeting/,"[nan, 'USA']","[nan, 'UNITED STATES']","[nan, nan]","['USA', nan]","['UNITED STATES', nan]","[40, 40]","[4, 4]","[40, 40]","[1.0, 1.0]","[3.6144578313253, 0.792752361523824]"
http://chelsearecord.com/author/special/,"[nan, 'CVL']","[nan, 'COMMUNITY']","[nan, nan]","['CVL', nan]","['COMMUNITY', nan]","[42, 43]","[4, 4]","[42, 43]","[1.9, 2.8]","[5.16717325227964, 5.16717325227964]"
http://eastietimes.com/2023/11/08/happy-90th-birthday-gov-dukakis/,"['CVL', nan, 'CVL', 'USA']","['CITIZEN', nan, 'CITIZEN', 'UNITED STATES']","[nan, nan, nan, nan]","[nan, 'CVL', 'USA', 'CVL']","[nan, 'CITIZEN', 'UNITED STATES', 'CITIZEN']","[46, 46, 46, 46]","[4, 4, 4, 4]","[46, 46, 46, 46]","[7.0, 7.0, 7.0, 7.0]","[3.32103321033211, 3.32103321033211, 3.32103321033211, 3.32103321033211]"
http://eastietimes.com/2023/11/08/united-way-of-massachusetts-to-partner-with-local-nonprofits-in-east-boston-and-beyond/,[nan],[nan],[nan],['USA'],['UNITED STATES'],[36],[3],[36],[4.0],[1.87060284177128]
http://everettindependent.com/2023/10/25/mcgonagle-testifies-on-ptsd-related-disability-in-first-responders/,"['GOV', 'USA']","['FIREFIGHTER', 'UNITED STATES']","[nan, nan]","['USAGOV', 'USAGOV']","['MASSACHUSETTS', 'MASSACHUSETTS']","[51, 51]","[5, 5]","[51, 51]","[3.4, 3.4]","[-3.26530612244898, -3.26530612244898]"
http://everettindependent.com/2023/11/02/didomenico-and-colleagues-pass-salary-transparency-bill/,"['FRA', 'FRA']","['FRANCE', 'FRANCE']","[nan, nan]","['BUS', 'LAB']","['EMPLOYER', 'EMPLOYEE']","[20, 10]","[2, 1]","[20, 10]","[3.0, 0.0]","[0.733200692637184, 0.733200692637184]"
http://everettindependent.com/2023/11/08/dph-officials-urge-residents-to-get-vaccinated-ahead-of-the-holiday-season/,['USA'],['MASSACHUSETTS'],[nan],['CVL'],['RESIDENTS'],[20],[2],[20],[3.0],[2.88659793814433]
