day,word,count,tfidf
6,abner,4,0.0015244158429296207
6,abner wight,4,0.0015244158429296207
6,act,5,0.012012756214115027
6,add,3,0.0011433118821972156
6,age,4,0.003986843003906994
6,allege,4,0.014079594680376003
6,america,4,0.01155275183446512
6,american,6,0.01282011577365465
6,announce,4,0.013802374087190155
6,anti,4,0.012376224497930945
6,anuebunwa,4,0.00532792577595457
6,area,4,0.004676526846353893
6,arrest,5,0.012541663515427404
6,asian,3,0.012339052566413369
6,assault,3,0.00786086313568176
6,assign,3,0.0077531103184980445
6,attack,14,0.021758555726900407
6,attorney,4,0.012994557026249073
6,barrel,4,0.0013733586267233346
6,barrett,8,0.002746717253446669
6,barrett say,4,0.0013733586267233346
6,base,5,0.0018869466933190337
6,bear,4,0.0048558421227384765
6,begin,3,0.004924300645911664
6,biden,4,0.012725261715844715
6,big,5,0.012986570456990717
6,bill,7,0.012500121343478195
6,black,26,0.038663160116419855
6,black button,9,0.0030900569101275028
6,black people,4,0.0122576821622536
6,board,5,0.0036586098450798357
6,bottle,3,0.001030018970042501
6,bourbon,11,0.00377673622348917
6,bring,4,0.00901684716316993
6,buffalo,37,0.059124761094964486
6,buffalo new,14,0.025953157123377407
6,buffalo new york,14,0.025953157123377407
6,buffalo supermarket,4,0.011814106118100683
6,build,4,0.005080265396719006
6,business,3,0.001759877251694602
6,button,10,0.003433396566808336
6,call,8,0.01690791644913442
6,care,5,0.0018869466933190337
6,career,4,0.0029868162353383757
6,case,6,0.015614100809137908
6,charge,8,0.016609651947899845
6,child,13,0.007623341601282247
6,city,11,0.020593249579299745
6,come,9,0.013713895745683208
6,community,4,0.005317037919792236
6,company,4,0.0051647370372335305
6,conduct,3,0.007022513580259661
6,connection,4,0.007909245594778883
6,country,6,0.0102371140159889
6,county,3,0.008493483782042914
6,court,4,0.019331333784279387
6,covid,3,0.0038687613647798054
6,crime,8,0.024859450276694617
6,critical,4,0.004300286098178488
6,day,3,0.006789941421604185
6,dead,3,0.008654975830113694
6,death,3,0.006347021005533906
6,decision,3,0.005747248866224504
6,democratic,4,0.012392380542626459
6,democrats,5,0.014276541303337656
6,department,5,0.020163818731940068
6,despite,3,0.005884668854443199
6,destroy,3,0.00458322171409432
6,disease,4,0.004996462242994659
6,dispatcher,7,0.014571051863785354
6,distil,3,0.001030018970042501
6,distiller,3,0.001030018970042501
6,distillery,13,0.004463415536850837
6,distilling,5,0.001716698283404168
6,domestic,4,0.014397837441566717
6,domestic terrorism,3,0.009309746519586314
6,don,3,0.00958535546073848
6,dr,5,0.004841416194781891
6,dream,5,0.009399111876533903
6,dream big,3,0.00840828856440425
6,early,10,0.009998506963897761
6,early treatment,5,0.002146805072996297
6,employee,4,0.00781658958996777
6,encourage,3,0.009446241664492289
6,event,3,0.004142196964817463
6,experience,4,0.0014938043461574038
6,expert,5,0.002146805072996297
6,expert field,3,0.0012880830437977783
6,extradite,3,0.003995944331965927
6,face,3,0.005856550780042967
6,facquet,4,0.0013733586267233346
6,facquet say,3,0.001030018970042501
6,fairport,5,0.0019055198036620259
6,family,5,0.010889781100727535
6,fatally,3,0.011736034494483176
6,fear,3,0.009375280695247136
6,federal,7,0.01317293072479544
6,field,5,0.0027921917890504876
6,fight,3,0.006900855005017772
6,film,4,0.018130509123206864
6,find,4,0.012830926585183474
6,fire,5,0.015441984090753296
6,follow,3,0.014529548195218848
6,fraud,3,0.004534284484274282
6,friday,3,0.007944106763629727
6,gendron,4,0.01068585781122397
6,general,4,0.01603640988973686
6,girl,3,0.010269492365835724
6,go,4,0.006056170243488401
6,good,4,0.0029047886335350076
6,government,5,0.011508709936815853
6,governor,3,0.00754496527351103
6,great,4,0.014263100854767
6,grocery,6,0.01156164571506619
6,grocery store,5,0.010577047477987048
6,gun,9,0.03053293440872982
6,gunman,4,0.011156675709852413
6,guy,3,0.004135571829459636
6,hang,3,0.00793878607560617
6,happen,3,0.002405686886344589
6,hate,9,0.028021604939527562
6,hate crime,7,0.02347242385647343
6,health,4,0.0059339404079108305
6,help,3,0.00494569315905153
6,high,3,0.009693891158703054
6,highly,3,0.007009353343977787
6,historic,7,0.0026677277251268366
6,historic marker,6,0.002286623764394431
6,history,12,0.01010408439563296
6,hold,5,0.017167595637540285
6,home,3,0.00277857438249656
6,honor,4,0.01945906175816464
6,hope,4,0.003975126619345994
6,horrific,3,0.008514360112658832
6,hospital,3,0.0012880830437977783
6,house,15,0.02638474110225018
6,house press,3,0.010373364707940393
6,incident,3,0.00802973540212229
6,include,7,0.008948409788707267
6,increase,3,0.006593012789144471
6,industry,6,0.002060037940085002
6,infectious,3,0.0012880830437977783
6,infectious disease,3,0.0012880830437977783
6,influence,3,0.0060288179180047734
6,information,8,0.005375575866510435
6,injure,3,0.009409109163923676
6,instead,3,0.004859710673134291
6,joe,5,0.013374123567325192
6,justice,5,0.01680313682585071
6,kentucky,4,0.0013733586267233346
6,kill,11,0.022172748317048532
6,know,4,0.009010914375376693
6,late,4,0.01770203692951229
6,lead,6,0.009692911328147348
6,leave,5,0.015346846998425907
6,life,9,0.01535044512217502
6,live,5,0.011449309972016992
6,local,6,0.008897070003047416
6,long,5,0.00492548916133548
6,man,9,0.026031295402859537
6,mark,4,0.0059051724370370335
6,marker,11,0.0041921435680564575
6,mass,11,0.02264197250011378
6,mass shooting,9,0.018751478328247383
6,mass shooting buffalo,6,0.01551311042088717
6,mayor,4,0.010408456066146978
6,medical,16,0.006869776233588151
6,medium,11,0.023210172258204122
6,moment,4,0.007894714729937953
6,motivated,7,0.016625104188463018
6,movie,5,0.014085331718816149
6,murder,6,0.0221894105513515
6,neighborhood,4,0.013027544582446692
6,new,63,0.060910120943644244
6,new york,48,0.047143809120017775
6,new york city,5,0.014791392776160452
6,new york state,4,0.0013266666252963236
6,news,4,0.011280325742059465
6,number,5,0.006762733149812309
6,official,6,0.01052189539081229
6,old,16,0.028469314482963724
6,open,4,0.008681957042575404
6,outside,4,0.00455915666296371
6,pandemic,4,0.007183418305808573
6,past,4,0.007824001433058602
6,patient,5,0.002146805072996297
6,patterson,3,0.009280521220885865
6,pay,3,0.006139526766483133
6,payton,4,0.01068585781122397
6,payton gendron,4,0.01068585781122397
6,people,21,0.04279453158144061
6,people kill,3,0.009510420993504173
6,place,4,0.011984786616639615
6,plaque,3,0.0011433118821972156
