GlobalEventID,date,source_index,subject,relation,object,sbert_text,embedding_json
298182819,20140521,19,$ 500 month,is in,rent,$ 500 month is in rent,"[0.08315069228410721, 0.002318076090887189, 0.03747280314564705, 0.05199465900659561, -0.014185494743287563, 0.017081936821341515, -0.024978168308734894, -0.021441273391246796, -0.01994999311864376, 0.055160410702228546, -0.009767068549990654, -0.012795960530638695, 0.001537350588478148, 0.011278034187853336, -0.04621020331978798, 0.05078650265932083, 0.079921193420887, 0.0011672265827655792, 0.032541003078222275, -0.01401494536548853, 0.015106272883713245, -0.03951291739940643, -0.03767221048474312, -0.07429254055023193, 0.11863332241773605, 0.039626967161893845, 0.04905758425593376, 0.07421433180570602, 0.00891761016100645, 0.11225569248199463, 0.030883913859725, 0.05763918533921242, 0.01214662566781044, -0.043825481086969376, 0.03263108432292938, 0.1028614342212677, 0.0013567074202001095, -0.0153418630361557, 0.04125608876347542, -0.05542860925197601, 0.05208689346909523, 0.06459686905145645, 0.04009217023849487, -0.01870446279644966, -0.005037700291723013, 0.047259967774152756, -0.04244646802544594, 0.10445856302976608, 0.045662108808755875, 0.012355000711977482, 0.055893052369356155, 0.04111858457326889, -0.044872574508190155, 0.044860780239105225, 0.008132766000926495, -0.0812062919139862, 0.039222486317157745, -0.0030325644183903933, 0.04095892980694771, -0.04718097671866417, 0.028091825544834137, 0.02495763450860977, -0.008786669000983238, 0.0809360072016716, 0.034624405205249786, 0.01505954284220934, -0.005250262562185526, -0.004288019146770239, -0.07644788920879364, -0.032926417887210846, -0.07976871728897095, -0.0024261795915663242, -0.014086555689573288, -0.013658218085765839, 0.12073943018913269, 0.08789870142936707, 0.04539799317717552, 0.06273021548986435, 0.05789758637547493, -0.01926911622285843, -0.06458266824483871, -0.056159086525440216, -0.08053991198539734, -0.03477735072374344, -0.06882725656032562, 0.006716516334563494, -0.022465158253908157, -0.007648764178156853, -0.008140084333717823, -0.035474129021167755, 0.10158155858516693, -0.016352001577615738, 0.0352289043366909, -0.006877734325826168, -0.06138990446925163, 0.020327985286712646, -0.04812845587730408, -0.020552491769194603, -0.03563385456800461, 0.07451222836971283, 0.008145504631102085, -0.05282927677035332, -0.026160147041082382, -0.04468676075339317, -0.027595406398177147, -0.03513855114579201, 0.12308522313833237, 0.013204868882894516, -0.03279402479529381, 0.0364219956099987, -0.040256671607494354, -0.06986187398433685, 0.062733955681324, -0.016296830028295517, 0.02976934239268303, 0.012149462476372719, -0.01904265210032463, 0.021556250751018524, 0.11059876531362534, 0.05117083340883255, 0.1053772121667862, 0.01049663033336401, -0.07108217477798462, -0.0019711351487785578, -0.03641578555107117, -0.09839560836553574, 0.005125165916979313, -2.331372639665228e-33, 0.11962546408176422, 0.061544716358184814, 0.031856242567300797, 0.0442107729613781, -0.015501590445637703, 0.03454887494444847, 0.08980382978916168, 0.0864291787147522, 0.022250162437558174, 0.05246485397219658, 0.04248689115047455, 0.016502974554896355, -0.015072528272867203, 0.018067948520183563, -0.018552549183368683, 0.015193875879049301, 0.07880417257547379, -0.0009966592770069838, -0.02205059491097927, 0.026051484048366547, -0.0676085576415062, 0.011325886473059654, 0.09301799535751343, -0.0175409447401762, -0.02011978253722191, -0.00698805833235383, 0.04942215234041214, -0.052731964737176895, 0.0979362428188324, 0.030118227005004883, -0.040199313312768936, 0.042686451226472855, 0.06527761369943619, -0.08886011689901352, -0.009272893890738487, 0.05595191940665245, 0.04846988990902901, -0.0026009611319750547, -0.06273587793111801, -0.0015912263188511133, -0.05656322464346886, -0.031359635293483734, -0.03406833857297897, 0.014590004459023476, -0.0043236748315393925, 0.03212657943367958, 0.05453719571232796, -0.05067359656095505, -0.023097526282072067, -0.02366805076599121, -0.07255328446626663, -0.04311307147145271, -0.11665195971727371, 0.023917466402053833, -0.08134719729423523, 0.022854464128613472, 0.07473009824752808, -0.052817098796367645, 0.020963480696082115, -0.04837527871131897, -0.11553584039211273, 0.0025575109757483006, 0.037735238671302795, 0.04729492589831352, -0.04608503356575966, -0.057244181632995605, 0.013190727680921555, 0.023334477096796036, 0.03722710534930229, 0.047604769468307495, -0.017999738454818726, -0.03195450082421303, 0.05470268800854683, -0.00016712816432118416, -0.04528004303574562, 0.010577255859971046, 0.01183074340224266, -0.016200251877307892, -0.033580098301172256, 0.058753546327352524, 0.03378856182098389, -0.05449146404862404, -0.00492300046607852, 0.07503668963909149, 0.01438290998339653, 0.03856668621301651, 0.06523540616035461, 0.058233678340911865, -0.011088864877820015, -0.0036533477250486612, 0.04400588199496269, 0.006035020109266043, 0.008807612583041191, -0.09757621586322784, 0.04357354715466499, 7.586505082850211e-35, -0.05796337127685547, 0.0012196172028779984, 0.005328735336661339, -0.03201666474342346, -0.051173899322748184, 0.01471635326743126, -0.04907389357686043, 0.019655313342809677, -0.01550921332091093, 0.09906468540430069, -0.10562995821237564, -0.09271852672100067, 0.07061121612787247, 0.1109955683350563, -0.03126227483153343, 0.02610335312783718, -0.00029349143733270466, -0.06611024588346481, 0.020383508875966072, 0.011262602172791958, -0.019470397382974625, 0.06584583222866058, 0.08067680150270462, 0.03849679231643677, 0.014411904849112034, 0.010864238254725933, -0.07418038696050644, 0.12341102212667465, -0.08003260940313339, 0.02356238290667534, -0.11035795509815216, -0.02020682394504547, -0.0946502685546875, -0.0025236853398382664, -0.01075874175876379, 0.01819414272904396, -0.010485582053661346, 0.06450513750314713, -0.07328415662050247, 0.06781761348247528, 0.052018243819475174, -0.05807461217045784, -0.03721006587147713, -0.06955503672361374, 0.07480377703905106, -0.08726434409618378, -0.00023439472715836018, -0.05200522020459175, 0.07456174492835999, 0.014285407960414886, -0.04727775231003761, -0.005403572227805853, -0.0464705154299736, 0.0340409055352211, -0.011107674799859524, -0.0011780306231230497, 0.010868469253182411, 0.027446437627077103, -0.051553331315517426, -0.021990634500980377, -0.011192535981535912, 0.09168301522731781, -0.0008532883948646486, 0.011622810736298561, -0.032663729041814804, 0.050833724439144135, 0.0026535417418926954, -0.1201079711318016, 0.028427889570593834, -0.043664466589689255, -0.05456051602959633, -0.09345328062772751, 0.02138909138739109, -0.052691180258989334, -0.07065021246671677, 0.11204231530427933, 0.04960427060723305, -0.04658404365181923, 0.05111600086092949, 0.016756536439061165, -0.09099535644054413, -0.006784479133784771, -0.009208382107317448, 0.00897038634866476, -0.021357038989663124, -0.11048420518636703, -0.048538509756326675, -0.0016019014874473214, -0.03713621944189072, -0.0011391396401450038, -0.03416704013943672, 0.04652416706085205, -0.06158223748207092, -0.08925790339708328, 0.024187704548239708, -1.4862339803300983e-08, -0.024858981370925903, 0.04740898683667183, 0.01365773193538189, -0.040632326155900955, 0.017641879618167877, -0.06417787820100784, 0.0954979881644249, -0.013196288608014584, 0.01698143221437931, 0.04369519650936127, 0.03655453771352768, -0.07411016523838043, 0.04143625125288963, -0.03887416422367096, -0.09394685178995132, 0.033665936440229416, -0.04527987167239189, -0.03289872780442238, -0.030431201681494713, 0.02503250353038311, -0.029338175430893898, 0.007958734408020973, -0.028634825721383095, 0.028123509138822556, -0.04808417335152626, -0.07873863726854324, -0.06262034922838211, 0.0862874984741211, 0.01965966448187828, -0.003930290229618549, -0.054064590483903885, 0.031905364245176315, -0.06139800697565079, -0.09592153877019882, -0.005356662441045046, 0.001383449649438262, -0.014291128143668175, 0.009931376203894615, -0.032243628054857254, 0.016786469146609306, 0.00624648155644536, -0.06877122819423676, -0.0031534256413578987, -0.056959643959999084, -0.05850166454911232, -0.014347945339977741, -0.004991399124264717, -0.05698521062731743, 0.04871096834540367, -0.06333900988101959, -0.01784065179526806, 0.06056305766105652, -0.04092753306031227, -0.05123761668801308, -0.012350056320428848, -0.06246466189622879, 0.01955018751323223, 0.009121425449848175, -0.10018365830183029, 0.04832959175109863, -0.09893269091844559, -0.0531885027885437, -0.011003755033016205, -0.05218074098229408]"
298224590,20140521,27,%,are in,three Arizona counties,% are in three Arizona counties,"[0.13485223054885864, -0.0889977514743805, -0.136107936501503, 0.0711311623454094, -0.04975001886487007, -0.030295368283987045, 0.0002693874994292855, -0.07145778834819794, -0.01367613859474659, 0.029816506430506706, 0.07577746361494064, -0.04275783896446228, 0.058238524943590164, 0.10696473717689514, 0.049242615699768066, 0.04982702061533928, -0.0074282120913267136, 0.02364136092364788, -0.06809226423501968, -0.0266759991645813, -0.012652010656893253, 0.024002302438020706, 0.08719932287931442, 0.004487250931560993, 0.0931493490934372, 0.03140558674931526, -0.02997610718011856, 0.04506377875804901, -0.008151568472385406, -0.016179189085960388, -0.04651106521487236, 0.01876957155764103, 0.0593457967042923, -0.06377427279949188, 0.003384065581485629, -0.07609999924898148, -0.042884938418865204, -0.006449290085583925, -0.02342500351369381, 0.05564293637871742, 0.047546129673719406, 0.049515578895807266, -0.024777473881840706, 0.026930073276162148, -0.1430809199810028, 0.05343169346451759, -0.05099121481180191, 0.02451164461672306, 0.08376093953847885, 0.04372300207614899, 0.0023887590505182743, 0.01367385033518076, 0.031187286600470543, 0.06290418654680252, 0.0010371021926403046, -0.0015804568538442254, -0.00811035092920065, 0.07879475504159927, -0.12803184986114502, 0.0038617283571511507, 0.028008587658405304, 0.04898296296596527, -0.05114756524562836, -0.013745764270424843, -0.04564143344759941, 0.018038639798760414, -0.09718590974807739, -0.060210518538951874, -0.04322023689746857, -0.07017030566930771, 0.008642833679914474, 0.0156374741345644, -0.0026299029123038054, -0.06474842131137848, 0.0005371349980123341, 0.045160286128520966, 0.07580847293138504, 0.07830000668764114, -0.009746026247739792, -0.08201637864112854, -0.005386408884078264, -0.08975014835596085, 0.020537681877613068, -0.018019866198301315, -0.0508730411529541, 0.0035515252966433764, -0.0074238465167582035, -0.021587936207652092, -0.019182756543159485, 0.010918112471699715, 0.002923044376075268, 0.09930717945098877, 0.0029099429957568645, -0.04765976220369339, 0.04978116974234581, 0.04723631590604782, -0.07981797307729721, -0.056346818804740906, -0.02403797022998333, 0.06800267845392227, 0.01086094044148922, -0.03995661437511444, -0.013449755497276783, -0.04954647645354271, -0.0383169911801815, -0.03153420612215996, -0.070205919444561, 0.08453181385993958, -0.0845910832285881, 0.08869519829750061, 0.07592986524105072, -0.016289005056023598, 0.0689215362071991, 0.036468081176280975, 0.022778155282139778, 0.04468882828950882, 0.09699354320764542, 0.02221672423183918, 0.03608878329396248, 0.02041490748524666, -0.026793351396918297, 0.007675500120967627, -0.03619445115327835, 0.04520024359226227, 0.14171409606933594, -0.013138901442289352, -0.06271102279424667, -2.5344359826919166e-33, 0.046239424496889114, 0.027270298451185226, -0.07172581553459167, 0.0369059294462204, -0.044451940804719925, 0.027866536751389503, 0.04834284633398056, 0.010663451626896858, 0.018063507974147797, -0.03635101765394211, 0.01747194677591324, 0.0005818619974888861, 0.07335290312767029, -0.06359260529279709, 0.0055336239747703075, 0.03318580612540245, -0.11225990951061249, 0.027502555400133133, -0.0913425087928772, 0.018517186865210533, -0.05560486763715744, 0.0562724843621254, -0.06191251054406166, 0.025332357734441757, -0.09396502375602722, 0.0629456490278244, 0.0026591194327920675, -0.029494687914848328, -0.01739358715713024, -0.010965082794427872, 0.08874788135290146, 0.008707106113433838, -0.01610744372010231, -0.005020047537982464, -0.029244888573884964, 0.05856328085064888, -0.007513703312724829, 0.025729501619935036, -0.04298580810427666, 0.10687609016895294, -0.06367269903421402, -0.07251118123531342, 0.08689973503351212, 0.041338417679071426, -0.08469614386558533, -0.05021773651242256, 0.01687910407781601, 0.015304571017622948, -0.023030590265989304, 0.010311386547982693, -0.02364259399473667, 0.01016823947429657, 0.018014373257756233, 0.004283400252461433, -0.05550062656402588, -0.08387485146522522, -0.0991026908159256, 0.041576988995075226, 0.06696570664644241, 0.003339662216603756, -0.01706174574792385, -0.006991256959736347, -0.05941169708967209, -0.006864333525300026, -0.0738452672958374, -0.025623930618166924, 0.0017239096341654658, 0.008694893680512905, 0.022882649675011635, 0.08691462874412537, 0.09363064914941788, 0.006153538357466459, 0.03381532430648804, 0.06341657042503357, -0.026419352740049362, -0.0230889730155468, 0.07151235640048981, 0.018944058567285538, 0.07105296105146408, -0.014475898817181587, -0.08689196407794952, -0.020350752398371696, 0.013338504359126091, -0.016560401767492294, -0.012049377895891666, -0.00924634002149105, 0.025230100378394127, -0.013544711284339428, -0.017068961635231972, -0.0038502425886690617, 0.003735537175089121, 0.011589215137064457, 0.06288908421993256, -0.037620846182107925, 0.004726579412817955, 9.69923347737509e-34, -0.0939897820353508, 0.01736469939351082, -0.03769761323928833, 0.02983899787068367, -0.014600745402276516, -0.043284740298986435, 0.008896925486624241, -0.040520600974559784, 0.0017555711092427373, -0.025856338441371918, -0.02488107420504093, 0.010098695755004883, -0.05063541978597641, -0.04110877960920334, -0.012154949828982353, -0.06562601774930954, 0.0402754470705986, -0.04934035986661911, 0.06377843022346497, -0.0044126929715275764, -0.023043809458613396, 0.012680931948125362, -0.03365611657500267, 0.13352151215076447, 0.029558662325143814, -0.042842965573072433, -0.1350821852684021, -0.11562863737344742, -0.0204984899610281, 0.03527208790183067, -0.003880827222019434, -0.12125741690397263, 0.02148914523422718, 0.020809631794691086, -0.11262798309326172, -0.06028040871024132, -0.0203203484416008, -0.00787887629121542, -0.03844773396849632, 0.03275968134403229, 0.004946845583617687, -0.008772321045398712, -0.004831837955862284, 0.09711994230747223, -0.07977422326803207, 0.0714765191078186, 0.07479453831911087, 0.002748977392911911, 0.0008233249536715448, 0.02038871869444847, -0.017188698053359985, 0.0177573524415493, -0.018890701234340668, 0.0744749903678894, -0.008340946398675442, 0.03451435640454292, 0.03809502348303795, 0.0027468574699014425, -0.09558011591434479, 0.08130431175231934, 0.028508033603429794, 0.07584775984287262, 0.07080144435167313, -0.052391890436410904, 0.06292550265789032, -0.04592518135905266, -0.008665834553539753, 0.04693880304694176, 0.006732257083058357, 0.018447861075401306, -0.0003708263102453202, -0.014315284788608551, 0.008198335766792297, -0.005926812533289194, -0.029416734352707863, 0.0595257543027401, 0.053363870829343796, 0.08020046353340149, -0.01166573166847229, 0.03128734230995178, -0.027246298268437386, -0.07755344361066818, -0.05411364510655403, 0.013141974806785583, -0.06337203830480576, 0.03245827183127403, 0.05652238801121712, -0.05842139571905136, -0.0403207466006279, -0.05176936835050583, -0.06587628275156021, 0.035503827035427094, 0.005268776789307594, 0.03677345812320709, -0.0350542888045311, -1.4550156635095846e-08, 0.07049237936735153, 0.021826883777976036, -0.0211245846003294, 0.03596385195851326, 0.008188355714082718, 0.10030527412891388, 0.05458773672580719, 0.1242990791797638, -0.021098800003528595, 0.06302996724843979, 0.0709279403090477, -0.03232491761445999, -0.06316287070512772, -0.025461507961153984, -0.035139765590429306, -0.020239027217030525, 0.029702896252274513, 0.10020386427640915, 0.0014995135134086013, -0.0767807811498642, -0.06308972090482712, 0.023544101044535637, -0.0693790540099144, -0.0237519983202219, -0.004508109297603369, 0.06474079191684723, -0.035406939685344696, 0.09791836887598038, -0.039835043251514435, -0.032181259244680405, -0.012940793298184872, -0.05107107013463974, 0.02503351867198944, -0.037850525230169296, 0.0063416613265872, -0.0200536847114563, 0.030861565843224525, 0.01697535626590252, -0.04818654805421829, -0.014534108340740204, 0.030558137223124504, 0.020570123568177223, 0.030012868344783783, 0.019542742520570755, -0.03140673413872719, -0.0407390370965004, 0.034373290836811066, -0.05638308450579643, 0.08048207312822342, -0.01963670924305916, 0.015160750597715378, -0.01959383115172386, -0.0049672857858240604, 0.05767463147640228, 0.03832414373755455, -0.018245279788970947, 0.03891225904226303, -0.1003534272313118, -0.035058826208114624, 0.04485711827874184, 0.03687966614961624, -0.0006150468252599239, 0.006482088938355446, 0.007883663289248943]"
298231728,20140521,34,*,were,convinced,* were convinced,"[-0.060551345348358154, 0.05810117721557617, 0.05944480001926422, 0.04686314985156059, 0.06514568626880646, -0.036694422364234924, 0.06548226624727249, -0.010919380001723766, 0.04730919748544693, 0.026027461513876915, -0.0018294507171958685, -0.02506914548575878, 0.07978393882513046, 0.006480890791863203, 0.022665774449706078, -0.025933636352419853, -0.032014135271310806, -0.02994391694664955, -0.03689860180020332, 0.06466702371835709, -0.13487103581428528, -0.01884988136589527, 0.007988991215825081, 0.004832952283322811, 0.050724778324365616, 0.06789834797382355, 0.012045307084918022, 0.0074867247603833675, 0.04879087582230568, 0.02918190509080887, 0.028792597353458405, 0.040664032101631165, 0.0799785703420639, -0.0238559041172266, 0.07525048404932022, -0.0302546676248312, -0.0031685647554695606, 0.0014282995834946632, 0.03938692435622215, 0.005643884651362896, 0.017424235120415688, -0.09234486520290375, 0.05322998762130737, 0.03198538348078728, -0.0224675964564085, -0.002168230479583144, 0.011799763888120651, 0.0638575404882431, 0.004028964787721634, 0.014382973313331604, -0.009903396479785442, -0.06516735255718231, -0.02031709812581539, -0.12588036060333252, 0.004676242358982563, -0.0792769342660904, 0.06323729455471039, -0.050287190824747086, 0.06718634068965912, 0.024828670546412468, 0.03277551010251045, 0.00688298000022769, -0.09128326177597046, -0.025920474901795387, 0.0072578187100589275, 0.1540030837059021, -0.010205747559666634, 0.011956528760492802, -0.0002987304178532213, 0.08527186512947083, 0.14129243791103363, 0.002027133945375681, -0.010998571291565895, -0.04840109497308731, 0.0006570334662683308, -0.08232886344194412, 0.046361882239580154, -0.031341008841991425, 0.029548408463597298, -0.07610924541950226, -0.08842533826828003, -0.0500117763876915, -0.03432619199156761, -0.04166516289114952, 0.021137718111276627, 0.021644825115799904, -0.035174570977687836, -0.020830804482102394, -0.11125558614730835, 0.0037895001005381346, 0.01617632433772087, -0.06912249326705933, -0.07928580790758133, 0.06654644757509232, -0.04422038421034813, -0.0038365074433386326, -0.038022078573703766, 0.06702347099781036, 0.01904412731528282, 0.14420579373836517, -0.0441666841506958, 0.03692476078867912, 0.013964049518108368, 0.0005499720573425293, 0.002674304647371173, -0.05754777416586876, -0.01603616587817669, 0.010021358728408813, 0.121523916721344, 0.016497228294610977, -0.020093506202101707, -0.04475652426481247, 0.004912769887596369, 0.11510851979255676, 0.05347563698887825, 0.045444030314683914, 0.03899257257580757, 0.026045525446534157, -0.059303730726242065, -0.06303440779447556, 0.04134061560034752, -0.00023068208247423172, 0.009130015969276428, 0.026372890919446945, 0.043278977274894714, -0.054497238248586655, 0.017875531688332558, -3.9393669943275445e-33, 0.08086397498846054, 0.08253252506256104, -0.010210130363702774, 0.032752253115177155, -0.009466505609452724, 0.01026136614382267, 0.013439333997666836, 0.022429250180721283, -0.019922321662306786, 0.042007926851511, -0.09843850135803223, 0.11155959218740463, -0.03179461508989334, -0.026890048757195473, 0.012100422754883766, -0.007669553626328707, -0.0320410430431366, 0.0028456314466893673, -0.047948047518730164, -0.011617522686719894, -0.047477900981903076, 0.0549737811088562, 0.018252357840538025, -0.05976894125342369, -0.06616982072591782, -0.04044641926884651, 0.006727980449795723, 0.07983403652906418, 0.04361752048134804, 0.022440867498517036, 0.0415307842195034, 0.010018054395914078, 0.008096450939774513, 0.06492861360311508, -0.048035379499197006, 0.039182908833026886, 0.042094532400369644, -0.10825445502996445, -0.026470784097909927, -0.01060427539050579, -0.04679238423705101, -0.017102789133787155, 0.00203107506968081, -0.0036423031706362963, 0.06086106225848198, 0.0930609405040741, -0.10946743935346603, -0.06024985387921333, -0.03459900990128517, 0.004272771067917347, 0.00218194629997015, 0.03928454965353012, 0.035428840667009354, -0.05151102691888809, 0.024006115272641182, 0.009387299418449402, -0.036629270762205124, 0.10753267258405685, 0.09388210624456406, 0.02924233302474022, -0.013828159309923649, 0.03270070254802704, -0.008578508161008358, -0.12107157707214355, -0.16790643334388733, 0.03133278340101242, -0.013773210346698761, -0.027811570093035698, 0.04969005286693573, 0.01169364620000124, -0.0849725529551506, 0.045648232102394104, -0.032818131148815155, 0.01855713129043579, -0.06304700672626495, -0.08377931267023087, -0.06459718197584152, 0.08673470467329025, -0.02382216975092888, -0.02677372843027115, 0.02648252062499523, -0.07591444253921509, -0.027232708409428596, 0.010444100014865398, 0.03637804090976715, 0.02693925052881241, 0.02504088543355465, -0.11138714849948883, -0.09944108128547668, 0.049869757145643234, -0.031124480068683624, 0.042436402291059494, 0.012997043319046497, 0.014383133500814438, -0.06918445974588394, 2.714185782992945e-33, -0.059152718633413315, 0.038318928331136703, -0.048934824764728546, -0.003470504190772772, -0.06384079158306122, -0.030029643326997757, 0.030849138274788857, -0.004137077368795872, -0.013671166263520718, -0.06164378672838211, 0.04859638959169388, -0.00837107002735138, 0.07239438593387604, 2.1291058146744035e-05, 0.028615109622478485, -0.03425566479563713, 0.028416156768798828, -0.01736452616751194, 0.016274653375148773, -0.013888178393244743, -0.00013436451263260096, -0.03368716314435005, -0.06561503559350967, 0.03302545100450516, -0.006404064130038023, 0.08159245550632477, 0.0729670599102974, 0.02007148042321205, -0.05202096700668335, 0.006958810146898031, 0.05060062184929848, -0.0019038341706618667, -0.10643139481544495, 0.011583449319005013, -0.007769250310957432, 0.027929140254855156, 0.009326856583356857, 0.04821162298321724, 0.010158025659620762, 0.022432582452893257, -0.04732564464211464, -0.04421907663345337, -0.06008979305624962, -0.0011480927933007479, -0.04346717894077301, -0.02481662854552269, 0.10752815008163452, 0.08747740834951401, 0.044781751930713654, 0.09189499169588089, -0.046450868248939514, -0.011904963292181492, -0.06091536208987236, -0.051305998116731644, -0.04706639051437378, 0.0555470734834671, -0.013838334009051323, -0.020506730303168297, -0.04276449233293533, -0.06630272418260574, -0.0694509744644165, 0.0476335808634758, 0.03413129970431328, -0.0061473548412323, 0.023104632273316383, -0.05269082635641098, -0.010953035205602646, 0.10747189819812775, -0.030607596039772034, 0.03716250881552696, -0.0045781745575368404, 0.05035058781504631, -0.0769113078713417, 0.0635216012597084, 0.04888223856687546, -0.04999760165810585, -0.13184493780136108, -0.02762947976589203, 0.025114713236689568, -0.009561771526932716, -0.019869733601808548, -0.0017234215047210455, -0.004429908934980631, 0.05434904247522354, -0.007282801438122988, 0.047582872211933136, 0.01871584728360176, -0.011735938489437103, 0.016193661838769913, 0.04082446172833443, 0.03486314415931702, -0.041255172342061996, 0.1552550494670868, 0.03728821128606796, -0.03254249691963196, -1.773410751582105e-08, 0.003817151300609112, 0.024602338671684265, -0.001442433218471706, -0.012769288383424282, 0.06422597914934158, 0.03423025831580162, 0.0018837532261386514, -0.00022300459386315197, -0.0170054342597723, 0.034453313797712326, -0.025315500795841217, 0.024567386135458946, -0.005094101186841726, 0.012324810959398746, 0.030344126746058464, -0.025076543912291527, -0.0795566588640213, -0.016368193551898003, -0.05838119238615036, 0.05716070160269737, 0.04888298735022545, 0.006593140307813883, -0.04915369302034378, -0.013662255369126797, 0.06327611207962036, -0.012153919786214828, -0.053775105625391006, 0.03225860744714737, -0.005832801107317209, 0.07161218672990799, -0.020004555583000183, -0.1392856240272522, -0.1034572497010231, 0.0009782453998923302, -0.04405927658081055, -0.04128516837954521, 0.05511819198727608, 0.04450076073408127, 0.06621796637773514, -0.05033746361732483, -0.0567793995141983, 0.041491612792015076, 0.04373124986886978, -0.028045790269970894, -0.02975434437394142, 0.01755710504949093, 0.05503474548459053, 0.035146355628967285, -0.053050000220537186, -0.02319297567009926, 0.034306224435567856, 0.04962638393044472, 0.011798501014709473, 0.04466249421238899, 0.05324128270149231, -0.012607160024344921, -0.04441731423139572, 0.03145204484462738, -0.05625530704855919, 0.0035472253803163767, 0.10531620681285858, 0.005054945591837168, 0.04905959963798523, 0.02494695596396923]"
