Topic,top_words,seed_coverage
0,"['hurricane', 'florida', 'milton', 'hurricane milton', 'helene', 'storm', 'hurricane helene', 'state', 'say', 'help']",0.3
1,"['helene', 'crew', 'hurricane helene', 'boulder', 'nasa', 'tropical', 'dragon', 'astronaut', 'tropical storm', 'spacecraft']",0.1
2,"['witt', 'trump', 'tiktoker', 'liberty university', 'new', 'university', 'new yorker', 'emily witt', 'yorker', 'new york']",0.0
