day,EventBaseCode_counts,count
-7,13,12
-7,100,6
-7,51,13
-7,20,14
-7,172,5
-7,112,9
-7,40,9
-7,42,28
-7,43,32
-7,141,2
-7,111,3
-7,128,1
-7,70,1
-7,83,3
-7,36,3
-7,120,2
-7,125,1
-7,80,1
-7,60,2
-7,173,14
-7,16,1
-7,10,16
-7,84,2
-7,24,6
-7,110,3
-7,190,2
-7,192,1
-7,75,3
-7,90,6
-7,30,3
-7,14,4
-7,15,3
-7,130,1
-7,71,5
-7,31,2
-7,57,2
-7,194,1
-7,12,3
-7,115,1
-7,46,4
-7,123,1
-7,11,1
-7,138,1
-7,129,1
-7,182,2
-7,186,2
-7,160,1
-7,81,1
-7,161,1
-7,181,1
-7,180,1
-7,23,1
-7,41,1
-6,43,6
-6,36,13
-6,190,10
-6,20,5
-6,12,4
-6,70,1
-6,10,7
-6,174,2
-6,193,2
-6,173,9
-6,110,4
-6,112,6
-6,120,4
-6,72,1
-6,114,1
-6,141,1
-6,51,5
-6,60,3
-6,42,6
-6,56,1
-6,84,2
-6,182,2
-6,40,4
-6,50,2
-6,90,2
-6,46,6
-6,181,1
-6,111,2
-6,17,1
-6,80,1
-6,83,2
-6,30,2
-6,100,1
-5,20,5
-5,193,4
-5,84,4
-5,124,2
-5,42,6
-5,43,6
-5,182,1
-5,190,2
-5,10,7
-5,13,2
-5,51,7
-5,57,2
-5,81,2
-5,173,4
-5,46,4
-5,36,2
-5,45,1
-5,90,2
-5,17,1
-5,131,2
-4,43,11
-4,42,10
-4,51,6
-4,190,4
-4,193,5
-4,20,7
-4,10,6
-4,36,3
-4,12,2
-4,40,2
-4,70,1
-4,124,2
-4,90,3
-4,91,1
-4,60,2
-4,50,4
-4,180,2
-4,173,2
-4,112,2
-4,46,1
-4,15,2
-4,130,3
-4,120,1
-4,81,1
-4,141,1
-4,172,3
-3,112,6
-3,35,1
-3,90,9
-3,120,4
-3,51,15
-3,10,8
-3,141,5
-3,73,1
-3,70,4
-3,20,14
-3,173,8
-3,42,9
-3,160,1
-3,22,1
-3,16,1
-3,193,10
-3,190,5
-3,182,3
-3,36,3
-3,17,3
-3,14,3
-3,110,2
-3,130,1
-3,43,4
-3,46,7
-3,84,4
-3,114,1
-3,83,2
-3,111,1
-3,13,3
-3,181,3
-3,71,2
-3,33,1
-2,173,11
-2,51,17
-2,36,7
-2,110,2
-2,81,3
-2,43,9
-2,42,12
-2,71,3
-2,193,4
-2,182,2
-2,12,2
-2,62,1
-2,40,18
-2,190,18
-2,20,8
-2,10,17
-2,50,1
-2,17,3
-2,13,7
-2,60,1
-2,120,2
-2,181,1
-2,70,1
-2,160,1
-2,111,3
-2,151,2
-2,22,1
-2,129,1
-2,141,1
-2,87,1
-2,100,3
-2,84,1
-2,23,1
-2,30,1
-2,33,4
-2,14,1
-2,90,4
-2,46,10
-2,112,3
-2,166,3
-2,26,3
-2,192,1
-2,85,2
-2,15,1
-2,172,1
-2,83,4
-1,190,19
-1,115,4
-1,173,8
-1,43,11
-1,42,15
-1,36,13
-1,84,3
-1,40,10
-1,57,2
-1,110,2
-1,10,10
-1,193,13
-1,71,1
-1,20,7
-1,182,4
-1,90,5
-1,14,3
-1,83,2
-1,51,7
-1,23,1
-1,111,1
-1,80,1
-1,30,2
-1,120,1
-1,124,1
-1,13,2
-1,180,1
-1,70,2
-1,50,1
-1,17,4
-1,112,3
-1,52,1
-1,15,3
-1,171,1
-1,53,1
-1,12,3
-1,46,2
-1,105,1
-1,172,1
-1,160,1
0,36,8
0,10,28
0,60,8
0,71,7
0,42,14
0,43,13
0,75,1
0,110,3
0,112,16
0,114,1
0,13,5
0,17,4
0,84,7
0,130,3
0,20,20
0,40,11
0,193,20
0,51,11
0,87,1
0,173,10
0,14,3
0,160,5
0,190,11
0,25,1
0,46,8
0,90,12
0,120,4
0,24,4
0,12,3
0,192,1
0,30,2
0,100,1
0,22,1
0,182,2
0,172,2
0,80,3
